target_name	target id	gbid	score_final	distance	homologs	homologs list	target ubiquity	copy number	Spearman correlation	p value	coevolution coefficient	antismashfile	cluster_num	cluster_type	gene_name	species	phyla	true positive	true positives homologs	score distance	score homologs	score target ubiquity	score copy number	score coevolution
Lipoprotein releasing system ATP-binding protein lolD	DEG10180185	BBAA01000032	1	4861	0	None	132	1	0.26	0.0	4.43260503181	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/BBAA01000032/index.html	cluster-1	transatpks-nrps	ctg1_36	Ruminiclostridium josui JCM 17888	Firmicutes	False	False	1	0	0	0	0
Probable transport ATP-binding protein msbA	DEG10180148	KQ948552	1	5020	0	None	67	1	0.51	0.0	2.76683067323	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KQ948552/index.html	cluster-3	ectoine-t1pks-otherks	AQJ30_14075	Streptomyces longwoodensis	Actinobacteria	False	False	0	0	0	0	1
3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase (EC 4.2.1.60)	DEG10180156	ARAK01000184	1	442	0	None	126	1	0.37	0.0	16.8301457111	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/ARAK01000184/index.html	cluster-1	t1pks-otherks	ctg1_3	zeta proteobacterium SCGC AB-137-C09	Proteobacteria	False	False	1	0	0	0	0
Leucyl-tRNA synthetase (EC 6.1.1.4)	DEG10180113	LIPD01000001	1	9584	0	None	6	1	nan	nan	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LIPD01000001/index.html	cluster-1	t1pks	AMK13_00550	Streptomyces sp. CB02056	Actinobacteria	False	False	0	0	1	0	0
Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (EC 6.4.1.2)	DEG10180052	LIPP01000032	3	297	1	[u'KP710956']	49	1	0.62	0.0	10.002201352	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LIPP01000032/index.html	cluster-2	t2pks-t1pks-otherks	ctg1_62	Streptomyces aurantiacus	Actinobacteria	False	False	1	1	0	0	1
Oligopeptide transport ATP-binding protein oppD	DEG10180214	KI547044	1	9256	0	None	42	2	0.41	0.0	14.4584053335	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KI547044/index.html	cluster-1	t1pks-otherks	N566_15485	Streptomycetaceae bacterium MP113-05	Actinobacteria	False	False	0	0	0	1	0
50S ribosomal protein L14	DEG10180500	NW_015622167	1	8969	0	None	3	0	nan	nan	1.20534465452	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NW_015622167/index.html	cluster-1	t1pks	PV09_07634	Verruconis gallopava	Fungi	False	False	0	0	1	0	0
Lipoprotein releasing system ATP-binding protein lolD	DEG10180185	NEOT01000006	1	2426	0	None	132	1	0.26	0.0	-1000.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/NEOT01000006/index.html	cluster-1	t1pks-nrps	BUE63_06040	Bacillus sp. MB353a	Firmicutes	False	False	1	0	0	0	0
Hypothetical protein yaiS	DEG10180068	CP032402	2	3792	0	None	2	1	-1000.0	-1000.0	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP032402_5051034_5423458/index.html	cluster-1	t2pks-t1pks	ctg1_155	Actinomadura amylolytica	Actinobacteria	False	False	1	0	1	0	0
3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase (EC 4.2.1.60)	DEG10180156	NZ_AAEW02000005	1	448	0	None	126	0	0.37	0.0	11.6218583314	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NZ_AAEW02000005/index.html	cluster-1	t1pks-otherks	DACE_RS05240	Desulfuromonas acetoxidans DSM 684	Proteobacteria	False	False	1	0	0	0	0
N-acetyl-gamma-glutamyl-phosphate reductase (EC 1.2.1.38)	DEG10180564	ANBD01000031	0	7662	0	None	26	1	0.3	0.0	7.38933236576	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/ANBD01000031/index.html	cluster-1	t1pks-nrps	ctg1_33	Nocardiopsis alkaliphila YIM 80379	Actinobacteria	False	False	0	0	0	0	0
Probable ABC transporter ATP-binding protein yhbG	DEG10180475	KP710956	0	7419	0	None	87	1	0.28	0.0	16.6678256881	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/KP710956/index.html	cluster-1	t2pks-t1pks-otherks	dutT	Streptomyces minoensis	Actinobacteria	False	False	0	0	0	0	0
tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase (EC 2.1.1.61)	DEG10180190	MGST01000084	1	8730	0	None	10	1	0.07	0.87	5.39169213457	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MGST01000084/index.html	cluster-1	phosphonate-t1pks	A2289_14595	Deltaproteobacteria bacterium RIFOXYA12_FULL_58_15 (subsurface metagenome)	Proteobacteria	False	False	0	0	1	0	0
(3R)-hydroxymyristoyl-[acyl carrier protein] dehydratase (EC 4.2.1.-)	DEG10180047	JOAA01000045	1	6072	0	None	41	1	0.8	0.0	5.34262868363	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/JOAA01000045/index.html	cluster-1	lantipeptide-t1pks-otherks	ctg1_17	Rhodococcus rhodnii	Actinobacteria	False	False	0	0	0	0	1
Formyltetrahydrofolate deformylase (EC 3.5.1.10)	DEG10180208	CP025546	2	8108	1	[u'LZLS01000043']	6	1	nan	nan	4.56468574223	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP025546_2046779_2384874/index.html	cluster-2	t1pks-nrps	ctg1_134	Mycobacterium paragordonae	Actinobacteria	False	False	0	1	1	0	0
Glutamate-1-semialdehyde 2,1-aminomutase (EC 5.4.3.8)	DEG10180034	KB235922	3	1097	1	[u'OFCX01000877']	207	2	0.47	0.0	32.627668923	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KB235922_2158446_2568160/index.html	cluster-1	t1pks-nrps	ctg1_137	Pleurocapsa sp. PCC 7319	Cyanobacteria	False	False	1	1	0	1	0
Phospho-2-dehydro-3-deoxyheptonate aldolase, Trp-sensitive (EC 4.1.2.15)	DEG10180285	KB913037	3	677	0	None	8	2	nan	nan	2.13250517599	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KB913037_9099342_9510155/index.html	cluster-1	t3pks-t1pks-nrps	ctg1_115	Amycolatopsis balhimycina FH 1894	Actinobacteria	False	False	1	0	1	1	0
Glutamate-1-semialdehyde 2,1-aminomutase (EC 5.4.3.8)	DEG10180034	CP026652	3	2857	6	[u'NTHE01000064', u'NZ_JOJO01000001', u'NZ_KB891852', u'NZ_LGDE01000226', u'NZ_LWLE01000001', u'NZ_QLLY01000003']	207	2	0.47	0.0	29.3073575155	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CP026652/index.html	cluster-7	siderophore-t1pks-nrps	C4B68_10175	Streptomyces sp. XZHG99	Actinobacteria	False	False	1	1	0	1	0
Probable transport ATP-binding protein msbA	DEG10180148	QVIG01000001	2	6328	0	None	67	6	0.51	0.0	12.1572577928	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/QVIG01000001_3902546_4442366/index.html	cluster-1	t1pks-nrps	ctg1_371	Streptomyces xanthocidicus	Actinobacteria	False	False	0	0	0	1	1
N-acetyl-gamma-glutamyl-phosphate reductase (EC 1.2.1.38)	DEG10180564	LZHV01000055	1	8640	9	[u'CP024614', u'JAGZ01000001', u'LQOK01000037', u'LT841359', u'LZKE01000216', u'LZKS01000106', u'MVIK01000003', u'NAVI01000034', u'NKQZ01000001']	26	1	0.3	0.0	9.02867020462	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LZHV01000055/index.html	cluster-1	t3pks-t1pks	A5730_16170	Mycobacterium sp. ACS4054	Actinobacteria	False	False	0	1	0	0	0
3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase (EC 4.2.1.60)	DEG10180156	JOGO01000004	1	701	0	None	126	1	0.37	0.0	18.5740630182	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/JOGO01000004/index.html	cluster-1	terpene-t1pks-otherks	ctg1_159	Streptomyces sp. NRRL F-5630	Actinobacteria	False	False	1	0	0	0	0
Probable ABC transporter ATP-binding protein yhbG	DEG10180475	AP010968	2	8910	1	[u'NZ_LISX01000002']	87	19	0.28	0.0	9.69485147528	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/AP010968_7162876_7753005/index.html	cluster-1	t1pks-arylpolyene-nrps	ctg1_141	Kitasatospora setae KM-6054	Actinobacteria	False	False	0	1	0	1	0
Protein yfiD	DEG10180399	NVQF01000045	1	8642	0	None	2	1	-1000.0	-1000.0	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/NVQF01000045/index.html	cluster-1	t1pks-resorcinol	ctg1_4	Mycobacterium sp. CECT 8779	Actinobacteria	False	False	0	0	1	0	0
Peptidyl-prolyl cis-trans isomerase B (EC 5.2.1.8)	DEG10180098	BAFR01000003	1	6292	22	[u'AXVD01000001', u'BAFS01000007', u'BAFU01000001', u'BAGG01000002', u'BDAZ01000001', u'BDBH01000002', u'BDBR01000036', u'BDBX01000015', u'BDBY01000087', u'BDCF01000014', u'BDCT01000027', u'CP003876', u'CP022088', u'FO082843', u'FOTX01000001', u'JNZF01000004', u'LOKT01000009', u'OBEG01000004', u'QCYJ01000005', u'QGTL01000004', u'QJKF01000006', u'QZFU01000016']	32	1	0.19	0.0	3.85440913807	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/BAFR01000003/index.html	cluster-1	t1pks	ctg1_22	Nocardia araoensis NBRC 100135	Actinobacteria	False	False	0	1	0	0	0
Lipoprotein releasing system ATP-binding protein lolD	DEG10180185	PKSP01000010	1	9880	0	None	132	48	0.26	0.0	5.22335235787	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/PKSP01000010_248556_549815/index.html	cluster-1	t1pks	ctg1_127	Rhizobium sp. KAs_5_22	Proteobacteria	False	False	0	0	0	1	0
Probable ABC transporter ATP-binding protein yhbG	DEG10180475	NAPR01000003	2	5069	2	[u'JXSX01000001', u'NGNT01000007']	87	3	0.28	0.0	8.13242718249	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/NAPR01000003/index.html	cluster-1	t1pks	ctg1_7	Micromonospora sp. NBS 11-29	Actinobacteria	False	False	0	1	0	1	0
Cell division ATP-binding protein ftsE	DEG10180522	FNUJ01000010	1	5368	0	None	89	4	0.46	0.0	9.06503386879	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FNUJ01000010/index.html	cluster-1	t1pks-butyrolactone	SAMN05421837_11085	Amycolatopsis pretoriensis	Actinobacteria	False	False	0	0	0	1	0
3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase (EC 4.2.1.60)	DEG10180156	MEFP01000012	1	810	0	None	126	1	0.37	0.0	3.76660210952	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MEFP01000012/index.html	cluster-1	t1pks-nrps	ABS97_12155	Xanthomonadaceae bacterium SCN 69-320 (bioreactor metagenome)	Proteobacteria	False	False	1	0	0	0	0
Topoisomerase IV subunit B (EC 5.99.1.-)	DEG10180452	KL570843	1	9184	0	None	10	1	0.5	0.67	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KL570843/index.html	cluster-1	t1pks-nrps	ctg1_21	Goodfellowiella coeruleoviolacea	Actinobacteria	False	False	0	0	1	0	0
Ribonuclease HII (EC 3.1.26.4)	DEG10180050	LIVZ01000002	1	8577	0	None	3	1	nan	nan	11.9148850829	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LIVZ01000002/index.html	cluster-6	t1pks-siderophore	AMK31_06770	Streptomyces sp. TSRI0107	Actinobacteria	False	False	0	0	1	0	0
Ribonuclease HI (EC 3.1.26.4)	DEG10180056	MEDJ01000021	1	6532	0	None	7	1	-1000.0	-1000.0	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MEDJ01000021/index.html	cluster-1	otherks-t1pks-nrps	ABS36_15830	Acidobacteria bacterium SCN 69-37 (bioreactor metagenome)	Acidobacteria	False	False	0	0	1	0	0
3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase (EC 4.2.1.60)	DEG10180156	JFJP01011861	1	481	0	None	126	1	0.37	0.0	9.66525259932	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/JFJP01011861/index.html	cluster-1	t1pks	ctg1_22	microbial mat metagenome	metagenomes	False	False	1	0	0	0	0
Serine hydroxymethyltransferase (EC 2.1.2.1)	DEG10180392	KN905809	1	8331	0	None	25	2	0.41	0.02	11.8974335236	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KN905809/index.html	cluster-1	transatpks-nrps	ctg1_140	Streptomyces ahygroscopicus subsp. wuyiensis	Actinobacteria	False	False	0	0	0	1	0
Thymidylate synthase (EC 2.1.1.45)	DEG10180428	CP003006	1	5422	0	None	2	1	-1000.0	-1000.0	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CP003006/index.html	cluster-2	t1pks	MYCTH_2308073	Thermothelomyces thermophila ATCC 42464	Fungi	False	False	0	0	1	0	0
Probable transport ATP-binding protein msbA	DEG10180148	KB894404	2	3802	0	None	67	1	0.51	0.0	17.8671690174	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KB894404/index.html	cluster-2	t1pks-ectoine	ctg1_231	Actinokineospora enzanensis DSM 44649	Actinobacteria	False	False	1	0	0	0	1
DNA ligase (EC 6.5.1.2)	DEG10180367	JAFB01000022	1	5131	0	None	8	1	nan	nan	8.72230359425	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/JAFB01000022/index.html	cluster-1	terpene-t1pks	ctg1_38	Amycolatopsis taiwanensis DSM 45107	Actinobacteria	False	False	0	0	1	0	0
N-acetyl-gamma-glutamyl-phosphate reductase (EC 1.2.1.38)	DEG10180564	LT841359	1	8953	10	[u'CP008963', u'CP024614', u'JAGZ01000001', u'LQOK01000037', u'LZHV01000055', u'LZKE01000216', u'LZKS01000106', u'MVIK01000003', u'NAVI01000034', u'NKQZ01000001']	26	1	0.3	0.0	8.02193752271	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LT841359_2416829_2730680/index.html	cluster-1	t3pks-t1pks	ctg1_125	Mycobacterium sp. AFP003	Actinobacteria	False	False	0	1	0	0	0
Glutamate-1-semialdehyde 2,1-aminomutase (EC 5.4.3.8)	DEG10180034	CP000117	3	4488	2	[u'JTJC02000153', u'MRCD01000078']	207	2	0.47	0.0	33.2998996785	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP000117_4805273_5265382/index.html	cluster-2	t1pks-nrps	ctg1_270	Trichormus variabilis ATCC 29413 (Anabaena flos-aquae UTEX 1444)	Cyanobacteria	False	False	1	1	0	1	0
Glutamate aspartate transport ATP-binding protein gltL	DEG10180114	CP014135	1	8119	0	None	50	34	0.05	0.64	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP014135_1008160_1309443/index.html	cluster-2	t1pks	ctg1_120	Pseudomonas agarici	Proteobacteria	False	False	0	0	0	1	0
GTP cyclohydrolase I (EC 3.5.4.16)	DEG10180344	NZ_JMIB01000028	2	5273	0	None	7	0	1.0	0.0	7.27836682147	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NZ_JMIB01000028/index.html	cluster-1	t1pks	EA58_RS14855	Photobacterium galatheae	Proteobacteria	False	False	0	0	1	0	1
Probable transport ATP-binding protein msbA	DEG10180148	NC_017852	1	6654	0	None	67	0	0.51	0.0	-1000.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NC_017852/index.html	cluster-6	t1pks	ctg1_4324	Magnaporthe oryzae 70-15	Fungi	False	False	0	0	0	0	1
3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase (EC 4.2.1.60)	DEG10180156	PRLH01000142	2	2835	1	[u'BA000019']	126	1	0.37	0.0	29.6955097014	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/PRLH01000142/index.html	cluster-1	t1pks-otherks	ctg1_23	Cyanothece sp. BG0011	Cyanobacteria	False	False	1	1	0	0	0
3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase (EC 4.2.1.60)	DEG10180156	DBMM01000010	2	446	1	[u'PJFB01000003']	126	1	0.37	0.0	15.8419835594	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/DBMM01000010/index.html	cluster-1	t1pks-otherks	ctg1_8	Geobacter sp. UBA698 (ecological metagenome)	Proteobacteria	False	False	1	1	0	0	0
Hypothetical transport protein yeaN	DEG10180304	BDBK01000002	1	6207	0	None	10	1	-0.4	0.6	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/BDBK01000002_959060_1112546/index.html	cluster-1	t1pks-otherks	ctg1_119	Nocardia inohanensis NBRC 100128	Actinobacteria	False	False	0	0	1	0	0
Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (EC 6.4.1.2)	DEG10180052	QTTT01000001	2	3983	0	None	49	1	0.62	0.0	17.2257825154	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/QTTT01000001_3193624_3511418/index.html	cluster-1	t2pks-t1pks	ctg1_140	Actinomadura umbrina	Actinobacteria	False	False	1	0	0	0	1
Serine hydroxymethyltransferase (EC 2.1.2.1)	DEG10180392	CP015726	3	4774	1	[u'JOIK01000001']	25	3	0.41	0.02	3.54111673961	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CP015726/index.html	cluster-23	t1pks-otherks	ctg1_6413	Streptomyces sp. RTd22	Actinobacteria	False	False	1	1	0	1	0
Glutamate aspartate transport ATP-binding protein gltL	DEG10180114	JQLN01000007	1	8890	0	None	50	4	0.05	0.64	31.3252238799	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JQLN01000007_0_370652/index.html	cluster-4	t1pks-otherks	ctg1_134	Kitasatospora mediocidica KCTC 9733	Actinobacteria	False	False	0	0	0	1	0
Glutamate-1-semialdehyde 2,1-aminomutase (EC 5.4.3.8)	DEG10180034	FSXQ01001647	1	1301	0	None	207	1	0.47	0.0	32.417890446	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/FSXQ01001647/index.html	cluster-1	t1pks-nrps	ctg1_4	metagenome	metagenomes	False	False	1	0	0	0	0
Selenide,water dikinase (EC 2.7.9.3)	DEG10180301	KB905823	1	7468	0	None	4	1	-1.0	nan	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KB905823/index.html	cluster-1	t1pks-nrps	ctg1_108	Streptomyces sulphureus DSM 40104	Actinobacteria	False	False	0	0	1	0	0
GTP cyclohydrolase I (EC 3.5.4.16)	DEG10180344	JQFA01000002	4	3391	0	None	7	2	1.0	0.0	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JQFA01000002_2341485_2642762/index.html	cluster-1	t1pks	ctg1_130	Leptolyngbya sp. KIOST-1	Cyanobacteria	False	False	1	0	1	1	1
Lipoprotein releasing system ATP-binding protein lolD	DEG10180185	NZ_FOHN01000005	0	9878	0	None	132	0	0.26	0.0	2.71450502033	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NZ_FOHN01000005/index.html	cluster-1	t1pks-nrps	BMY85_RS04820	[Clostridium] polysaccharolyticum	Firmicutes	False	False	0	0	0	0	0
Hypothetical protein yraR	DEG10180465	DNTA01000311	1	1993	0	None	1	1	-1000.0	-1000.0	-1000.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/DNTA01000311/index.html	cluster-1	t1pks	DDY13_18960	Cytophagales bacterium (aquatic metagenome)	Bacteroidetes	False	False	1	0	0	0	0
Serine hydroxymethyltransferase (EC 2.1.2.1)	DEG10180392	JOID01000004	1	3495	0	None	25	1	0.41	0.02	4.21476962583	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JOID01000004/index.html	cluster-2	t1pks-nrps	ctg1_115	Streptomyces albus subsp. albus	Actinobacteria	False	False	1	0	0	0	0
Seryl-tRNA synthetase (EC 6.1.1.11)	DEG10180145	AE014134	2	8580	0	None	19	0	0.68	0.0	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/AE014134/index.html	cluster-1	t1pks	Dmel_CG1_111	Drosophila melanogaster (fruit fly)	Metazoa	False	False	0	0	1	0	1
Hypothetical protein yfcH	DEG10180360	DNOZ01000083	2	7710	0	None	8	1	1.0	0.0	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/DNOZ01000083/index.html	cluster-1	t1pks	DDW56_05400	Cyanobacteria bacterium UBA11366 (sediment metagenome)	Cyanobacteria	False	False	0	0	1	0	1
Elongation factor G	DEG10180509	CP017248	2	4588	0	None	11	1	0.57	0.18	4.77359781122	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP017248_1539119_1939139/index.html	cluster-1	t1pks	ctg1_128	Streptomyces puniciscabiei	Actinobacteria	False	False	1	0	1	0	0
Glutamate-1-semialdehyde 2,1-aminomutase (EC 5.4.3.8)	DEG10180034	LIQU01000505	2	8	3	[u'BDGW01000050', u'CP015588', u'JODF01000011']	207	1	0.47	0.0	24.4923869102	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LIQU01000505/index.html	cluster-1	t1pks	ctg1_1	Streptomyces kanamyceticus	Actinobacteria	False	False	1	1	0	0	0
Integrase recombinase xerC	DEG10180554	CP000859	2	2036	0	None	7	0	-0.6	0.4	12.9503125181	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CP000859/index.html	cluster-1	t1pks-otherks	Dole_1674	Desulfococcus oleovorans Hxd3	Proteobacteria	False	False	1	0	1	0	0
Translation initiation factor IF-3	DEG10180288	AUBI01000011	1	6061	0	None	2	1	-1000.0	-1000.0	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/AUBI01000011/index.html	cluster-1	t1pks	ctg1_10	Acetobacter nitrogenifigens DSM 23921 = LMG 23498	Proteobacteria	False	False	0	0	1	0	0
Hypothetical transport protein yeiJ	DEG10180345	JPOX01000017	2	1833	0	None	2	1	-1000.0	-1000.0	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/JPOX01000017/index.html	cluster-1	t1pks-nrps	GQ26_0170610	Talaromyces marneffei PM1 (Penicillium marneffei PM1)	Fungi	False	False	1	0	1	0	0
Phenylacetic acid degradation protein paaC	DEG10180238	FOET01000017	2	5568	9	[u'CM007717', u'CP023865', u'CP026498', u'CP031455', u'FMCI01000168', u'FOZX01000001', u'JOHU01000008', u'JOIZ01000015', u'KB898240']	21	1	0.6	0.0	15.3756670259	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FOET01000017/index.html	cluster-1	t1pks-nrps	SAMN05216481_11734	Streptomyces radiopugnans	Actinobacteria	False	False	0	1	0	0	1
Hypothetical protein yhbQ	DEG10180467	MGZK01000024	1	5662	0	None	2	1	-1000.0	-1000.0	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MGZK01000024/index.html	cluster-1	t1pks-otherks	A2X82_14595	Geobacteraceae bacterium GWC2_55_20 (subsurface metagenome)	Proteobacteria	False	False	0	0	1	0	0
IspH protein (lytB)	DEG10180008	QEVH01000017	2	2314	0	None	7	1	0.4	0.6	10.2662025007	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/QEVH01000017/index.html	cluster-1	t1pks-otherks	DCC66_08850	Planctomycetes bacterium (bioreactor sludge metagenome)	Planctomycetes	False	False	1	0	1	0	0
Hypothetical protein ynfA	DEG10180264	QKWY01000001	1	6826	0	None	7	1	1.0	nan	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/QKWY01000001_546707_855624/index.html	cluster-1	t1pks-nrps	ctg1_129	Streptomyces sp. AC1-42W	Actinobacteria	False	False	0	0	1	0	0
Cysteine desulfurase (EC 4.4.1.-)	DEG10180388	AUML01000046	3	9408	1	[u'JACB01000039']	19	1	0.82	0.0	2.35365853658	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/AUML01000046/index.html	cluster-1	transatpks-otherks	ctg1_5	Aquimarina muelleri DSM 19832	Bacteroidetes	False	False	0	1	1	0	1
Phenylacetic acid degradation protein paaY	DEG10180240	NZ_JNWZ01000076	2	3715	0	None	14	0	0.28	0.31	9.5004668534	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NZ_JNWZ01000076/index.html	cluster-1	t1pks	OO48_RS28890	Kitasatospora phosalacinea	Actinobacteria	False	False	1	0	1	0	0
Glutamate-1-semialdehyde 2,1-aminomutase (EC 5.4.3.8)	DEG10180034	JOAA01000030	1	1591	0	None	207	1	0.47	0.0	37.0543636599	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/JOAA01000030/index.html	cluster-1	t1pks-nrps	ctg1_23	Rhodococcus rhodnii	Actinobacteria	False	False	1	0	0	0	0
Methyl-accepting chemotaxis protein III	DEG10180242	CDLW01000001	3	1106	0	None	7	6	1.0	nan	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CDLW01000001_4147714_4448973/index.html	cluster-2	transatpks	ctg1_109	Ralstonia solanacearum	Proteobacteria	False	False	1	0	1	1	0
Hypothetical protein ybaQ	DEG10180092	PEAL01000020	2	2534	0	None	1	2	-1000.0	-1000.0	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/PEAL01000020/index.html	cluster-1	t1pks-nrps	ctg1_4	Deltaproteobacteria bacterium (sediment metagenome)	Proteobacteria	False	False	1	0	0	1	0
Probable transport ATP-binding protein msbA	DEG10180148	NW_015622519	2	1854	0	None	67	0	0.51	0.0	11.2963026482	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NW_015622519/index.html	cluster-1	t1pks	ctg1_1773	Exophiala spinifera	Fungi	False	False	1	0	0	0	1
Glutamate-1-semialdehyde 2,1-aminomutase (EC 5.4.3.8)	DEG10180034	FNJV01000003	1	1041	0	None	207	1	0.47	0.0	27.0012479178	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FNJV01000003_12986_314254/index.html	cluster-1	t1pks-nrps	ctg1_104	Mucilaginibacter sp. OK268	Bacteroidetes	False	False	1	0	0	0	0
Cell division ATP-binding protein ftsE	DEG10180522	NZ_JZKF01000026	0	5819	0	None	89	0	0.46	0.0	31.6736118251	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NZ_JZKF01000026/index.html	cluster-1	t1pks-nrps	WH85_RS20770	Actinoplanes rectilineatus	Actinobacteria	False	False	0	0	0	0	0
Cell division ATP-binding protein ftsE	DEG10180522	FCOH02000014	3	3641	1	[u'CYGY02000013']	89	4	0.46	0.0	11.4055106973	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FCOH02000014/index.html	cluster-1	t1pks	AWB71_03814	Caballeronia peredens	Proteobacteria	False	False	1	1	0	1	0
Probable ABC transporter ATP-binding protein yhbG	DEG10180475	PAQV01000044	1	1594	0	None	87	0	0.28	0.0	16.3234172387	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/PAQV01000044/index.html	cluster-1	t1pks	CML68_10985	Rhodobacteraceae bacterium (marine metagenome)	Proteobacteria	False	False	1	0	0	0	0
