target_name	genbankid	targetid	ks_start	ks_end	arget_start	target_end	cluster_num	cluster_type	cluster_coord	cluster_len	species	phyla	count	score	copynum	genome_size	complete	antismashfile
UDP-3-O-acyl-N-acetylglucosamine deacetylase	PVGX01000094	sp_P0A725_LPXC_ECOLI	5748	6174	4830	5747	cluster-1	t1pks	1-33342	1	Burkholderia multivorans	Proteobacteria	0	-1.00	1	78845	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/PVGX01000094/index.html
Cytochrome bd-I ubiquinol oxidase subunit 1	CP007574	sp_P0ABJ9_CYDA_ECOLI	986389	986463	993119	994669	cluster-1	t1pks-nrps	956162-1047337	6656	Streptomyces albulus	Actinobacteria	0	-1.00	0	9360281	True	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP007574_836423_1136797/index.html
Serine--tRNA ligase	LBDA02000024	sp_P0A8L1_SYS_ECOLI	84319	84671	87062	88339	cluster-1	otherks-t1pks-siderophore	18116-102998	2391	Streptomyces malaysiense	Actinobacteria	0	-1.00	1	191034	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LBDA02000024/index.html
Acetylornithine/succinyldiaminopimelate aminotransferase	LZHV01000055	sp_P18335_ARGD_ECOLI	52558	52984	46007	47200	cluster-1	t3pks-t1pks	31381-89459	5358	Mycobacterium sp. ACS4054	Actinobacteria	0	-1.00	0	154090	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LZHV01000055/index.html
inosine monophosphate dehydrogenase MpaF	HG792019	mpaF_IMDH	1307601	1307776	1299771	1300952	cluster-3	t1pks	1288742-1333376	6649	Penicillium roqueforti FM164	Fungi	0	-1.00	0	2041287	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/HG792019/index.html
ATP-dependent zinc metalloprotease FtsH	CP003946	sp_P0AAI3_FTSH_ECOLI	278588	278994	273882	275783	cluster-1	t1pks	257894-306020	2805	Leptolyngbya sp. PCC 7376	Cyanobacteria	0	-1.00	4	5125950	True	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP003946_129973_431199/index.html
2-succinylbenzoate--CoA ligase	BBON01000034	sp_P37353_MENE_ECOLI	21218	21456	1	20274	cluster-1	t1pks-nrps	1-76819	944	Streptomyces sp. NBRC 109436	Actinobacteria	0	-1.00	1	76819	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/BBON01000034/index.html
Serine--tRNA ligase	KB822846	sp_P0A8L1_SYS_ECOLI	452903	453321	443499	444758	cluster-2	t1pks-nrps	430849-516640	8145	Mycobacterium tuberculosis SP21	Actinobacteria	0	-1.00	0	806694	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KB822846/index.html
Aminodeoxychorismate synthase component 1	AJ575648	sp_P05041_PABB_ECOLI	15279	15704	11745	13832	cluster-1	t1pks	1-29132	1447	Streptomyces thioluteus	Actinobacteria	0	-1.00	1	29132	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/AJ575648/index.html
GMP synthase [glutamine-hydrolyzing]	ANSK01000009	sp_P04079_GUAA_ECOLI	557705	558128	549603	551186	cluster-2	t1pks	537688-581623	6519	Paraburkholderia kururiensis M130	Proteobacteria	0	-1.00	0	730406	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/ANSK01000009/index.html
D-alanine-D-alanine ligase B	FP929140	sp_P07862_DDLB_ECOLI	1224797	1225225	1213694	1214854	cluster-1	t1pks-nrps	1202553-1266878	9943	gamma proteobacterium HdN1	Proteobacteria	0	-1.00	0	4587455	True	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/FP929140/index.html
Aminodeoxychorismate synthase component 1	CP031742	sp_P05041_PABB_ECOLI	7097949	7098375	7102628	7104799	cluster-2	t1pks-nrps	6967267-7175511	4253	Streptomyces koyangensis	Actinobacteria	0	-1.00	2	7220839	True	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP031742_6837366_7220839/index.html
Aspartate--tRNA ligase	QQNE01000032	sp_P21889_SYD_ECOLI	27918	28350	18120	19913	cluster-1	t1pks-nrps	7248-43261	8005	Verrucomicrobia bacterium (freshwater metagenome)	Verrucomicrobia	0	-1.00	0	43261	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/QQNE01000032/index.html
Aminodeoxychorismate synthase component 1	LCWO01000013	sp_P05041_PABB_ECOLI	138074	138485	127702	129168	cluster-2	t1pks-nrps	81913-154567	8906	Chromobacterium subtsugae	Proteobacteria	0	-1.00	0	154567	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LCWO01000013/index.html
Cytochrome bd-I ubiquinol oxidase subunit 1	MGTU01000011	sp_P0ABJ9_CYDA_ECOLI	1230	1465	7284	8594	cluster-1	t1pks	1-25258	5819	Elusimicrobia bacterium GWA2_61_42 (subsurface metagenome)	Elusimicrobia	0	-1.00	0	97125	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MGTU01000011/index.html
Acetylornithine/succinyldiaminopimelate aminotransferase	JAOL01000097	sp_P18335_ARGD_ECOLI	152677	152806	146003	147148	cluster-1	t3pks-t1pks	131673-189661	5529	Mycobacterium ulcerans str. Harvey	Actinobacteria	0	-1.00	0	220110	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JAOL01000097/index.html
Serine--tRNA ligase	AP010968	sp_P0A8L1_SYS_ECOLI	3062435	3062777	3059418	3060686	cluster-2	t1pks-otherks	3025347-3085880	1749	Kitasatospora setae KM-6054	Actinobacteria	0	-1.00	4	8783278	True	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/AP010968_2627580_3213579/index.html
UDP-N-acetylglucosamine 1-carboxyvinyltransferase MurA	AZNX01000001	sp_P0A749_MURA_ECOLI	915601	916020	906482	907774	cluster-1	t1pks	895598-943118	7827	Ensifer aridi	Proteobacteria	0	-1.00	0	1384927	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/AZNX01000001_579864_1066866/index.html
Acetylornithine/succinyldiaminopimelate aminotransferase	LPBY01000058	sp_P18335_ARGD_ECOLI	155750	156158	152450	153760	cluster-1	bacteriocin-transatpks-t1pks-nrps	43334-220339	1990	Burkholderia ubonensis	Proteobacteria	0	-1.00	1	269457	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LPBY01000058/index.html
ATP-dependent zinc metalloprotease FtsH	NETF01000190	sp_P0AAI3_FTSH_ECOLI	16082	16505	5248	7101	cluster-1	t1pks-nrps	1-80728	8981	unicellular cyanobacterium SU3	Cyanobacteria	0	-1.00	0	121601	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/NETF01000190/index.html
Aminodeoxychorismate synthase component 1	MUAY01000039	sp_P05041_PABB_ECOLI	30549	30972	20420	22549	cluster-1	t1pks	10514-39335	8000	Streptomyces angustmyceticus	Actinobacteria	0	-1.00	0	39335	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MUAY01000039/index.html
Acetylornithine/succinyldiaminopimelate aminotransferase	CTEC01000002	sp_P18335_ARGD_ECOLI	153524	153948	146961	148145	cluster-2	t3pks-t1pks	132382-190452	5379	Mycobacterium europaeum	Actinobacteria	0	-1.00	0	2899706	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CTEC01000002_3590_1152072/index.html
Elongation factor Tu 1	CP006259	sp_P0CE47_EFTU1_ECOLI	1646240	1646284	1641671	1642855	cluster-3	t1pks-otherks	1600538-1653105	3385	Streptomyces collinus Tu 365	Actinobacteria	0	-1.00	2	8272925	True	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP006259_1474120_1780948/index.html
UDP-3-O-acyl-N-acetylglucosamine deacetylase	AP013062	sp_P0A725_LPXC_ECOLI	190664	191090	189735	190688	cluster-1	t1pks	170658-218289	24	Burkholderia sp. RPE64	Proteobacteria	0	-1.00	1	309692	True	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/AP013062/index.html
Serine--tRNA ligase	MLYN01000035	sp_P0A8L1_SYS_ECOLI	76693	77044	79449	80726	cluster-1	t1pks	42450-95370	2405	Streptomyces sp. MUSC 14	Actinobacteria	0	-1.00	1	277531	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MLYN01000035/index.html
2-succinylbenzoate--CoA ligase	CXWL01003984	sp_P37353_MENE_ECOLI	5233	5660	5226	12821	cluster-1	t1pks-nrps	1-40325	434	groundwater metagenome	metagenomes	0	-1.00	1	40325	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CXWL01003984/index.html
Transcriptional regulatory protein WalR	MAIS01000008	sp_Q9RDT5_WALR_STAAU	43199	43617	41531	42214	cluster-1	bacteriocin-t1pks-nrps	22530-98639	985	Paenibacillus sp. KS1	Firmicutes	0	-1.00	1	100652	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MAIS01000008/index.html
Aminodeoxychorismate synthase component 1	KV861362	sp_P05041_PABB_ECOLI	141198	141625	138210	140381	cluster-1	lantipeptide-t1pks-nrps	2216-287804	817	Streptomyces sampsonii	Actinobacteria	0	-1.00	2	7182059	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KV861362_0_417699/index.html
Pyruvate dehydrogenase [ubiquinone]	CP031320	sp_P07003_POXB_ECOLI	6017800	6018226	6011641	6013473	cluster-25	t1pks	5997763-6089407	4327	Streptomyces armeniacus	Actinobacteria	0	-1.00	2	8083249	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CP031320/index.html
Acetylornithine/succinyldiaminopimelate aminotransferase	LOVP01000079	sp_P18335_ARGD_ECOLI	306836	307244	303536	304846	cluster-1	bacteriocin-transatpks-t1pks-nrps	194589-367447	1990	Burkholderia ubonensis	Proteobacteria	0	-1.00	1	367447	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LOVP01000079/index.html
3-oxoacyl-[acyl-carrier-protein] reductase FabG	MDLC01000001	sp_P0AEK2_FABG_ECOLI	34712	35054	33316	34059	cluster-1	transatpks-otherks	29112-124483	653	Candidatus Endobugula sertula (Bugula neritina bacterial symbiont)	Proteobacteria	0	-1.00	1	124483	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MDLC01000001/index.html
Aminodeoxychorismate synthase component 1	KB890710	sp_P05041_PABB_ECOLI	136312	136739	133325	135496	cluster-1	lantipeptide-t1pks-nrps	1-150579	816	Streptomyces sp. LaPpAH-202	Actinobacteria	0	-1.00	1	150579	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KB890710/index.html
Serine--tRNA ligase	PHUI01000001	sp_P0A8L1_SYS_ECOLI	6001843	6002193	5998887	6000164	cluster-1	t1pks	5984321-6037272	1679	Streptomyces sp. 69	Actinobacteria	0	-1.00	2	8110811	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/PHUI01000001_5851793_6162835/index.html
Aminodeoxychorismate synthase component 1	JNXT01000038	sp_P05041_PABB_ECOLI	140537	140961	138251	140341	cluster-2	t1pks	89931-166606	196	Streptomyces alboflavus	Actinobacteria	0	-1.00	1	282021	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JNXT01000038/index.html
2-succinylbenzoate--CoA ligase	LT629789	sp_P37353_MENE_ECOLI	401007	401431	399082	400617	cluster-1	t1pks-nrps	270991-485826	390	Amycolatopsis keratiniphila	Actinobacteria	0	-1.00	0	9472622	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LT629789_155108_601077/index.html
Acetylornithine/succinyldiaminopimelate aminotransferase	CP022545	sp_P18335_ARGD_ECOLI	1735583	1735906	1738804	1740066	cluster-6	t1pks	1709024-1755410	2898	Streptomyces sp. 11-1-2	Actinobacteria	0	-1.00	9	11603877	True	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CP022545/index.html
Acetylornithine/succinyldiaminopimelate aminotransferase	CP025018	sp_P18335_ARGD_ECOLI	1928689	1929013	1931897	1933144	cluster-3	t1pks	1774909-1948524	2884	Streptomyces sp. M56	Actinobacteria	0	-1.00	8	11742376	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CP025018/index.html
ATP-dependent Clp protease proteolytic subunit	LT990689	sp_P0A6G7_CLPP_ECOLI	20006	20428	17770	18426	cluster-1	t1pks-nrps	1-54671	1580	Streptomyces caniferus	Actinobacteria	0	-1.00	1	54671	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/LT990689/index.html
beta-lactamase	CP016793	beta_lactamase	21219	21636	11901	12779	cluster-1	t1pks	1190-44963	8440	Lentzea guizhouensis	Actinobacteria	0	-1.00	0	9997872	True	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CP016793/index.html
1,4-dihydroxy-2-naphthoyl-CoA synthase	QQAZ01000003	sp_P0ABU0_MENB_ECOLI	93522	93950	82707	83561	cluster-1	t1pks-nrps	69549-120615	9961	Nocardia mexicana	Actinobacteria	0	-1.00	0	911847	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/QQAZ01000003/index.html
Acetylornithine/succinyldiaminopimelate aminotransferase	LPIU01000016	sp_P18335_ARGD_ECOLI	159114	159522	155814	157124	cluster-1	bacteriocin-t1pks-arylpolyene-nrps	103128-262200	1990	Burkholderia ubonensis	Proteobacteria	0	-1.00	1	280892	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LPIU01000016/index.html
Alanine racemase	NSDG01000004	sp_P0A6B4_ALR1_ECOLI	93869	94284	83198	84271	cluster-1	t1pks-nrps	73155-144086	9598	Pseudoalteromonas sp. HM-SA03	Proteobacteria	0	-1.00	0	144086	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/NSDG01000004/index.html
Transcriptional regulatory protein WalR	NZ_BDCI01000017	sp_Q9RDT5_WALR_STAAU	128930	129343	121536	122219	cluster-1	t1pks-nrps	107298-155964	6711	Nocardia vulneris	Actinobacteria	0	-1.00	0	563302	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NZ_BDCI01000017/index.html
Serine--tRNA ligase	MQJW01000017	sp_P0A8L1_SYS_ECOLI	349399	349584	358108	359367	cluster-1	t1pks-nrps	286574-372019	8524	Mycobacterium tuberculosis	Actinobacteria	0	-1.00	0	461938	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MQJW01000017/index.html
Aminodeoxychorismate synthase component 1	JOHT01000001	sp_P05041_PABB_ECOLI	430142	430568	427317	429446	cluster-4	t1pks	409459-437620	696	Streptomyces sp. NRRL F-5053	Actinobacteria	0	-1.00	1	437620	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JOHT01000001/index.html
Acetylornithine/succinyldiaminopimelate aminotransferase	JABQ01000011	sp_P18335_ARGD_ECOLI	109779	110016	106358	107644	cluster-1	t1pks	91036-137503	2135	Streptomyces sp. PRh5	Actinobacteria	0	-1.00	1	165139	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JABQ01000011/index.html
UDP-3-O-acyl-N-acetylglucosamine deacetylase	CP013357	sp_P0A725_LPXC_ECOLI	869289	869715	876940	877854	cluster-2	t1pks	849285-896943	7225	Burkholderia oklahomensis EO147	Proteobacteria	0	-1.00	0	4192894	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP013357_719297_1449773/index.html
DNA polymerase III subunit alpha	BAGH01000610	sp_P10443_DPO3A_ECOLI	845	1264	9850	13494	cluster-1	t3pks-t1pks-nrps	1-62957	8586	Nocardia tenerifensis NBRC 101015	Actinobacteria	0	-1.00	0	62957	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/BAGH01000610/index.html
Acetylornithine/succinyldiaminopimelate aminotransferase	LZIJ01000197	sp_P18335_ARGD_ECOLI	41	465	9139	10338	cluster-1	t3pks-t1pks	1-24902	8674	Mycobacterium sp. 852002-51163_SCH5372311	Actinobacteria	0	-1.00	0	170664	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LZIJ01000197/index.html
Serine--tRNA ligase	KB893672	sp_P0A8L1_SYS_ECOLI	64462	64893	60107	61399	cluster-1	t1pks	44407-95817	3063	Frankia elaeagni	Actinobacteria	0	-1.00	1	183835	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KB893672/index.html
1,4-dihydroxy-2-naphthoyl-CoA synthase	JOGJ01000001	sp_P0ABU0_MENB_ECOLI	296098	296520	300055	300858	cluster-2	t3pks-t1pks-nrps	224666-319952	3535	Streptomyces sp. NRRL F-5635	Actinobacteria	0	-1.00	1	626968	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JOGJ01000001/index.html
Aminodeoxychorismate synthase component 2	JIBO01000004	sp_P00903_PABA_ECOLI	430087	430513	423181	423777	cluster-2	t1pks	410032-454785	6310	Lonsdalea quercina subsp. quercina	Proteobacteria	0	-1.00	0	454785	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JIBO01000004/index.html
Transcriptional regulatory protein WalR	LUHI01000044	sp_Q9RDT5_WALR_STAAU	446784	447233	437100	437843	cluster-1	t1pks-otherks	426779-479372	8941	Anabaena sp. CA = ATCC 33047	Cyanobacteria	0	-1.00	0	578591	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LUHI01000044/index.html
Acetylornithine/succinyldiaminopimelate aminotransferase	CP008976	sp_P18335_ARGD_ECOLI	1255203	1255472	1247707	1249788	cluster-2	t3pks-t1pks	1233930-1292150	5415	Mycobacterium tuberculosis	Actinobacteria	0	-1.00	0	4539435	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP008976_1106071_1412691/index.html
ATP-dependent zinc metalloprotease FtsH	RCHV01000002	sp_P0AAI3_FTSH_ECOLI	3750643	3751056	3743831	3745858	cluster-1	t1pks	3730608-3842037	4785	Streptomyces phytohabitans	Actinobacteria	0	-1.00	1	6489722	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/RCHV01000002_3335193_3972010/index.html
Glutamine--fructose-6-phosphate aminotransferase [isomerizing]	NZ_CAHS01000023	sp_P17169_GLMS_ECOLI	139795	140213	147468	149297	cluster-1	t1pks-nrps	101473-161950	7255	Erwinia piriflorinigrans CFBP 5888	Proteobacteria	0	-1.00	0	161950	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NZ_CAHS01000023/index.html
Acetylornithine/succinyldiaminopimelate aminotransferase	CP018014	sp_P18335_ARGD_ECOLI	2447764	2448188	2441175	2442404	cluster-1	t3pks-t1pks	2426607-2484837	5360	Mycobacterium avium subsp. hominissuis	Actinobacteria	0	-1.00	0	5186756	True	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP018014_2310523_2611704/index.html
Aminodeoxychorismate synthase component 1	MEIA01000001	sp_P05041_PABB_ECOLI	110532	110954	114773	116869	cluster-1	t1pks	1-130524	3819	Couchioplanes caeruleus subsp. caeruleus	Actinobacteria	0	-1.00	1	130524	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MEIA01000001/index.html
1,4-dihydroxy-2-naphthoyl-CoA synthase	PKFQ01000001	sp_P0ABU0_MENB_ECOLI	6048721	6049147	6058491	6059282	cluster-3	thiopeptide-t2pks-t1pks-linaridin	5940180-6113416	9344	Streptomyces cinnamoneus	Actinobacteria	0	-1.00	0	6463510	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/PKFQ01000001_5810192_6203580/index.html
3-oxoacyl-[acyl-carrier-protein] reductase FabG	DDUX01000020	sp_P0AEK2_FABG_ECOLI	35677	36079	34473	35213	cluster-1	t1pks	1-41656	464	Candidatus Accumulibacter phosphatis (bioreactor sludge metagenome)	Proteobacteria	0	-1.00	1	66881	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/DDUX01000020/index.html
Acetylornithine/succinyldiaminopimelate aminotransferase	CP013392	sp_P18335_ARGD_ECOLI	584512	584920	581270	582580	cluster-3	terpene-t1pks-nrps	563830-660030	1932	Burkholderia lata	Proteobacteria	0	-1.00	2	1370749	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CP013392/index.html
Alanine racemase	MBQA01000170	sp_P0A6B4_ALR1_ECOLI	20600	21015	9896	10978	cluster-1	t1pks-nrps	1-71695	9622	Pseudoalteromonas sp. BMB	Proteobacteria	0	-1.00	0	98844	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MBQA01000170/index.html
Aminodeoxychorismate synthase component 1	KB897476	sp_P05041_PABB_ECOLI	10419	10839	7685	9781	cluster-1	t1pks	1-70273	638	Salinispora pacifica CNY331	Actinobacteria	0	-1.00	1	70273	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KB897476/index.html
UDP-3-O-acyl-N-acetylglucosamine deacetylase	CM004191	sp_P0A725_LPXC_ECOLI	769848	770273	777388	778356	cluster-1	t1pks	749844-797391	7115	Burkholderia territorii	Proteobacteria	0	-1.00	0	3380454	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CM004191_619850_921127/index.html
Transcriptional regulatory protein WalR	MRBZ01000042	sp_Q9RDT5_WALR_STAAU	33687	34134	24577	25320	cluster-1	t1pks-otherks	13684-57471	8367	Nostoc calcicola FACHB-389	Cyanobacteria	0	-1.00	0	57471	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MRBZ01000042/index.html
Aminodeoxychorismate synthase component 1	CP004350	sp_P05041_PABB_ECOLI	2891634	2892056	2887632	2889746	cluster-2	t1pks	2871532-2916433	1888	Corynebacterium casei LMG S-19264	Actinobacteria	0	-1.00	1	3113488	True	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP004350_2744865_3046130/index.html
Alanine racemase	AUXT01000163	sp_P0A6B4_ALR1_ECOLI	16718	17132	9958	11040	cluster-1	t1pks-nrps	1-55553	5678	Pseudoalteromonas luteoviolacea NCIMB 1942	Proteobacteria	0	-1.00	0	55553	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/AUXT01000163/index.html
Serine--tRNA ligase	BA000030	sp_P0A8L1_SYS_ECOLI	2793124	2793476	2795948	2797231	cluster-4	t1pks-butyrolactone-otherks	2746968-2811733	2472	Streptomyces avermitilis MA-4680 = NBRC 14893	Actinobacteria	0	-1.00	2	9025608	True	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/BA000030_2633292_3051504/index.html
Transcriptional regulatory protein WalR	BARF01000097	sp_Q9RDT5_WALR_STAAU	38220	38659	34013	34762	cluster-1	t1pks-otherks	17642-68878	3458	Streptomyces prunicolor NBRC 13075	Actinobacteria	0	-1.00	1	85815	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/BARF01000097/index.html
Transcriptional regulatory protein WalR	ADLW01000018	sp_Q9RDT5_WALR_STAAU	123542	123996	116275	116961	cluster-1	t1pks-otherks	103536-154975	6581	Dysgonomonas mossii DSM 22836	Bacteroidetes	0	-1.00	0	179789	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/ADLW01000018/index.html
2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase	BBXE01000017	sp_P17109_MEND_ECOLI	143411	143827	148540	150180	cluster-2	t1pks-nrps	107856-172249	4713	Herbidospora yilanensis	Actinobacteria	0	-1.00	1	336965	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/BBXE01000017/index.html
Transcriptional regulatory protein WalR	CP021744	sp_Q9RDT5_WALR_STAAU	6887622	6888013	6878240	6878893	cluster-5	t2pks-t1pks-transatpks-butyrolactone-nrps	6836744-7018056	8729	Streptomyces albireticuli	Actinobacteria	0	-1.00	0	8144417	True	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CP021744/index.html
Protein translocase subunit SecY	CP015772	sp_P0AGA2_SECY_ECOLI	1212180	1212603	1204264	1205601	cluster-1	t1pks-nrps	1191556-1242261	6579	Niabella ginsenosidivorans	Bacteroidetes	0	-1.00	0	5627734	True	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CP015772/index.html
Phospho-N-acetylmuramoyl-pentapeptide-transferase	AQUZ01000004	sp_P0A6W3_MRAY_ECOLI	47547	47942	44276	45361	cluster-1	t1pks-nrps	25785-77007	2186	Kribbella catacumbae DSM 19601	Actinobacteria	0	-1.00	1	295659	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/AQUZ01000004/index.html
Peptide deformylase	MSIF01000025	sp_P0A6K3_DEF_ECOLI	23528	23953	31083	32558	cluster-1	t1pks	3517-48709	7130	Actinophytocola xinjiangensis	Actinobacteria	0	-1.00	0	135298	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MSIF01000025/index.html
Transcriptional regulatory protein WalR	LUHJ01000014	sp_Q9RDT5_WALR_STAAU	71685	72134	62109	62852	cluster-1	t1pks-otherks	51680-104258	8833	Anabaena sp. 4-3	Cyanobacteria	0	-1.00	0	206377	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LUHJ01000014/index.html
Acetylornithine/succinyldiaminopimelate aminotransferase	LZLQ01000070	sp_P18335_ARGD_ECOLI	12031	12455	5359	6555	cluster-1	t3pks-t1pks	1-24075	5476	Mycobacterium asiaticum	Actinobacteria	0	-1.00	0	24075	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LZLQ01000070/index.html
DNA-directed RNA polymerase subunit alpha	CP025958	sp_P0A7Z4_RPOA_ECOLI	8160999	8161464	8153862	8154872	cluster-1	t1pks-otherks	8140989-8194664	6127	Gemmata obscuriglobus	Planctomycetes	0	-1.00	0	8998893	True	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CP025958/index.html
beta-lactamase	LGUI01000005	beta_lactamase	144455	144884	136798	137802	cluster-2	fused-t3pks-t1pks-siderophore	123814-259176	6653	Streptomyces eurocidicus	Actinobacteria	0	-1.00	0	582706	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LGUI01000005/index.html
Lon protease	NZ_PSNW01000009	sp_P0A9M0_LON_ECOLI	144789	145230	153975	156386	cluster-1	t1pks-otherks	119762-171235	8745	Solimonas fluminis	Proteobacteria	0	-1.00	0	235838	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NZ_PSNW01000009/index.html
UDP-3-O-acyl-N-acetylglucosamine deacetylase	BBJF01000005	sp_P0A725_LPXC_ECOLI	814704	815129	813785	814699	cluster-1	t1pks	794699-842417	5	Paraburkholderia ginsengisoli NBRC 100965	Proteobacteria	0	-1.00	1	851389	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/BBJF01000005/index.html
Transcriptional regulatory protein WalR	NZ_ABCS01000022	sp_Q9RDT5_WALR_STAAU	49220	49911	40681	41352	cluster-1	t1pks-otherks	29208-82144	7868	Plesiocystis pacifica SIR-1	Proteobacteria	0	-1.00	0	119562	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NZ_ABCS01000022/index.html
