							Rank1	Rank2			
FMHY01000002|EF-Tu|3201987|3202412|4371367|4372554|cluster-5|t1pks|3104293-3232273|1168955	LNBE01000002|EF-Tu|482284|482708|69696|70880|cluster-7|t1pks|462159-556553|411404	425	424	69.176471	51.392405	17.78406552	1148	5597			
CP026304|AdmT_ACC|949664|950102|7366570|7368267|cluster-1|t1pks|924360-975922|6416468	FNST01000002|AdmT_ACC|9690032|9690473|671040|672644|cluster-3|bacteriocin-lantipeptide-t1pks-otherks-nrps|9669337-9806305|9017388	438	441	69.178082	30.265487	38.91259547	1142	10796			
KB895850|AdmT_ACC|79633|79990|24191|25942|cluster-1|t2pks-lantipeptide-t1pks-nrps|1-80777|53691	LT607409|AdmT_ACC|5314891|5315316|3822796|3824505|cluster-1|t1pks|5294856-5478251|1490386	357	425	69.187675	70.154374	0.966698858	1141	3544.5			
CP012752|agnB2_Leu-tRNA-syn|8828507|8828923|3637233|3639773|cluster-3|t1pks|8808471-8929282|5188734	RBDX01000002|agnB2_Leu-tRNA-syn|19234|19661|71906|74743|cluster-1|t1pks|1-80356|52245	416	427	69.230769	43.617021	25.61374795	1138.5	6879			
CP002047|SalI_beta_proteasome|1931880|1932309|3009209|3010054|cluster-1|t1pks-nrps|1820637-1956768|1076900	JAFQ01000004|SalI_beta_proteasome|5705016|5705441|6346610|6347455|cluster-2|t1pks|5655611-5735458|641169	429	425	69.230769	44.839858	24.39091158	1138.5	6594			
CP025779|ArgK_OTCase|3545391|3545820|2874303|2875229|cluster-1|t1pks|3525355-3577918|670162	CP031455|ArgK_OTCase|2227018|2227444|7288095|7289096|cluster-1|terpene-blactam-t1pks-otherks-nrps|2117531-2290166|5060651	429	426	69.230769	41.558442	27.67232767	1138.5	7702			
CP025779|ArgK_OTCase|3545391|3545820|2874303|2875229|cluster-1|t1pks|3525355-3577918|670162	PKFQ01000001|ArgK_OTCase|5431888|5432314|5484776|5485777|cluster-1|t1pks-nrps|5384086-5490116|52462	429	426	69.230769	40.584416	28.64635365	1138.5	8152.5			
CP031320|EF-Tu|7684368|7684820|3459248|3460417|cluster-35|t1pks-nrps|7664333-7849629|4223951	CP031455|EF-Tu|2223422|2223847|2171438|2172562|cluster-1|terpene-blactam-t1pks-otherks-nrps|2117531-2290166|50860	452	425	69.247788	58.611825	10.63596242	1136	4839.5			
BA000030|seryl-tRNA_synthetase|1190565|1190991|2795948|2797231|cluster-2|t1pks|1117874-1222573|1604957	CM002271|seryl-tRNA_synthetase|110434|110846|6965125|6966402|cluster-1|butyrolactone-t1pks-nrps|2794-140797|6854279	426	412	69.248826	72.36534	3.116513287	1127	3252			
BA000030|seryl-tRNA_synthetase|1190565|1190991|2795948|2797231|cluster-2|t1pks|1117874-1222573|1604957	CP000820|seryl-tRNA_synthetase|4119614|4120041|6991286|6992578|cluster-2|t1pks|4081039-4151240|2871245	426	427	69.248826	65.105386	4.143439874	1127	3836.5			
CP002047|SalI_beta_proteasome|161243|161669|3009209|3010054|cluster-1|bacteriocin-t1pks-nrps|115407-214376|2847540	CP022161|SalI_beta_proteasome|9544709|9545135|2879589|2880443|cluster-1|t1pks|9523990-9571873|6664266	426	426	69.248826	53.380783	15.86804337	1127	5423			
CP002047|SalI_beta_proteasome|2097209|2097635|3009209|3010054|cluster-2|t1pks-otherks|2057881-2126587|911574	CP022161|SalI_beta_proteasome|10538248|10538667|2879589|2880443|cluster-3|t1pks|10519799-10591864|7657805	426	419	69.248826	53.380783	15.86804337	1127	5423			
CP002047|SalI_beta_proteasome|9918315|9918741|3009209|3010054|cluster-2|t1pks|9898279-10029213|6908261	JAFQ01000004|SalI_beta_proteasome|1905894|1906318|6346610|6347455|cluster-1|t1pks-butyrolactone|1881437-1929161|4440292	426	424	69.248826	44.839858	24.40896864	1127	6594			
CP016077|SalI_beta_proteasome|3874535|3874961|4464426|4465223|cluster-1|t1pks-nrps|3698479-3904089|589465	CP022161|SalI_beta_proteasome|10538248|10538667|2879589|2880443|cluster-3|t1pks|10519799-10591864|7657805	426	419	69.248826	51.320755	17.92807157	1127	5625.5			
CP022161|SalI_beta_proteasome|8980791|8981217|2879589|2880443|cluster-1|t1pks|8960130-9008487|6100348	CP022521|SalI_beta_proteasome|3642804|3643227|3942971|3943765|cluster-2|t1pks|3593783-3675639|299744	426	423	69.248826	47.183099	22.0657277	1127	5997.5			
CP010519|ArgK_OTCase|1237676|1238102|1178307|1179320|cluster-4|t1pks|1174261-1276844|58356	CP025779|ArgK_OTCase|3545391|3545820|2874303|2875229|cluster-1|t1pks|3525355-3577918|670162	426	429	69.248826	37.68546	31.56336635	1127	9544			
CP031455|ArgK_OTCase|7224260|7224686|7288095|7289096|cluster-1|t1pks-nrps|7073561-7292064|63409	CP031455|ArgK_OTCase|8326381|8326801|7288095|7289096|cluster-3|t1pks|8306343-8420601|1037285	426	420	69.248826	100	30.75117371	1127	396			
CP006567|EF-Tu|1507190|1507616|5363640|5364833|cluster-2|t1pks|1392961-1533497|3856024	CP031320|EF-Tu|3382246|3382672|3459248|3460417|cluster-5|t1pks-nrps|3349073-3462292|76576	426	426	69.248826	58.438287	10.81053914	1127	4957.5			
CP006567|EF-Tu|1507190|1507616|5363640|5364833|cluster-2|t1pks|1392961-1533497|3856024	CP031320|EF-Tu|7400418|7400843|3459248|3460417|cluster-33|lantipeptide-t1pks-nrps|7321714-7428166|3940001	426	425	69.248826	58.438287	10.81053914	1127	4957.5			
CP006567|EF-Tu|5416284|5416710|5363640|5364833|cluster-1|t1pks-nrps|5358078-5478116|51451	QXCZ01000001|EF-Tu|2555365|2555796|7860840|7862030|cluster-6|nrps-t1pks-siderophore|2400799-2586595|5305044	426	431	69.248826	62.216625	7.032201606	1127	4092.5			
CP017248|EF-Tu|1782800|1783226|8087816|8088997|cluster-1|t1pks|1664991-1809280|6304590	QTUG01000001|EF-Tu|2338168|2338590|8557884|8559056|cluster-1|t1pks-siderophore|2305764-2375303|6219294	426	422	69.248826	91.348601	22.09977422	1127	1119			
CP031320|EF-Tu|3382246|3382672|3459248|3460417|cluster-5|t1pks-nrps|3349073-3462292|76576	QXCZ01000001|EF-Tu|3661339|3661764|7860840|7862030|cluster-1|nrps-t1pks-aminocoumarin|3606936-3703596|4199076	426	425	69.248826	84.318766	15.06993978	1127	2076			
CP031320|EF-Tu|6736216|6736642|3459248|3460417|cluster-1|t1pks|6716182-6765781|3275799	CP031320|EF-Tu|6927598|6928025|3459248|3460417|cluster-3|t1pks-ectoine|6897233-6967677|3467181	426	427	69.248826	100	30.75117371	1127	396			
FMHY01000002|EF-Tu|3005245|3005671|4371367|4372554|cluster-3|t1pks-nrps|2903211-3036326|1365696	QXCZ01000001|EF-Tu|3661339|3661764|7860840|7862030|cluster-1|nrps-t1pks-aminocoumarin|3606936-3703596|4199076	426	425	69.248826	71.139241	1.890414215	1127	3414			
CP011799|Ind0_Trp-tRNA-syn|4987746|4988172|3259495|3260508|cluster-2|cyanobactin-t1pks-nrps|4967711-5031034|1727238	CP011799|Ind0_Trp-tRNA-syn|7877996|7878419|3259495|3260508|cluster-1|t1pks|7857960-7922466|4617488	426	423	69.248826	100	30.75117371	1127	396			
CP019572|borI_Thr-tRNA-syn|3661782|3662117|2512025|2514136|cluster-3|t1pks-nrps|3641782-3705676|1147646	CP024894|borI_Thr-tRNA-syn|6506539|6506965|4645678|4647714|cluster-1|t1pks-butyrolactone|6479630-6594096|1858825	335	426	69.253731	69.274538	0.020806352	1118	3622.5			
CP005929|seryl-tRNA_synthetase|2646222|2646645|2500318|2501583|cluster-3|t1pks-nrps|2626187-2878271|144639	LN831790|seryl-tRNA_synthetase|7376012|7376441|347431|348708|cluster-3|t1pks|7355977-7439461|7027304	423	429	69.267139	33.729216	35.53792333	1110	10521.5			
CSTD01000001|mupM_Ile-tRNA-syn|1269606|1270029|1356957|1360097|cluster-2|t1pks-nrps|1215112-1298620|86928	LZSG01000070|mupM_Ile-tRNA-syn|195445|195869|36608|39739|cluster-2|t3pks-t1pks|174161-199182|155706	423	424	69.267139	85.468451	16.20131176	1110	1837.5			
CSTD01000001|mupM_Ile-tRNA-syn|1269606|1270029|1356957|1360097|cluster-2|t1pks-nrps|1215112-1298620|86928	MVIK01000003|mupM_Ile-tRNA-syn|150688|151113|16327|19473|cluster-2|t3pks-t1pks|129511-154834|131215	423	425	69.267139	86.998088	17.73094847	1110	1565.5			
RBXO01000001|mupM_Ile-tRNA-syn|3463644|3464067|3514331|3517462|cluster-3|terpene-t1pks|3299093-3514955|50264	RBXO01000001|mupM_Ile-tRNA-syn|3585546|3585968|3514331|3517462|cluster-5|t1pks|3565511-3630663|68084	423	422	69.267139	100	30.73286052	1110	396			
CP000854|ArgK_OTCase|3764867|3765290|2987852|2988778|cluster-3|t1pks-nrps|3727926-3801318|776089	PKFQ01000001|ArgK_OTCase|5431888|5432314|5484776|5485777|cluster-1|t1pks-nrps|5384086-5490116|52462	423	426	69.267139	40.25974	29.00739922	1110	8366			
CP025546|ArgK_OTCase|2859103|2859526|3061812|3062738|cluster-1|t1pks-nrps|2812635-2887751|202286	MWKW01000001|ArgK_OTCase|6120622|6121045|6282028|6282954|cluster-2|t1pks-nrps|6073066-6146904|160983	423	423	69.267139	83.766234	14.49909429	1110	2246			
CP006567|EF-Tu|3586250|3586673|5363640|5364833|cluster-2|t1pks|3552141-3615516|1776967	CP017248|EF-Tu|1089124|1089549|8087816|8088997|cluster-1|t1pks|1004747-1121219|6998267	423	425	69.267139	60.453401	8.813738976	1110	4503.5			
CP006567|EF-Tu|3586250|3586673|5363640|5364833|cluster-2|t1pks|3552141-3615516|1776967	CP031320|EF-Tu|7684368|7684820|3459248|3460417|cluster-35|t1pks-nrps|7664333-7849629|4223951	423	452	69.267139	58.438287	10.82885233	1110	4957.5			
FMHY01000002|EF-Tu|4513596|4514019|4371367|4372554|cluster-6|lantipeptide-t1pks-otherks|4481996-4602692|141042	QXCZ01000001|EF-Tu|2555365|2555796|7860840|7862030|cluster-6|nrps-t1pks-siderophore|2400799-2586595|5305044	423	431	69.267139	71.139241	1.872101026	1110	3414			
FMHY01000002|EF-Tu|4513596|4514019|4371367|4372554|cluster-6|lantipeptide-t1pks-otherks|4481996-4602692|141042	QYCY01000001|EF-Tu|863169|863584|5422987|5424180|cluster-2|t1pks-nucleoside-nrps|659027-901309|4559403	423	415	69.267139	64.556962	4.710177455	1110	3851.5			
CP011799|Ind0_Trp-tRNA-syn|1481474|1481897|3259495|3260508|cluster-1|t1pks|1460015-1508315|1777598	CP011799|Ind0_Trp-tRNA-syn|6013641|6014067|3259495|3260508|cluster-1|nrps-t1pks-nucleoside-aminocoumarin|5986244-6064904|2753133	423	426	69.267139	100	30.73286052	1110	396			
CP011799|Ind0_Trp-tRNA-syn|1481474|1481897|3259495|3260508|cluster-1|t1pks|1460015-1508315|1777598	CP011799|Ind0_Trp-tRNA-syn|8535808|8536219|3259495|3260508|cluster-2|t1pks-nrps|8459311-8581721|5275300	423	411	69.267139	100	30.73286052	1110	396			
CP011799|Ind0_Trp-tRNA-syn|1481474|1481897|3259495|3260508|cluster-1|t1pks|1460015-1508315|1777598	NKRC01000001|Ind0_Trp-tRNA-syn|5789908|5790342|4160020|4161051|cluster-2|t3pks-t1pks|5768721-5826875|1628857	423	434	69.267139	59.643917	9.623222566	1110	4648			
CP011799|Ind0_Trp-tRNA-syn|3325111|3325534|3259495|3260508|cluster-2|terpene-t1pks|3304813-3396394|64603	NKRC01000001|Ind0_Trp-tRNA-syn|5789908|5790342|4160020|4161051|cluster-2|t3pks-t1pks|5768721-5826875|1628857	423	434	69.267139	59.643917	9.623222566	1110	4648			
CP011799|Ind0_Trp-tRNA-syn|4025970|4026393|3259495|3260508|cluster-1|t1pks|4005935-4129789|765462	CP011799|Ind0_Trp-tRNA-syn|6013641|6014067|3259495|3260508|cluster-1|nrps-t1pks-nucleoside-aminocoumarin|5986244-6064904|2753133	423	426	69.267139	100	30.73286052	1110	396			
CP000854|SalI_beta_proteasome|3651548|3651978|3736030|3736899|cluster-2|t1pks|3629476-3682039|84052	CP022161|SalI_beta_proteasome|10538248|10538667|2879589|2880443|cluster-3|t1pks|10519799-10591864|7657805	430	419	69.302326	43.598616	25.70370966	1101.5	6891.5			
BBOM01000011|EF-Tu|467821|468251|519094|520269|cluster-2|t1pks|409298-532985|50843	CP006567|EF-Tu|120115|120542|5363640|5364833|cluster-1|t3pks-t1pks-nrps|38640-150103|5243098	430	427	69.302326	61.636829	7.665496937	1101.5	4254			
DD369588|ArgK_OTCase|2936662|2937079|4403520|4404449|cluster-6|t1pks|2916662-2958914|1466441	MVIK01000003|ArgK_OTCase|2831|3254|145368|146294|cluster-1|t1pks-nrps|1-31053|142114	417	423	69.304556	81.229773	11.92521711	1100	2785.5			
CM002273|seryl-tRNA_synthetase|453627|454054|6953156|6954433|cluster-2|t3pks-t1pks-nrps|397572-462386|6499102	CP010849|seryl-tRNA_synthetase|749451|749874|204424|205701|cluster-3|bacteriocin-transatpks-t1pks-nrps|729418-964528|543750	427	423	69.320843	83.058824	13.73798044	1096.5	2407.5			
CM002273|seryl-tRNA_synthetase|453627|454054|6953156|6954433|cluster-2|t3pks-t1pks-nrps|397572-462386|6499102	GV586860|seryl-tRNA_synthetase|549750|550176|2795949|2797232|cluster-3|t1pks|478846-587017|2245773	427	426	69.320843	72.705882	3.385039262	1096.5	3239			
CP000820|seryl-tRNA_synthetase|4119614|4120041|6991286|6992578|cluster-2|t1pks|4081039-4151240|2871245	LN831790|seryl-tRNA_synthetase|7376012|7376441|347431|348708|cluster-3|t1pks|7355977-7439461|7027304	427	429	69.320843	65.813953	3.506889603	1096.5	3798.5			
FMHW01000002|seryl-tRNA_synthetase|2831001|2831428|79056|80345|cluster-6|t1pks-nrps|2791423-2884217|2750656	GV586860|seryl-tRNA_synthetase|999175|999602|2795949|2797232|cluster-5|nrps-t1pks-otherks|958292-1062269|1796347	427	427	69.320843	35.664336	33.65650743	1096.5	10189			
LT721901|mupM_Ile-tRNA-syn|133140|133567|5155648|5158824|cluster-1|t1pks|113107-159361|5022081	LZHZ01000067|mupM_Ile-tRNA-syn|33227|33638|108341|111451|cluster-1|t1pks-nrps|13225-66295|74703	427	411	69.320843	81.663516	12.34267298	1096.5	2729.5			
CP010519|ArgK_OTCase|978180|978607|1178307|1179320|cluster-2|t1pks-otherks|843887-1009285|199700	PKFQ01000001|ArgK_OTCase|868041|868465|5484776|5485777|cluster-5|lantipeptide-t1pks-nrps|727849-1025295|4616311	427	424	69.320843	78.635015	9.314171745	1096.5	3077.5			
CP022161|SalI_beta_proteasome|10941611|10941950|2879589|2880443|cluster-5|t1pks|10940804-10981766|8061168	CP022161|SalI_beta_proteasome|5090508|5090934|2879589|2880443|cluster-1|t1pks|5041116-5136008|2210065	339	426	69.321534	100	30.67846608	1093	396			
QVIG01000001|agnB2_Leu-tRNA-syn|1682320|1682744|4301933|4304827|cluster-1|t1pks|1650783-1713248|2619189	RBDX01000002|agnB2_Leu-tRNA-syn|19234|19661|71906|74743|cluster-1|t1pks|1-80356|52245	424	427	69.339623	73.236515	3.896891881	1090.5	3225			
CP000854|mupM_Ile-tRNA-syn|4685759|4686183|2843147|2846347|cluster-3|otherks-t1pks-nrps|4639984-4740494|1839412	CP011883|mupM_Ile-tRNA-syn|2692697|2693122|2811447|2814602|cluster-2|t3pks-t1pks|2665038-2720101|118325	424	425	69.339623	87.711069	18.37144678	1090.5	1462.5			
LT968775|mupM_Ile-tRNA-syn|1573604|1574028|1727494|1730658|cluster-3|t3pks-t1pks|1543021-1601076|153466	RBXO01000001|mupM_Ile-tRNA-syn|5826704|5827123|3514331|3517462|cluster-2|t1pks-otherks|5804436-5886486|2309242	424	419	69.339623	40.037951	29.30167198	1090.5	8450.5			
CP000854|ArgK_OTCase|122935|123359|2987852|2988778|cluster-1|t1pks-nrps|68976-149469|2864493	CP031455|ArgK_OTCase|7224260|7224686|7288095|7289096|cluster-1|t1pks-nrps|7073561-7292064|63409	424	426	69.339623	41.233766	28.10585641	1090.5	7856.5			
FUEZ01000004|mupM_Ile-tRNA-syn|2988384|2988805|3818459|3821608|cluster-3|t1pks|2966314-3018811|829654	RBXO01000001|mupM_Ile-tRNA-syn|5826704|5827123|3514331|3517462|cluster-2|t1pks-otherks|5804436-5886486|2309242	421	419	69.35867	39.942803	29.41586716	1087.5	8492.5			
CSTD01000001|ArgK_OTCase|1364568|1364989|1130093|1131016|cluster-3|t1pks-nrps|1344560-1399261|233552	LDPT01000003|ArgK_OTCase|73747|74169|207953|208888|cluster-1|t1pks-nrps|53739-118474|133784	421	422	69.35867	87.296417	17.9377471	1087.5	1513			
CP002047|SalI_beta_proteasome|2722473|2722881|3009209|3010054|cluster-3|t1pks|2625076-2747000|286328	CP016077|SalI_beta_proteasome|3874535|3874961|4464426|4465223|cluster-1|t1pks-nrps|3698479-3904089|589465	408	426	69.362745	45.551601	23.81114367	1085.5	6285			
CP002047|SalI_beta_proteasome|2722473|2722881|3009209|3010054|cluster-3|t1pks|2625076-2747000|286328	CP022521|SalI_beta_proteasome|3642804|3643227|3942971|3943765|cluster-2|t1pks|3593783-3675639|299744	408	423	69.362745	45.551601	23.81114367	1085.5	6285			
CP002047|SalI_beta_proteasome|1067749|1068144|3009209|3010054|cluster-5|transatpks-t1pks-nrps|766606-1101234|1941065	CP002047|SalI_beta_proteasome|161243|161669|3009209|3010054|cluster-1|bacteriocin-t1pks-nrps|115407-214376|2847540	395	426	69.367089	100	30.63291139	1083.5	396			
CP002047|SalI_beta_proteasome|1067749|1068144|3009209|3010054|cluster-5|transatpks-t1pks-nrps|766606-1101234|1941065	CP016077|SalI_beta_proteasome|3874535|3874961|4464426|4465223|cluster-1|t1pks-nrps|3698479-3904089|589465	395	426	69.367089	45.551601	23.81548718	1083.5	6285			
CP017599|seryl-tRNA_synthetase|8042478|8042916|3678480|3679763|cluster-2|t1pks|8021865-8069631|4362715	CP017599|seryl-tRNA_synthetase|9448257|9448688|3678480|3679763|cluster-2|t1pks-nrps|9426922-9476365|5768494	438	431	69.406393	100	30.59360731	1082	396			
CP012673|AdmT_ACC|6992532|6992957|9758865|9759722|cluster-4|transatpks-t1pks-nrps|6843495-7020262|2765908	FNST01000002|AdmT_ACC|1843166|1843592|671040|672644|cluster-1|t1pks|1823132-2004693|1170522	425	426	69.411765	28.77193	40.63983488	1071.5	10895			
CP026304|AdmT_ACC|6927042|6927467|7366570|7368267|cluster-3|t1pks|6886644-6956723|439103	RBXO01000001|AdmT_ACC|3485712|3486135|3565480|3567510|cluster-3|terpene-t1pks|3299093-3514955|79345	425	423	69.411765	21.769912	47.6418532	1071.5	11172.5			
CM002271|seryl-tRNA_synthetase|420446|420871|59637|60914|cluster-2|t3pks-t1pks-nrps|366365-471413|359532	CP000820|seryl-tRNA_synthetase|4119614|4120041|6991286|6992578|cluster-2|t1pks|4081039-4151240|2871245	425	427	69.411765	64	5.411764706	1071.5	3933.5			
CP005929|seryl-tRNA_synthetase|6568237|6568662|2500318|2501583|cluster-3|aminocoumarin-t1pks-nucleoside-nrps|6547246-6642234|4066654	CP010849|seryl-tRNA_synthetase|749451|749874|204424|205701|cluster-3|bacteriocin-transatpks-t1pks-nrps|729418-964528|543750	425	423	69.411765	33.729216	35.68254855	1071.5	10521.5			
CP005929|seryl-tRNA_synthetase|6568237|6568662|2500318|2501583|cluster-3|aminocoumarin-t1pks-nucleoside-nrps|6547246-6642234|4066654	LN831790|seryl-tRNA_synthetase|7376012|7376441|347431|348708|cluster-3|t1pks|7355977-7439461|7027304	425	429	69.411765	33.729216	35.68254855	1071.5	10521.5			
CP010849|seryl-tRNA_synthetase|7718217|7718642|204424|205701|cluster-9|t3pks-fused-bacteriocin-t1pks-nrps|7679429-7762396|7512516	PHUB01000003|seryl-tRNA_synthetase|239775|240195|180902|182179|cluster-1|butyrolactone-melanin-t2pks-t1pks-nrps|38469-357801|57596	425	420	69.411765	59.294118	10.11764706	1071.5	4728			
CP016279|seryl-tRNA_synthetase|3599509|3599934|2652840|2654117|cluster-2|t1pks-nrps|3577665-3670783|945392	QXCZ01000001|seryl-tRNA_synthetase|3186798|3187223|2245377|2246654|cluster-1|t1pks|3166763-3295307|940144	425	425	69.411765	96.470588	27.05882353	1071.5	888			
AP018164|mupM_Ile-tRNA-syn|2478844|2479269|2340997|2344158|cluster-2|t3pks-t1pks|2457648-2515856|134686	RBXO01000001|mupM_Ile-tRNA-syn|2606010|2606436|3514331|3517462|cluster-4|t1pks|2556501-2632238|907895	425	426	69.411765	39.126306	30.28545891	1071.5	8914.5			
CP006567|EF-Tu|12480648|12481073|5363640|5364833|cluster-3|t1pks|12463328-12536525|7115815	CP017248|EF-Tu|6344554|6344980|8087816|8088997|cluster-2|melanin-aminocoumarin-t1pks-nrps|6254741-6388081|1742836	425	426	69.411765	60.453401	8.958364202	1071.5	4503.5			
CP006567|EF-Tu|12480648|12481073|5363640|5364833|cluster-3|t1pks|12463328-12536525|7115815	CP031320|EF-Tu|7684368|7684820|3459248|3460417|cluster-35|t1pks-nrps|7664333-7849629|4223951	425	452	69.411765	58.438287	10.97347755	1071.5	4957.5			
CP006567|EF-Tu|12480648|12481073|5363640|5364833|cluster-3|t1pks|12463328-12536525|7115815	KZ679048|EF-Tu|9301|9725|379769|380962|cluster-1|t1pks|1-75061|370044	425	424	69.411765	87.153652	17.74188769	1071.5	1532			
CP006567|EF-Tu|12480648|12481073|5363640|5364833|cluster-3|t1pks|12463328-12536525|7115815	QXCZ01000001|EF-Tu|227531|227961|7860840|7862030|cluster-2|bacteriocin-lantipeptide-t1pks|173858-273886|7632879	425	430	69.411765	62.216625	7.195140021	1071.5	4092.5			
CP006567|EF-Tu|7690930|7691355|5363640|5364833|cluster-3|t1pks|7670787-7852915|2326097	CP031320|EF-Tu|7400418|7400843|3459248|3460417|cluster-33|lantipeptide-t1pks-nrps|7321714-7428166|3940001	425	425	69.411765	58.438287	10.97347755	1071.5	4957.5			
CP006567|EF-Tu|7690930|7691355|5363640|5364833|cluster-3|t1pks|7670787-7852915|2326097	NPKF01000001|EF-Tu|1214478|1214904|7571851|7573020|cluster-1|t1pks|1136870-1247427|6356947	425	426	69.411765	61.712846	7.698918358	1071.5	4217			
CP006567|EF-Tu|7690930|7691355|5363640|5364833|cluster-3|t1pks|7670787-7852915|2326097	QXCZ01000001|EF-Tu|227531|227961|7860840|7862030|cluster-2|bacteriocin-lantipeptide-t1pks|173858-273886|7632879	425	430	69.411765	62.216625	7.195140021	1071.5	4092.5			
CP017248|EF-Tu|1089124|1089549|8087816|8088997|cluster-1|t1pks|1004747-1121219|6998267	CP017248|EF-Tu|1782800|1783226|8087816|8088997|cluster-1|t1pks|1664991-1809280|6304590	425	426	69.411765	100	30.58823529	1071.5	396			
CP031320|EF-Tu|7400418|7400843|3459248|3460417|cluster-33|lantipeptide-t1pks-nrps|7321714-7428166|3940001	CP031320|EF-Tu|987403|987827|3459248|3460417|cluster-4|t1pks|966775-1014631|2471421	425	424	69.411765	100	30.58823529	1071.5	396			
CP005929|Ind0_Trp-tRNA-syn|3567610|3568035|8522764|8523789|cluster-2|butyrolactone-t1pks-nucleoside-nrps|3362307-3664659|4954729	CP011799|Ind0_Trp-tRNA-syn|3325111|3325534|3259495|3260508|cluster-2|terpene-t1pks|3304813-3396394|64603	425	423	69.411765	71.554252	2.142487494	1071.5	3321			
CP005929|Ind0_Trp-tRNA-syn|3567610|3568035|8522764|8523789|cluster-2|butyrolactone-t1pks-nucleoside-nrps|3362307-3664659|4954729	CP011799|Ind0_Trp-tRNA-syn|7877996|7878419|3259495|3260508|cluster-1|t1pks|7857960-7922466|4617488	425	423	69.411765	71.554252	2.142487494	1071.5	3321			
CP017248|GriR_DnaN|1685026|1685451|120498|121538|cluster-1|t1pks|1664991-1809280|1563488	CP017248|GriR_DnaN|175692|176114|120498|121538|cluster-1|t1pks-terpene|106837-218054|54154	425	422	69.411765	100	30.58823529	1071.5	396			
CM002271|seryl-tRNA_synthetase|110434|110846|6965125|6966402|cluster-1|butyrolactone-t1pks-nrps|2794-140797|6854279	CP006259|seryl-tRNA_synthetase|4569462|4569885|6445005|6446282|cluster-1|t1pks-nrps|4541482-4597772|1875120	412	423	69.417476	71.058824	1.641347801	1061	3447.5			
CP008977|ArgK_OTCase|694145|694567|1249786|1250709|cluster-2|t1pks-nrps|674137-737627|555219	MVIK01000003|ArgK_OTCase|2831|3254|145368|146294|cluster-1|t1pks-nrps|1-31053|142114	422	423	69.43128	88.925081	19.49380181	1057.5	1349			
DD369588|ArgK_OTCase|1125643|1126065|4403520|4404449|cluster-3|t1pks-nrps|1034607-1151902|3277455	MVIK01000003|ArgK_OTCase|2831|3254|145368|146294|cluster-1|t1pks-nrps|1-31053|142114	422	423	69.43128	81.229773	11.79849384	1057.5	2785.5			
LDPT01000003|ArgK_OTCase|73747|74169|207953|208888|cluster-1|t1pks-nrps|53739-118474|133784	MVIK01000003|ArgK_OTCase|2831|3254|145368|146294|cluster-1|t1pks-nrps|1-31053|142114	422	423	69.43128	85.530547	16.099267	1057.5	1834			
CP006567|EF-Tu|9638468|9638890|5363640|5364833|cluster-1|t1pks|9618433-9752874|4273635	FMHY01000002|EF-Tu|3201987|3202412|4371367|4372554|cluster-5|t1pks|3104293-3232273|1168955	422	425	69.43128	64.231738	5.199541586	1057.5	3887			
CP006567|EF-Tu|9638468|9638890|5363640|5364833|cluster-1|t1pks|9618433-9752874|4273635	QXCZ01000001|EF-Tu|3260912|3261328|7860840|7862030|cluster-1|t1pks|3166763-3295307|4599512	422	416	69.43128	62.216625	7.214654936	1057.5	4092.5			
CP006567|EF-Tu|9638468|9638890|5363640|5364833|cluster-1|t1pks|9618433-9752874|4273635	QXCZ01000001|EF-Tu|3661339|3661764|7860840|7862030|cluster-1|nrps-t1pks-aminocoumarin|3606936-3703596|4199076	422	425	69.43128	62.216625	7.214654936	1057.5	4092.5			
CP025779|ArgK_OTCase|3545391|3545820|2874303|2875229|cluster-1|t1pks|3525355-3577918|670162	CP031455|ArgK_OTCase|7224260|7224686|7288095|7289096|cluster-1|t1pks-nrps|7073561-7292064|63409	429	426	69.463869	41.558442	27.90542791	1053.5	7702			
CP025779|ArgK_OTCase|3545391|3545820|2874303|2875229|cluster-1|t1pks|3525355-3577918|670162	PKFQ01000001|ArgK_OTCase|1258706|1259131|5484776|5485777|cluster-1|t3pks-t1pks|1207877-1284647|4225645	429	425	69.463869	40.584416	28.87945388	1053.5	8152.5			
CP012673|AdmT_ACC|8919080|8919506|9758865|9759722|cluster-3|t1pks|8842875-8952327|839359	LT607409|AdmT_ACC|5314891|5315316|3822796|3824505|cluster-1|t1pks|5294856-5478251|1490386	426	425	69.483568	38.245614	31.23795404	1045.5	9296			
QMEY01000002|AdmT_ACC|455520|455946|310895|312583|cluster-5|phenazine-t1pks-nrps|434989-580664|142937	RBXO01000001|AdmT_ACC|3485712|3486135|3565480|3567510|cluster-3|terpene-t1pks|3299093-3514955|79345	426	423	69.483568	26.33452	43.1490485	1045.5	11073.5			
BA000030|seryl-tRNA_synthetase|1190565|1190991|2795948|2797231|cluster-2|t1pks|1117874-1222573|1604957	CP016279|seryl-tRNA_synthetase|3599509|3599934|2652840|2654117|cluster-2|t1pks-nrps|3577665-3670783|945392	426	425	69.483568	81.264637	11.78106893	1045.5	2778.5			
CP022161|SalI_beta_proteasome|8980791|8981217|2879589|2880443|cluster-1|t1pks|8960130-9008487|6100348	CP022161|SalI_beta_proteasome|9544709|9545135|2879589|2880443|cluster-1|t1pks|9523990-9571873|6664266	426	426	69.483568	100	30.51643192	1045.5	396			
