target_name	gbid	score_final	antismashfile	cluster_num	cluster_type	homologs	homologs_list	pident_list	redundant	redundant_list	ks_start	ks_end	gene_name	target_start	target_end	cluster_coord	species	phyla	d	score_distance	count	score_target_frequency	score	score_coevolution	copynum	complete	score_copy	score_homologs	positive	pos_homolog	pos_redundant
Isoleucyl tRNA synthetase	QAYH01000008	35	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/QAYH01000008/index.html	cluster-2	t1pks	2	"[u'CP019882', u'LN929908']"	"[86.761229, 86.363636]"	4	"[u'JALN02000001', u'NOZR01000005', u'PDHO01000010']"	101911	102332	90363	93596	C8K54_10881	81903-128184	Mycobacterium sp. YR782	Actinobacteria	8315	10	48	0	14.18584027	10	1	FALSE	5	10	FALSE	FALSE	FALSE
Isoleucyl tRNA synthetase	JALN02000001	35	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JALN02000001_0_283457/index.html	cluster-1	t1pks	2	"[u'CP019882', u'LN929908']"	"[86.761229, 85.273159]"	4	"[u'NOZR01000005', u'PDHO01000010', u'QAYH01000008']"	127199	127620	115655	118798	ctg1_118	107191-153478	Mycolicibacterium aromaticivorans JS19b1 = JCM 16368	Actinobacteria	8401	10	48	0	13.49888515	10	1	FALSE	5	10	FALSE	FALSE	FALSE
Isoleucyl tRNA synthetase	LT721901	35	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LT721901_4855155_5315089/index.html	cluster-2	t1pks-nrps	0	[]	[]	2	[u'FUEZ01000004']	5163770	5164192	5155648	5158824	ctg1_223	5141696-5218957	Mycobacterium sp. AB57	Actinobacteria	4946	20	48	0	16.10706237	10	1	FALSE	5	0	FALSE	FALSE	FALSE
Isoleucyl tRNA synthetase	LN929908	35	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LN929908_2377122_2678393/index.html	cluster-1	t1pks	5	"[u'CP019882', u'JALN02000001', u'NOZR01000005', u'PDHO01000010', u'QAYH01000008']"	"[84.160757, 85.273159, 86.124402, 85.645933, 86.363636]"	1	[]	2522124	2522542	2510595	2513711	ctg1_131	2502124-2548375	Mycobacterium sp. M26	Actinobacteria	8413	10	48	0	14.26590189	10	1	FALSE	5	10	FALSE	FALSE	FALSE
Isoleucyl tRNA synthetase	LZIR01000070	35	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LZIR01000070/index.html	cluster-1	t1pks-nrps	0	[]	[]	11	"[u'CSTD01000001', u'LQPJ01000002', u'LQPL01000015', u'LQPO01000034', u'LZIC01000115', u'LZKL01000111', u'LZKR01000030', u'LZKT01000050', u'LZSE01000009', u'MVHR01000021']"	28649	29070	21745	24882	A5764_06490	8641-66042	Mycobacterium sp. 852002-51057_SCH5723018	Actinobacteria	3767	20	48	0	14.12630883	10	1	FALSE	5	0	FALSE	FALSE	FALSE
Isoleucyl tRNA synthetase	PKEK01000063	35	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/PKEK01000063/index.html	cluster-1	t1pks	0	[]	[]	2	[u'LZLV01000047']	77597	78019	70059	73175	ctg1_62	57561-100128	Mycobacterium sp. (marine metagenome)	Actinobacteria	4422	20	48	0	14.14759417	10	1	FALSE	5	0	FALSE	FALSE	FALSE
Isoleucyl tRNA synthetase	PLAR01000082	35	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/PLAR01000082/index.html	cluster-1	t1pks	0	[]	[]	2	[u'PLAJ01000073']	23821	24244	28414	31539	ctg1_21	3812-32814	Mycobacterium sp. (peat metagenome)	Actinobacteria	4170	20	48	0	15.05128727	10	1	FALSE	5	0	FALSE	FALSE	FALSE
Isoleucyl tRNA synthetase	LQPF01000043	35	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LQPF01000043/index.html	cluster-1	t1pks-nrps	2	"[u'LQPW01000167', u'NCXP01000025']"	"[82.783019, 85.141509]"	1	[]	14565	14989	4103	7264	AWC15_16960	1-23746	Mycobacterium lacus	Actinobacteria	7301	10	48	0	14.94662362	10	1	FALSE	5	10	FALSE	FALSE	FALSE
Isoleucyl tRNA synthetase	MVHR01000021	35	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MVHR01000021/index.html	cluster-1	t1pks	0	[]	[]	11	"[u'CSTD01000001', u'LQPJ01000002', u'LQPL01000015', u'LQPO01000034', u'LZIC01000115', u'LZIR01000070', u'LZKL01000111', u'LZKR01000030', u'LZKT01000050', u'LZSE01000009']"	76597	77018	69261	72401	BST25_15155	56589-89598	Mycobacterium heidelbergense	Actinobacteria	4196	20	48	0	13.03551091	10	1	FALSE	5	0	FALSE	FALSE	FALSE
Isoleucyl tRNA synthetase	LZKT01000050	35	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LZKT01000050/index.html	cluster-1	t1pks-nrps	0	[]	[]	11	"[u'CSTD01000001', u'LQPJ01000002', u'LQPL01000015', u'LQPO01000034', u'LZIC01000115', u'LZIR01000070', u'LZKL01000111', u'LZKR01000030', u'LZSE01000009', u'MVHR01000021']"	58903	59324	51391	54528	A5660_21285	38895-96510	Mycobacterium alsense	Actinobacteria	4375	20	48	0	14.31609861	10	1	FALSE	5	0	FALSE	FALSE	FALSE
Isoleucyl tRNA synthetase	LQPQ01000178	35	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LQPQ01000178/index.html	cluster-1	t1pks-nrps	9	"[u'HG964936', u'LZKQ01000051', u'LZKS01000106', u'LZLF01000227', u'LZLM01000005', u'LZLS01000103', u'LZMH01000031', u'MAEM01000259', u'NCXP01000025']"	"[85.377358, 87.350835, 85.680191, 84.24821, 85.680191, 85.918854, 85.680191, 85.202864, 80.668258]"	1	[]	23670	24089	14967	18122	AWC22_27290	3670-68828	Mycobacterium riyadhense	Actinobacteria	5548	10	48	0	13.31790423	10	1	FALSE	5	10	FALSE	FALSE	FALSE
Isoleucyl tRNA synthetase	HG964936	35	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/HG964936_1935836_2235526/index.html	cluster-1	t1pks-nrps	5	"[u'LQPQ01000178', u'LZLF01000227', u'LZLS01000103', u'MAEM01000259', u'NCXP01000025']"	"[85.377358, 81.839623, 84.433962, 84.198113, 81.132075]"	5	"[u'LZKQ01000051', u'LZKS01000106', u'LZLM01000005', u'LZMH01000031']"	2080885	2081309	2090295	2093447	ctg1_126	2044075-2107131	Mycobacterium asiaticum DSM 44297	Actinobacteria	8986	10	48	0	13.79518575	10	1	FALSE	5	10	FALSE	FALSE	FALSE
Isoleucyl tRNA synthetase	LQPJ01000002	35	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LQPJ01000002/index.html	cluster-1	t1pks	0	[]	[]	11	"[u'CSTD01000001', u'LQPL01000015', u'LQPO01000034', u'LZIC01000115', u'LZIR01000070', u'LZKL01000111', u'LZKR01000030', u'LZKT01000050', u'LZSE01000009', u'MVHR01000021']"	9565	9986	2694	5831	AWC19_00980	1-14907	Mycobacterium palustre	Actinobacteria	3734	20	48	0	12.66487588	10	1	FALSE	5	0	FALSE	FALSE	FALSE
Isoleucyl tRNA synthetase	LZKS01000106	35	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LZKS01000106/index.html	cluster-1	t1pks-nrps	5	"[u'LQPQ01000178', u'LZLF01000227', u'LZLS01000103', u'MAEM01000259', u'NCXP01000025']"	"[85.680191, 81.132075, 84.433962, 83.254717, 80.660377]"	5	"[u'HG964936', u'LZKQ01000051', u'LZLM01000005', u'LZMH01000031']"	117202	117626	126599	129751	A5661_27715	80387-143474	Mycobacterium asiaticum	Actinobacteria	8973	10	48	0	14.23357041	10	1	FALSE	5	10	FALSE	FALSE	FALSE
Isoleucyl tRNA synthetase	NOZR01000005	35	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/NOZR01000005/index.html	cluster-1	t1pks	2	"[u'CP019882', u'LN929908']"	"[88.416076, 86.124402]"	4	"[u'JALN02000001', u'PDHO01000010', u'QAYH01000008']"	132211	132632	120699	123827	CG716_07715	112203-158481	Mycolicibacterium sphagni	Actinobacteria	8384	10	48	0	13.46098214	10	1	FALSE	5	10	FALSE	FALSE	FALSE
Isoleucyl tRNA synthetase	FUEZ01000004	35	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FUEZ01000004_3520187_3978053/index.html	cluster-3	t1pks-nrps	1	[u'MBEU01000014']	[80.805687]	2	[u'LT721901']	3826718	3827140	3818459	3821608	ctg1_216	3804639-3882001	Mycobacterium sp. AB215	Actinobacteria	5110	10	48	0	15.90676514	10	1	FALSE	5	10	FALSE	FALSE	FALSE
Isoleucyl tRNA synthetase	LZKR01000030	35	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LZKR01000030/index.html	cluster-1	t1pks	0	[]	[]	11	"[u'CSTD01000001', u'LQPJ01000002', u'LQPL01000015', u'LQPO01000034', u'LZIC01000115', u'LZIR01000070', u'LZKL01000111', u'LZKT01000050', u'LZSE01000009', u'MVHR01000021']"	9233	9654	1674	4799	A9X00_16345	1-17256	Mycobacterium sp. 1245805.9	Actinobacteria	4434	20	48	0	13.66154114	10	1	FALSE	5	0	FALSE	FALSE	FALSE
Isoleucyl tRNA synthetase	PDHO01000010	35	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/PDHO01000010/index.html	cluster-1	t1pks	2	"[u'CP019882', u'LN929908']"	"[86.997636, 85.645933]"	4	"[u'JALN02000001', u'NOZR01000005', u'QAYH01000008']"	166907	167328	155362	158505	CRM90_14955	146899-193186	Mycobacterium sp. ENV421	Actinobacteria	8402	10	48	0	13.26260829	10	1	FALSE	5	10	FALSE	FALSE	FALSE
Isoleucyl tRNA synthetase	LZLS01000103	35	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LZLS01000103/index.html	cluster-1	t1pks-nrps	9	"[u'HG964936', u'LQPQ01000178', u'LZKQ01000051', u'LZKS01000106', u'LZLF01000227', u'LZLM01000005', u'LZMH01000031', u'MAEM01000259', u'NCXP01000025']"	"[84.433962, 85.918854, 84.725537, 84.433962, 83.054893, 83.254717, 84.172662, 87.290168, 82.014388]"	1	[]	24572	24989	33264	36419	A5634_23960	1-50760	Mycobacterium asiaticum	Actinobacteria	8275	10	48	0	15.00939508	10	1	FALSE	5	10	FALSE	FALSE	FALSE
Isoleucyl tRNA synthetase	LQPW01000167	35	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LQPW01000167/index.html	cluster-2	t1pks-nrps	2	"[u'LQPF01000043', u'NCXP01000025']"	"[82.783019, 83.802817]"	1	[]	186534	186960	176250	179402	AWC27_12985	164608-200206	Mycobacterium szulgai	Actinobacteria	7132	10	48	0	15.19044326	10	1	FALSE	5	10	FALSE	FALSE	FALSE
Isoleucyl tRNA synthetase	LT906483	35	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LT906483_1753356_2515627/index.html	cluster-1	t1pks	0	[]	[]	1	[]	2109039	2109461	2105601	2108750	ctg1_341	2089031-2135312	Mycobacterium thermoresistibile	Actinobacteria	289	20	48	0	10.2567677	10	1	FALSE	5	0	FALSE	FALSE	FALSE
Isoleucyl tRNA synthetase	NCXP01000025	35	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/NCXP01000025/index.html	cluster-1	t1pks-nrps	9	"[u'HG964936', u'LQPF01000043', u'LQPQ01000178', u'LQPW01000167', u'LZKS01000106', u'LZLM01000005', u'LZLS01000103', u'LZMH01000031', u'MAEM01000259']"	"[81.132075, 85.141509, 80.668258, 83.802817, 80.660377, 80.424528, 82.014388, 80.188679, 80.660377]"	1	[]	12946	13370	733	3894	B8W66_17245	1-61381	Mycobacterium decipiens	Actinobacteria	9052	10	48	0	13.04856533	10	1	FALSE	5	10	FALSE	FALSE	FALSE
Isoleucyl tRNA synthetase	AQQC01000053	35	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/AQQC01000053/index.html	cluster-1	t1pks	1	[u'FO203510']	[82.725061]	1	[]	33510	33921	22354	25359	ctg1_26	13506-40631	Mycobacterium tuberculosis EAI/OSDD271	Actinobacteria	8151	10	48	0	13.38426881	10	1	FALSE	5	10	FALSE	FALSE	FALSE
Isoleucyl tRNA synthetase	LZSE01000009	35	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LZSE01000009/index.html	cluster-2	t1pks-nrps	0	[]	[]	11	"[u'CSTD01000001', u'LQPJ01000002', u'LQPL01000015', u'LQPO01000034', u'LZIC01000115', u'LZIR01000070', u'LZKL01000111', u'LZKR01000030', u'LZKT01000050', u'MVHR01000021']"	143523	143944	135960	139085	A5641_20885	123515-181193	Mycobacterium sp. 1554424.7	Actinobacteria	4438	20	48	0	13.67953694	10	1	FALSE	5	0	FALSE	FALSE	FALSE
Isoleucyl tRNA synthetase	FO203510	30	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FO203510_1641037_2102595/index.html	cluster-1	t1pks	1	[u'AQQC01000053']	[82.725061]	1	[]	1793975	1794334	1803651	1806776	ctg1_143	1766024-1812329	Mycobacterium canettii CIPT 140070017	Actinobacteria	9317	10	48	0	15.48512806	10	1	TRUE	0	10	FALSE	FALSE	FALSE
Isoleucyl tRNA synthetase	CP019882	30	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP019882_3174623_3475894/index.html	cluster-1	t1pks	5	"[u'JALN02000001', u'LN929908', u'NOZR01000005', u'PDHO01000010', u'QAYH01000008']"	"[86.761229, 84.160757, 88.416076, 86.997636, 86.761229]"	1	[]	3319633	3320056	3308019	3311288	ctg1_136	3299625-3345915	Mycobacterium litorale	Actinobacteria	8345	10	48	0	11.29818555	10	1	TRUE	0	10	FALSE	FALSE	FALSE
Isoleucyl tRNA synthetase	LZKL01000111	25	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LZKL01000111/index.html	cluster-1	t1pks	0	[]	[]	11	"[u'CSTD01000001', u'LQPJ01000002', u'LQPL01000015', u'LQPO01000034', u'LZIC01000115', u'LZIR01000070', u'LZKR01000030', u'LZKT01000050', u'LZSE01000009', u'MVHR01000021']"	4238	4659	14348	17491	A5705_13730	1-30526	Mycobacterium sp. E787	Actinobacteria	9689	10	48	0	14.03860595	10	1	FALSE	5	0	FALSE	FALSE	FALSE
Isoleucyl tRNA synthetase	LQPD01000112	25	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LQPD01000112/index.html	cluster-1	t1pks	0	[]	[]	2	[u'LZLE01000171']	81211	81634	72832	75972	AWC13_23110	61203-122839	Mycobacterium kubicae	Actinobacteria	5239	10	48	0	15.35220762	10	1	FALSE	5	0	FALSE	FALSE	FALSE
Isoleucyl tRNA synthetase	LZLV01000047	25	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LZLV01000047/index.html	cluster-1	t1pks-nrps	0	[]	[]	2	[u'PKEK01000063']	36499	36921	27719	30835	A5658_25410	16478-84186	Mycobacterium sp. 1245111.1	Actinobacteria	5664	10	48	0	14.63394914	10	1	FALSE	5	0	FALSE	FALSE	FALSE
Isoleucyl tRNA synthetase	PLAJ01000073	25	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/PLAJ01000073/index.html	cluster-1	t1pks	0	[]	[]	2	[u'PLAR01000082']	7580	8003	16181	19270	ctg1_10	1-20260	Mycobacterium sp. (peat metagenome)	Actinobacteria	8178	10	48	0	14.62578896	10	1	FALSE	5	0	FALSE	FALSE	FALSE
Isoleucyl tRNA synthetase	LZLE01000171	25	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LZLE01000171/index.html	cluster-1	t1pks	0	[]	[]	2	[u'LQPD01000112']	1	419	7650	10781	A9W95_16645	1-22384	Mycobacterium sp. 1423905.2	Actinobacteria	7231	10	48	0	16.05476473	10	1	FALSE	5	0	FALSE	FALSE	FALSE
Isoleucyl tRNA synthetase	CPBO01000003	15	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CPBO01000003/index.html	cluster-2	t1pks	-1	[]	[]	-1	[]	192722	192941	201642	204767	ERS181415_00771	167207-212774	Mycobacterium tuberculosis	Actinobacteria	8701	10	0	0	-1	0	1	FALSE	5	0	FALSE	FALSE	FALSE
Isoleucyl tRNA synthetase	CP008969	15	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP008969_964347_1406043/index.html	cluster-1	t1pks	-1	[]	[]	-1	[]	1114920	1115124	1123741	1125741	ctg1_162	1089712-1134901	Mycobacterium tuberculosis	Actinobacteria	8617	10	0	0	-1	0	1	FALSE	5	0	FALSE	FALSE	FALSE
Isoleucyl tRNA synthetase	MVHT01000008	15	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MVHT01000008/index.html	cluster-1	t1pks	-1	[]	[]	-1	[]	7110	7148	12414	15551	BST27_04690	1-24691	Mycobacterium intermedium	Actinobacteria	5266	10	0	0	-1	0	1	FALSE	5	0	FALSE	FALSE	FALSE
Isoleucyl tRNA synthetase	MMDX01000012	15	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MMDX01000012_0_241359/index.html	cluster-1	t1pks	-1	[]	[]	-1	[]	90741	90912	99517	102642	ctg1_90	65155-110722	Mycobacterium tuberculosis	Actinobacteria	8605	10	0	0	-1	0	1	FALSE	5	0	FALSE	FALSE	FALSE
Isoleucyl tRNA synthetase	KK322520	15	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KK322520_1582125_1883386/index.html	cluster-1	t1pks	-1	[]	[]	-1	[]	1732621	1732828	1741541	1744666	ctg1_145	1707106-1752673	Mycobacterium tuberculosis XTB13-193	Actinobacteria	8713	10	0	0	-1	0	1	FALSE	5	0	FALSE	FALSE	FALSE
Leucil-tRNA synthase	QQAW01000006	65	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/QQAW01000006/index.html	cluster-1	t1pks	1	[u'AM889285']	[82.296651]	1	[]	176938	177356	171513	174140	C7453_106143	156921-203943	Gluconacetobacter liquefaciens	Proteobacteria	2798	20	6	10	5.478332526	20	1	FALSE	5	10	FALSE	FALSE	FALSE
Leucil-tRNA synthase	AM889285	60	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/AM889285_2324883_2626133/index.html	cluster-1	t1pks	1	[u'QQAW01000006']	[82.296651]	1	[]	2474855	2475273	2469781	2472393	ctg1_122	2454838-2501896	Gluconacetobacter diazotrophicus PA1 5	Proteobacteria	2462	20	6	10	4.056353004	20	1	TRUE	0	10	FALSE	FALSE	FALSE
Leucil-tRNA synthase	PFGG01000041	55	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/PFGG01000041/index.html	cluster-1	t1pks	0	[]	[]	1	[]	97138	97550	90247	92775	COW20_09755	76442-121895	bacterium (Candidatus Blackallbacteria) CG13_big_fil_rev_8_21_14_2_50_49_14 (groundwater metagenome)	None	4363	20	6	10	4.665462762	20	1	FALSE	5	0	FALSE	FALSE	FALSE
Leucil-tRNA synthase	CZLB01000430	45	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CZLB01000430/index.html	cluster-1	t1pks	0	[]	[]	1	[]	4712	5165	794	3349	ctg1_2	Jan-64	soil metagenome	metagenomes	1363	20	6	10	11.58162582	10	1	FALSE	5	0	FALSE	FALSE	FALSE
Leucil-tRNA synthase	KV411304	45	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KV411304_3074082_3713622/index.html	cluster-2	t2pks-transatpks-t1pks-nrps	0	[]	[]	1	[]	3222806	3223231	3213464	3215959	ctg1_142	3202168-3321022	Nocardia terpenica	Actinobacteria	6847	10	6	10	7.399683992	20	1	FALSE	5	0	FALSE	FALSE	FALSE
Leucil-tRNA synthase	LIPD01000001	45	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LIPD01000001/index.html	cluster-1	t1pks	0	[]	[]	1	[]	138671	139078	126193	129087	AMK13_00550	118654-168205	Streptomyces sp. CB02056	Actinobacteria	9584	10	6	10	5.148822077	20	1	FALSE	5	0	FALSE	FALSE	FALSE
Threonyl-tRNA synthetase	QZFT01000045	55	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/QZFT01000045/index.html	cluster-2	t1pks	0	[]	[]	1	[]	142594	143045	137802	139817	D5S17_20085	122581-166774	Pseudonocardiaceae bacterium YIM PH 21723	Actinobacteria	2777	20	7	10	9.227934775	20	1	FALSE	5	0	FALSE	FALSE	FALSE
Threonyl-tRNA synthetase	KQ947475	50	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KQ947475_3088734_3422040/index.html	cluster-1	t1pks-nrps	0	[]	[]	2	[u'CP018836']	3236041	3236467	3227494	3229449	ctg1_116	3211250-3299569	Vibrio sp. MEBiC08052	Proteobacteria	6592	10	7	10	3.975196615	20	2	FALSE	10	0	FALSE	FALSE	FALSE
Threonyl-tRNA synthetase	CP018836	50	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP018836_616505_949821/index.html	cluster-1	t1pks-nrps	0	[]	[]	2	[u'KQ947475']	763812	764238	755245	757200	ctg1_141	739021-827335	Vibrio gazogenes	Proteobacteria	6612	10	7	10	3.995024325	20	2	FALSE	10	0	FALSE	FALSE	FALSE
Threonyl-tRNA synthetase	LGTC01000001	45	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LGTC01000001_2497729_2802174/index.html	cluster-1	t1pks	0	[]	[]	1	[]	2644331	2644797	2635897	2637831	ctg1_140	2624321-2672198	Pseudobacteroides cellulosolvens ATCC 35603 = DSM 2933	Firmicutes	6500	10	7	10	5.184047735	20	1	FALSE	5	0	FALSE	FALSE	FALSE
Threonyl-tRNA synthetase	AXAM01000058	45	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/AXAM01000058/index.html	cluster-1	t1pks-otherks	0	[]	[]	1	[]	14262	14703	10951	12624	ctg1_12	1-22527	Desulfosarcina sp. BuS5	Proteobacteria	1638	20	7	10	10.29812284	10	1	FALSE	5	0	FALSE	FALSE	FALSE
Threonyl-tRNA synthetase	LDWW01000010	45	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LDWW01000010/index.html	cluster-1	t1pks-nrps	0	[]	[]	1	[]	98200	98626	86296	88200	CHISP_1699	78189-131024	Chitinispirillum alkaliphilum	Fibrobacteres	10000	10	7	10	6.748242974	20	1	FALSE	5	0	FALSE	FALSE	FALSE
Threonyl-tRNA synthetase	CP019572	30	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP019572_2349696_2656177/index.html	cluster-1	t1pks	0	[]	[]	1	[]	2501728	2502153	2512025	2514136	ctg1_162	2480142-2530188	Rhodococcus sp. MTM3W5.2	Actinobacteria	9872	10	7	10	11.83585928	10	1	TRUE	0	0	FALSE	FALSE	FALSE
Translation initiation factor	AJ871581	50	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/AJ871581/index.html	cluster-1	aminocoumarin-t1pks-nrps	0	[]	[]	1	[]	8427	8852	4268	4492	rubR1	1-105657	Streptomyces achromogenes subsp. rubradiris	Actinobacteria	3935	20	8	10	10.354531	10	2	FALSE	10	0	TRUE	FALSE	FALSE
Translation initiation factor	CP017248	50	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP017248_6154088_6503251/index.html	cluster-2	melanin-aminocoumarin-t1pks-nrps	0	[]	[]	1	[]	6304068	6304481	6302402	6302626	ctg1_131	6254741-6388081	Streptomyces puniciscabiei	Actinobacteria	1442	20	8	10	11.53478753	10	3	TRUE	10	0	FALSE	FALSE	FALSE
Translation initiation factor	LMFB01000001	45	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LMFB01000001/index.html	cluster-1	t1pks	0	[]	[]	2	[u'LMJD01000001']	279050	279469	275464	275682	ASD32_01300	259047-306630	Rhizobium sp. Root483D2	Proteobacteria	3368	20	8	10	14.16973175	10	1	FALSE	5	0	FALSE	FALSE	FALSE
Translation initiation factor	CXWL01000826	45	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CXWL01000826/index.html	cluster-1	t1pks-otherks	0	[]	[]	1	[]	147010	147682	144256	144474	ctg1_115	127004-180202	groundwater metagenome	metagenomes	2536	20	8	10	17.99010261	10	1	FALSE	5	0	FALSE	FALSE	FALSE
Translation initiation factor	LMJD01000001	45	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LMJD01000001_721357_1022619/index.html	cluster-1	t1pks	0	[]	[]	2	[u'LMFB01000001']	871354	871773	862334	862636	ctg1_142	851351-898835	Rhizobium sp. Root268	Proteobacteria	8718	10	8	10	7.833041742	20	1	FALSE	5	0	FALSE	FALSE	FALSE
Translation initiation factor	QGDV01000003	35	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/QGDV01000003/index.html	cluster-2	t1pks	0	[]	[]	2	[u'PSUR01000002']	295050	295470	303174	303395	B0H03_103308	273158-318024	Rathayibacter iranicus NCPPB 2253 = VKM Ac-1602	Actinobacteria	7704	10	8	10	16.18455305	10	1	FALSE	5	0	FALSE	FALSE	FALSE
Translation initiation factor	PLSL01000225	35	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/PLSL01000225/index.html	cluster-1	t1pks	0	[]	[]	1	[]	8236	8655	17457	17678	ctg1_14	1-19727	Acetobacteraceae bacterium (peat metagenome)	Proteobacteria	8802	10	8	10	14.42975507	10	1	FALSE	5	0	FALSE	FALSE	FALSE
Translation initiation factor	PSUR01000002	35	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/PSUR01000002/index.html	cluster-1	t1pks	0	[]	[]	2	[u'QGDV01000003']	130993	131413	139026	139247	C5C22_01560	109101-153967	Rathayibacter rathayi	Actinobacteria	7613	10	8	10	16.44225113	10	1	FALSE	5	0	FALSE	FALSE	FALSE
Tryptophanyl-tRNA synthase	PACP01000019	55	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/PACP01000019/index.html	cluster-1	t1pks	0	[]	[]	1	[]	94474	94902	90087	91115	CMN17_03935	74464-126266	Roseovarius sp. (marine metagenome)	Proteobacteria	3359	20	5	10	7.838379756	20	1	FALSE	5	0	FALSE	FALSE	FALSE
Tryptophanyl-tRNA synthase	MEES01000014	45	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MEES01000014/index.html	cluster-1	t1pks	0	[]	[]	1	[]	4226	4640	13491	14525	ABS73_06225	1-31105	Paracoccus sp. SCN 68-21 (bioreactor metagenome)	Proteobacteria	8851	10	5	10	9.909284404	20	1	FALSE	5	0	FALSE	FALSE	FALSE
Tryptophanyl-tRNA synthase	NKRE01000001	45	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/NKRE01000001_1675343_1976617/index.html	cluster-1	t1pks	0	[]	[]	2	[u'LWCJ01000100']	1812464	1812882	1805024	1806055	ctg1_115	1792464-1848852	Mycobacterium kansasii	Actinobacteria	6409	10	5	10	3.983218627	20	1	FALSE	5	0	FALSE	FALSE	FALSE
