target_name	target id	gbid	score_final	antismashfile	cluster_num	cluster_type	distance	species	phyla	homologs	homologs_list	redundant	redundant_list	count	copynum	coevolution score	positive	pos_homolog	pos_redundant
Threonyl-tRNA synthetase	borI_Thr-tRNA-syn	QZFT01000045	40	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/QZFT01000045/index.html	cluster-2	t1pks	2777	Pseudonocardiaceae bacterium YIM PH 21723	Actinobacteria	0	[]	1	[]	31	2	14.7415418258	False	False	False
Isoleucyl tRNA synthetase	mupM_Ile-tRNA-syn	LT546207	35	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LT546207_583034_887781/index.html	cluster-1	t1pks-nrps	19319	Mycolicibacterium houstonense	Actinobacteria	6	[u'AUWS01000008', u'CP020809', u'LT549889', u'LZSU01000019', u'LZTB01000025', u'MVHJ01000001']	4	[u'CWKH01000001', u'HG322951', u'LDPU01000001']	169	2	12.7841350719	False	False	False
Isoleucyl tRNA synthetase	mupM_Ile-tRNA-syn	LN929908	40	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LN929908_2377122_2678393/index.html	cluster-1	t1pks	8413	Mycobacterium sp. M26	Actinobacteria	11	[u'AGIQ01000004', u'BEWG01000104', u'CP011773', u'CP018043', u'CP019882', u'JALN02000001', u'MVIH01000007', u'NOZR01000005', u'PDHO01000010', u'QAYH01000008', u'UGQK01000002']	1	[]	169	2	16.4976093343	False	False	False
DNA polymerase sliding clamp	GriR_DnaN	CM003601	50	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CM003601_4056669_4759610/index.html	cluster-2	ectoine-arylpolyene-t1pks-nrps-butyrolactone-ladderane	7890	Streptomyces anulatus	Actinobacteria	0	[]	3	[u'LISY01000001', u'LIVW01000001']	4	4	0.886874322997	False	False	False
Isoleucyl tRNA synthetase	mupM_Ile-tRNA-syn	LQOR01000027	25	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LQOR01000027/index.html	cluster-1	t1pks-nrps	11658	Mycobacterium conspicuum	Actinobacteria	0	[]	1	[]	169	2	14.8277162874	False	False	False
Acetyl CoA carboxylase	AdmT_ACC	KB903985	40	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KB903985/index.html	cluster-3	t2pks-nrps-t1pks-otherks	4126	Nonomuraea coxensis DSM 45129	Actinobacteria	0	[]	2	[u'FOHX01000001']	59	2	11.2537594364	False	False	False
3-oxoacyl-[acyl-carrier-protein] synthase 1 (FabB/F)	PtmP3_FabB-F	LN879418	60	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/LN879418/index.html	cluster-1	t1pks-nrps	367	Streptomyces thiolactonus	Actinobacteria	0	[]	2	[u'JOIY01000044']	13	4	6.21689076949	True	False	False
Acetyl CoA carboxylase	AdmT_ACC	NJCW01000002	30	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/NJCW01000002/index.html	cluster-1	otherks-t1pks-PUFA-nrps	9599	Xenorhabdus sp. KJ12.1	Proteobacteria	0	[]	3	[u'JTHK01000007', u'NJAJ01000001']	74	2	14.0999528315	False	False	False
Isoleucyl tRNA synthetase	mupM_Ile-tRNA-syn	MAEM01000259	50	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MAEM01000259/index.html	cluster-1	t1pks-nrps	4915	Mycobacterium gordonae	Actinobacteria	10	[u'HG964936', u'LQPQ01000178', u'LZKQ01000051', u'LZKS01000106', u'LZLF01000227', u'LZLM01000005', u'LZLQ01000124', u'LZLS01000103', u'LZMH01000031', u'NCXP01000025']	3	[u'LQOY01000248', u'PEQP01000006']	169	2	17.1449475889	False	False	False
Translation initiation factor	rubR1_TIF	NZ_AFAR01000203	10	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NZ_AFAR01000203/index.html	cluster-1	t1pks	10928	Rhodopirellula baltica WH47	Planctomycetes	0	[]	2	[u'NZ_AMWG01000043']	42	0	31.2160868676	False	False	False
Isoleucyl tRNA synthetase	mupM_Ile-tRNA-syn	BEWG01000104	35	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/BEWG01000104/index.html	cluster-1	t1pks	14242	Mycobacterium sp. shizuoka-1	Actinobacteria	2	[u'CP019882', u'LN929908']	10	[u'AGIQ01000004', u'CP011773', u'CP018043', u'JALN02000001', u'MVIH01000007', u'NOZR01000005', u'PDHO01000010', u'QAYH01000008', u'UGQK01000002']	169	2	17.2666525967	False	False	False
Acetyl CoA carboxylase	AdmT_ACC	PHAG01000006	20	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/PHAG01000006/index.html	cluster-1	transatpks	12020	Firmicutes bacterium HGW-Firmicutes-1 (groundwater metagenome)	Firmicutes	0	[]	1	[]	41	2	22.8780326526	False	False	False
Isoleucyl tRNA synthetase	mupM_Ile-tRNA-syn	KK338758	35	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KK338758_1722344_2023652/index.html	cluster-1	t1pks	14019	Mycobacterium tuberculosis variant africanum (Mycobacterium africanum)	Actinobacteria	1	[u'CP004886']	33	[u'AQQC01000053', u'CM002124', u'CP003233', u'CP008959', u'CP008960', u'CP008963', u'CP008965', u'CP008967', u'CP008968', u'CP008970', u'CP008973', u'CP008975', u'CP008976', u'CP008977', u'CP008982', u'CP008983', u'CP009449', u'CP010895', u'CP016401', u'CP017593', u'CP022704', u'CP024614', u'FO203509', u'FO203510', u'FR878060', u'JQEX01000030', u'KK338784', u'KK338939', u'KK356241', u'KL407303', u'KQ483382', u'MQDE01000005']	169	2	13.1678637979	False	False	False
Acetyl CoA carboxylase	AdmT_ACC	LIPP01000032	60	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LIPP01000032/index.html	cluster-2	t2pks-t1pks-otherks	297	Streptomyces aurantiacus	Actinobacteria	1	[u'KP710956']	1	[]	62	2	9.15783415894	False	False	False
Beta proteasome subunit	SalI_beta_proteasome	KQ949024	50	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KQ949024/index.html	cluster-6	transatpks-t1pks-nrps	5855	Streptomyces sp. DSM 15324	Actinobacteria	1	[u'CP022161']	1	[]	37	2	6.30572758982	True	False	False
Acetyl CoA carboxylase	AdmT_ACC	QFDR01000010	25	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/QFDR01000010/index.html	cluster-1	t2pks-t1pks-nrps	10722	Streptomyces sp. V2	Actinobacteria	0	[]	3	[u'BCMK01000004', u'BCML01000009']	45	2	11.2907693856	False	False	False
Translation initiation factor	rubR1_TIF	LMFB01000001	50	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LMFB01000001/index.html	cluster-1	t1pks	3368	Rhizobium sp. Root483D2	Proteobacteria	6	[u'LNQB01000073', u'LPUX01000053', u'MBFK01000150', u'UBWJ01000014', u'UBXS01000009', u'UCGX01000013']	14	[u'AMCX01000019', u'AZNX01000001', u'JQMF01000001', u'KB905370', u'LMEY01000001', u'LMFA01000005', u'LMJD01000001', u'LMJJ01000001', u'LMQB01000023', u'LYBW01000060', u'MKIP01000058', u'MOOY01000008', u'QKLQ01000001']	43	2	14.5568842041	False	False	False
Gyrase B	GyrB-R	LZIL01000042	45	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LZIL01000042/index.html	cluster-1	t1pks	14514	Mycobacterium sp. 852014-52450_SCH5900713	Actinobacteria	3	[u'LZJS01000133', u'LZKU01000124', u'MVHW01000011']	9	[u'LZIX01000058', u'LZJQ01000042', u'LZJW01000147', u'LZJZ01000015', u'LZKI01000115', u'LZSV01000011', u'LZSZ01000132', u'NCXM01000003']	54	2	6.36952930728	False	False	False
Threonyl-tRNA synthetase	borI_Thr-tRNA-syn	ATBG01000008	25	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/ATBG01000008/index.html	cluster-1	transatpks-nrps	18525	Pseudomonas chlororaphis HT66	Proteobacteria	0	[]	3	[u'AKJU01000004', u'QJRW01000001']	31	2	11.8609009292	False	False	False
Tryptophanyl-tRNA synthase	Ind0_Trp-tRNA-syn	MVBN01000001	15	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MVBN01000001_38409_339675/index.html	cluster-1	t1pks-nrps	14791	Mycobacterium kansasii	Actinobacteria	-1	[]	-1	[]	0	2	-1.0	False	False	False
Acetyl CoA carboxylase	AdmT_ACC	FMCV01000021	30	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FMCV01000021/index.html	cluster-1	t2pks-t1pks-nrps	8865	Micromonospora marina	Actinobacteria	0	[]	2	[u'KB895850']	73	2	12.2400318278	False	False	False
Beta proteasome subunit	SalI_beta_proteasome	KP830093	35	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/KP830093/index.html	cluster-1	t1pks-nrps	11244	uncultured bacterium AR_412	environmental samples	0	[]	1	[]	37	2	7.22473148457	False	False	False
Isoleucyl tRNA synthetase	mupM_Ile-tRNA-syn	KE384083	25	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KE384083/index.html	cluster-2	t1pks	14429	Stappia stellulata DSM 5886	Proteobacteria	0	[]	1	[]	169	2	11.9136824397	False	False	False
Isoleucyl tRNA synthetase	mupM_Ile-tRNA-syn	CWKH01000001	35	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CWKH01000001_1342695_1643963/index.html	cluster-2	t1pks-nrps	14980	Mycolicibacterium neworleansense	Actinobacteria	11	[u'AUWS01000008', u'CP000580', u'CP006936', u'CP015596', u'CP020809', u'LMJA01000001', u'LQOQ01000036', u'LT549889', u'LZSU01000019', u'LZTB01000025', u'MVHJ01000001']	4	[u'HG322951', u'LDPU01000001', u'LT546207']	169	2	12.9139159465	False	False	False
Tryptophanyl-tRNA synthase	Ind0_Trp-tRNA-syn	NKRE01000001	40	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/NKRE01000001_1675343_1976617/index.html	cluster-1	t1pks	6409	Mycobacterium kansasii	Actinobacteria	1	[u'MWKW01000001']	11	[u'CP009481', u'CP019888', u'JANZ01000003', u'LQOX01000055', u'MVBM01000009', u'MWKY01000001', u'MWKZ01000001', u'NKRA01000001', u'NKRC01000001', u'NZ_UPHU01000001']	169	2	14.1512572497	False	False	False
Leucil-tRNA synthase	agnB2_Leu-tRNA-syn	CP001291	35	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP001291_1943275_2244498/index.html	cluster-1	terpene-t1pks	18361	Cyanothece sp. PCC 7424	Cyanobacteria	0	[]	1	[]	24	2	3.57147471356	False	False	False
Threonyl-tRNA synthetase	borI_Thr-tRNA-syn	CP019572	40	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP019572_2349696_2656177/index.html	cluster-1	t1pks	9872	Rhodococcus sp. MTM3W5.2	Actinobacteria	0	[]	3	[u'JMLO01000001', u'OBDL01000006']	30	2	9.91357606587	False	False	False
Tryptophanyl-tRNA synthase	Ind0_Trp-tRNA-syn	NZ_UPHU01000001	25	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NZ_UPHU01000001/index.html	cluster-2	t1pks	14658	Mycobacterium sp. MK142	Actinobacteria	1	[u'MWKW01000001']	11	[u'CP009481', u'CP019888', u'JANZ01000003', u'LQOX01000055', u'MVBM01000009', u'MWKY01000001', u'MWKZ01000001', u'NKRA01000001', u'NKRC01000001', u'NKRE01000001']	169	0	14.3457870706	False	False	False
Elongation factor Tu	EF-Tu	CP006259	30	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP006259_1474120_1780948/index.html	cluster-3	t1pks-otherks	3385	Streptomyces collinus Tu 365	Actinobacteria	-1	[]	-1	[]	0	4	-1.0	False	False	False
Elongation factor Tu	EF-Tu	NW_020290277	5	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NW_020290277/index.html	cluster-2	t1pks	16788	Aspergillus eucalypticola CBS 122712	Fungi	-1	[]	-1	[]	0	0	-1.0	False	False	False
Isoleucyl tRNA synthetase	mupM_Ile-tRNA-syn	LQOY01000248	35	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LQOY01000248/index.html	cluster-1	t1pks-nrps	10708	Mycobacterium gordonae	Actinobacteria	9	[u'HG964936', u'LQPQ01000178', u'LZKQ01000051', u'LZKS01000106', u'LZLM01000005', u'LZLQ01000124', u'LZLS01000103', u'LZMH01000031', u'NCXP01000025']	3	[u'MAEM01000259', u'PEQP01000006']	169	2	17.6649835264	False	False	False
Isoleucyl tRNA synthetase	mupM_Ile-tRNA-syn	LT906483	40	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LT906483_1753356_2515627/index.html	cluster-1	t1pks	289	Mycobacterium thermoresistibile	Actinobacteria	0	[]	1	[]	169	2	11.2078251297	False	False	False
Isoleucyl tRNA synthetase	mupM_Ile-tRNA-syn	LDPU01000001	35	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LDPU01000001_424250_725518/index.html	cluster-1	t1pks-nrps	14802	Mycolicibacterium senegalense	Actinobacteria	9	[u'AUWS01000008', u'CP000580', u'CP006936', u'CP015596', u'CP020809', u'LMJA01000001', u'LZSU01000019', u'LZTB01000025', u'MVHJ01000001']	4	[u'CWKH01000001', u'HG322951', u'LT546207']	169	2	13.1767000034	False	False	False
Acetyl CoA carboxylase	AdmT_ACC	FOHX01000001	40	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FOHX01000001/index.html	cluster-2	t2pks-otherks-t1pks-nrps	3543	Nonomuraea wenchangensis	Actinobacteria	0	[]	2	[u'KB903985']	64	2	11.2318459826	False	False	False
Elongation factor Tu	EF-Tu	NZ_MCGQ01000026	20	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NZ_MCGQ01000026/index.html	cluster-1	t1pks-otherks	3509	Streptomyces diastatochromogenes	Actinobacteria	-1	[]	-1	[]	0	0	-1.0	False	False	False
Translation initiation factor	rubR1_TIF	FNSG01000001	25	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FNSG01000001_0_240463/index.html	cluster-1	t1pks	17519	Streptomyces sp. 2112.2	Actinobacteria	0	[]	1	[]	43	4	16.3624236782	False	False	False
Isoleucyl tRNA synthetase	mupM_Ile-tRNA-syn	CP009481	35	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP009481_5869571_6170845/index.html	cluster-1	t1pks-nrps	18133	Mycobacterium kansasii 662	Actinobacteria	1	[u'MWKW01000001']	10	[u'CP019888', u'JANZ01000003', u'LQOX01000055', u'MWKY01000001', u'MWKZ01000001', u'NKRA01000001', u'NKRC01000001', u'NKRE01000001', u'NZ_UPHU01000001']	169	2	10.4205492318	False	False	False
Acetyl CoA carboxylase	AdmT_ACC	UGRU01000001	50	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/UGRU01000001_2572926_3087430/index.html	cluster-3	t2pks-t1pks-nrps	1088	Nocardia africana	Actinobacteria	1	[u'FMZZ01000007']	1	[]	80	2	19.9570463718	False	False	False
Beta proteasome subunit	SalI_beta_proteasome	QMEY01000002	50	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/QMEY01000002/index.html	cluster-5	phenazine-t1pks-nrps	579	Sphaerisporangium sp. LHW63015	Actinobacteria	0	[]	1	[]	37	4	5.72936614724	False	False	False
Isoleucyl tRNA synthetase	mupM_Ile-tRNA-syn	LZKT01000050	40	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LZKT01000050/index.html	cluster-1	t1pks-nrps	4375	Mycobacterium alsense	Actinobacteria	0	[]	15	[u'CSTD01000001', u'LQPJ01000002', u'LQPL01000015', u'LQPO01000034', u'LQPR01000003', u'LZIC01000115', u'LZIR01000070', u'LZIS01000249', u'LZKL01000111', u'LZKR01000030', u'LZLY01000158', u'LZSE01000009', u'MOWS01000076', u'MVHR01000021']	169	2	17.0245921861	False	False	False
Isoleucyl tRNA synthetase	mupM_Ile-tRNA-syn	LQPQ01000178	40	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LQPQ01000178/index.html	cluster-1	t1pks-nrps	5548	Mycobacterium riyadhense	Actinobacteria	12	[u'HG964936', u'LQOY01000248', u'LZKQ01000051', u'LZKS01000106', u'LZLF01000227', u'LZLM01000005', u'LZLQ01000124', u'LZLS01000103', u'LZMH01000031', u'MAEM01000259', u'NCXP01000025', u'PEQP01000006']	1	[]	169	2	16.260727403	False	False	False
Beta proteasome subunit	SalI_beta_proteasome	LQOS01000010	25	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LQOS01000010/index.html	cluster-1	t1pks-nrps	12119	Mycolicibacterium doricum	Actinobacteria	0	[]	4	[u'LQIT01000001', u'LQIU01000076', u'LQIV01000012']	37	2	16.9801885784	False	False	False
Isoleucyl tRNA synthetase	mupM_Ile-tRNA-syn	JQEX01000030	35	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JQEX01000030/index.html	cluster-1	t1pks	13998	Mycobacterium tuberculosis variant bovis (Mycobacterium bovis)	Actinobacteria	1	[u'CP004886']	33	[u'AQQC01000053', u'CM002124', u'CP003233', u'CP008959', u'CP008960', u'CP008963', u'CP008965', u'CP008967', u'CP008968', u'CP008970', u'CP008973', u'CP008975', u'CP008976', u'CP008977', u'CP008982', u'CP008983', u'CP009449', u'CP010895', u'CP016401', u'CP017593', u'CP022704', u'CP024614', u'FO203509', u'FO203510', u'FR878060', u'KK338758', u'KK338784', u'KK338939', u'KK356241', u'KL407303', u'KQ483382', u'MQDE01000005']	169	2	12.7614674192	False	False	False
Isoleucyl tRNA synthetase	mupM_Ile-tRNA-syn	MVHF01000003	20	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MVHF01000003/index.html	cluster-1	t1pks-nrps	11798	Mycobacterium aquaticum	Actinobacteria	0	[]	2	[u'BCSX01000053']	169	2	35.0007717988	False	False	False
Isoleucyl tRNA synthetase	mupM_Ile-tRNA-syn	CP008976	35	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP008976_1106071_1412691/index.html	cluster-1	t1pks	14019	Mycobacterium tuberculosis	Actinobacteria	2	[u'CP004886', u'FO203510']	32	[u'AQQC01000053', u'CM002124', u'CP003233', u'CP008959', u'CP008960', u'CP008963', u'CP008965', u'CP008967', u'CP008968', u'CP008970', u'CP008973', u'CP008975', u'CP008977', u'CP008982', u'CP008983', u'CP009449', u'CP010895', u'CP016401', u'CP017593', u'CP022704', u'CP024614', u'FO203509', u'FR878060', u'JQEX01000030', u'KK338758', u'KK338784', u'KK338939', u'KK356241', u'KL407303', u'KQ483382', u'MQDE01000005']	169	2	13.1326856209	False	False	False
Threonyl-tRNA synthetase	borI_Thr-tRNA-syn	KB235922	35	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KB235922_3047765_3349066/index.html	cluster-1	t1pks	18701	Pleurocapsa sp. PCC 7319	Cyanobacteria	0	[]	1	[]	31	4	5.09186548689	False	False	False
Gyrase B	GyrB-R	LZIX01000058	60	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LZIX01000058/index.html	cluster-1	t1pks	4296	Mycobacterium sp. E735	Actinobacteria	3	[u'LZJS01000133', u'LZKU01000124', u'MVHW01000011']	9	[u'LZIL01000042', u'LZJQ01000042', u'LZJW01000147', u'LZJZ01000015', u'LZKI01000115', u'LZSV01000011', u'LZSZ01000132', u'NCXM01000003']	54	2	6.36597765145	False	False	False
Isoleucyl tRNA synthetase	mupM_Ile-tRNA-syn	CP000580	35	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP000580_3132883_3692890/index.html	cluster-1	t1pks-nrps	12548	Mycobacterium sp. JLS	Actinobacteria	9	[u'AUWS01000008', u'CP019420', u'CP020809', u'CWKH01000001', u'HG322951', u'LDPU01000001', u'LZSU01000019', u'LZTB01000025', u'MVOC01000016']	1	[]	169	2	12.6458536814	False	False	False
Isoleucyl tRNA synthetase	mupM_Ile-tRNA-syn	MVHZ01000003	20	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MVHZ01000003/index.html	cluster-1	t1pks	18789	Mycolicibacter minnesotensis	Actinobacteria	0	[]	3	[u'LASW01000010', u'MVHH01000005']	169	2	40.4374984724	False	False	False
Acetyl CoA carboxylase	AdmT_ACC	FRDL01000004	50	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FRDL01000004/index.html	cluster-3	t1pks	1443	Oceanicella actignis	Proteobacteria	0	[]	1	[]	60	2	8.27367439832	False	False	False
Gyrase B	GyrB-R	LZJQ01000042	45	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LZJQ01000042/index.html	cluster-1	t1pks	10304	Mycobacterium mantenii	Actinobacteria	2	[u'LZJS01000133', u'LZKU01000124']	10	[u'LZIL01000042', u'LZIX01000058', u'LZJW01000147', u'LZJZ01000015', u'LZKI01000115', u'LZSV01000011', u'LZSZ01000132', u'MVHW01000011', u'NCXM01000003']	54	2	5.61405827169	False	False	False
Gyrase B	GyrB-R	CP026652	35	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CP026652/index.html	cluster-7	siderophore-t1pks-nrps	13601	Streptomyces sp. XZHG99	Actinobacteria	0	[]	1	[]	54	4	8.48788139289	False	False	False
Isoleucyl tRNA synthetase	mupM_Ile-tRNA-syn	JPRX01000001	50	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JPRX01000001_964894_1328330/index.html	cluster-1	hserlactone-transatpks-otherks	1112	Pseudomonas sp. BRG-100	Proteobacteria	0	[]	2	[u'CP025542']	169	2	4.33715716732	True	False	False
Isoleucyl tRNA synthetase	mupM_Ile-tRNA-syn	CP008970	35	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP008970_1112114_1412929/index.html	cluster-1	t1pks	11235	Mycobacterium tuberculosis	Actinobacteria	2	[u'CP004886', u'FO203510']	32	[u'AQQC01000053', u'CM002124', u'CP003233', u'CP008959', u'CP008960', u'CP008963', u'CP008965', u'CP008967', u'CP008968', u'CP008973', u'CP008975', u'CP008976', u'CP008977', u'CP008982', u'CP008983', u'CP009449', u'CP010895', u'CP016401', u'CP017593', u'CP022704', u'CP024614', u'FO203509', u'FR878060', u'JQEX01000030', u'KK338758', u'KK338784', u'KK338939', u'KK356241', u'KL407303', u'KQ483382', u'MQDE01000005']	169	2	13.1360796119	False	False	False
Isoleucyl tRNA synthetase	mupM_Ile-tRNA-syn	LZLV01000047	30	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LZLV01000047/index.html	cluster-1	t1pks-nrps	5664	Mycobacterium sp. 1245111.1	Actinobacteria	0	[]	2	[u'PKEK01000063']	169	2	14.5606157957	False	False	False
Acetyl CoA carboxylase	AdmT_ACC	KB894406	40	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KB894406/index.html	cluster-1	t2pks-t1pks	3141	Actinokineospora enzanensis DSM 44649	Actinobacteria	0	[]	1	[]	69	4	16.7174735753	False	False	False
Isoleucyl tRNA synthetase	mupM_Ile-tRNA-syn	KK338939	35	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KK338939_1723693_2025030/index.html	cluster-1	t1pks	14019	Mycobacterium tuberculosis variant africanum MAL010120	Actinobacteria	1	[u'CP004886']	33	[u'AQQC01000053', u'CM002124', u'CP003233', u'CP008959', u'CP008960', u'CP008963', u'CP008965', u'CP008967', u'CP008968', u'CP008970', u'CP008973', u'CP008975', u'CP008976', u'CP008977', u'CP008982', u'CP008983', u'CP009449', u'CP010895', u'CP016401', u'CP017593', u'CP022704', u'CP024614', u'FO203509', u'FO203510', u'FR878060', u'JQEX01000030', u'KK338758', u'KK338784', u'KK356241', u'KL407303', u'KQ483382', u'MQDE01000005']	169	2	13.1678637979	False	False	False
Acetyl CoA carboxylase	AdmT_ACC	NIBV01000002	35	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/NIBV01000002_1916709_2145942/index.html	cluster-1	otherks-t1pks-PUFA-nrps	16550	Xenorhabdus szentirmaii DSM 16338	Proteobacteria	6	[u'CP016176', u'NIBS01000014', u'NJAH01000006', u'NJGH01000020', u'NZ_NJGH01000020', u'QTUB01000001']	2	[u'NIUA01000001']	75	2	10.8180783769	False	False	False
Acetyl CoA carboxylase	AdmT_ACC	BCMK01000004	35	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/BCMK01000004/index.html	cluster-1	t2pks-t1pks-nrps	10621	Streptomyces acidiscabies	Actinobacteria	0	[]	3	[u'BCML01000009', u'QFDR01000010']	78	2	9.89820327812	False	False	False
Isoleucyl tRNA synthetase	mupM_Ile-tRNA-syn	LZHZ01000067	20	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LZHZ01000067/index.html	cluster-2	t1pks	19469	Mycobacterium sp. ACS1612	Actinobacteria	0	[]	1	[]	169	2	32.6421622188	False	False	False
Threonyl-tRNA synthetase	borI_Thr-tRNA-syn	CP025261	25	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP025261_2642827_2976613/index.html	cluster-1	transatpks-nrps	11100	Pseudomonas sp. 09C 129	Proteobacteria	0	[]	2	[u'LFUT01000005']	31	4	12.7798931805	False	False	False
Isoleucyl tRNA synthetase	mupM_Ile-tRNA-syn	MPNS01000002	35	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MPNS01000002/index.html	cluster-2	t1pks-nrps	17434	Mycolicibacterium diernhoferi	Actinobacteria	6	[u'AUWS01000008', u'CP006936', u'CP020809', u'LK021338', u'LZTB01000025', u'MVHJ01000001']	4	[u'CP015596', u'LMJA01000001', u'LT549889']	169	2	14.9268523267	False	False	False
Threonyl-tRNA synthetase	borI_Thr-tRNA-syn	PDJK01000001	25	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/PDJK01000001_395266_773869/index.html	cluster-3	t1pks-nrps	18686	Amycolatopsis sulphurea	Actinobacteria	0	[]	1	[]	30	2	11.1610076854	False	False	False
Acetyl CoA carboxylase	AdmT_ACC	ACXX02000001	30	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/ACXX02000001/index.html	cluster-1	transatpks-nrps	5386	Ruminiclostridium papyrosolvens DSM 2782	Firmicutes	0	[]	1	[]	52	2	16.8383487654	False	False	False
Acetyl CoA carboxylase	AdmT_ACC	CM000950	25	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CM000950_3502751_3812718/index.html	cluster-1	t1pks-otherks	12563	Streptomyces pristinaespiralis ATCC 25486	Actinobacteria	0	[]	2	[u'CP011340']	56	2	14.1377658953	False	False	False
Isoleucyl tRNA synthetase	mupM_Ile-tRNA-syn	LZIS01000249	25	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LZIS01000249/index.html	cluster-1	t1pks	10114	Mycobacterium sp. E3198	Actinobacteria	0	[]	15	[u'CSTD01000001', u'LQPJ01000002', u'LQPL01000015', u'LQPO01000034', u'LQPR01000003', u'LZIC01000115', u'LZIR01000070', u'LZKL01000111', u'LZKR01000030', u'LZKT01000050', u'LZLY01000158', u'LZSE01000009', u'MOWS01000076', u'MVHR01000021']	169	2	17.0021593972	False	False	False
