target_name	genbankid	targetid	ks_start	ks_end	arget_start	target_end	cluster_num	cluster_type	cluster_coord	cluster_len	species	phyla	count	score	copynum	genome_size	complete	antismashfile
3-oxoacyl-[acyl-carrier-protein] synthase III (EC 2.3.1.41)	QTUG01000001	DEG10180178	2338168	2338590	2348241	2349272	cluster-1	t1pks-siderophore	2305764-2375303	9651	Streptomyces sp. Ag82_O1-9	Actinobacteria	0	-1.00	7	10201402	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/QTUG01000001_2190538_2572653/index.html
Protein crcB	MKTO01000047	DEG10180107	29858	30277	21985	22359	cluster-1	transatpks	1-63592	7499	Legionella sp. 39-23 (bioreactor metagenome)	Proteobacteria	0	-1.00	1	192953	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MKTO01000047/index.html
50S ribosomal protein L19	LKKO01000028	DEG10180403	72292	72712	67830	68228	cluster-1	t1pks	52281-81587	4064	Methylobacterium sp. GXS13	Proteobacteria	0	-1.00	1	81587	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LKKO01000028/index.html
3-oxoacyl-[acyl-carrier-protein] synthase I (EC 2.3.1.41)	BDBB01000009	DEG10180363	70345	70607	70192	71451	cluster-1	t1pks	27147-71445	415	Nocardia arthritidis NBRC 100137	Actinobacteria	0	-1.00	1	217857	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/BDBB01000009/index.html
Cytochrome O ubiquinol oxidase protein cyoD	RBXG01000002	DEG10180082	1655408	1655834	1651130	1651462	cluster-1	t1pks	1635402-1683060	3946	Paraburkholderia sp. RAU2J	Proteobacteria	0	-1.00	1	3096711	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/RBXG01000002_1505420_1806688/index.html
Probable ABC transporter ATP-binding protein yhbG	CP008977	DEG10180475	2675638	2676061	2671465	2672460	cluster-8	t1pks-nrps	2646988-2719029	3178	Mycobacterium tuberculosis	Actinobacteria	0	-1.00	2	4539435	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CP008977/index.html
Glutamate-1-semialdehyde 2,1-aminomutase (EC 5.4.3.8)	KE150412	DEG10180034	2053839	2054261	2053165	2066199	cluster-2	transatpks-nrps	2026428-2086199	1096	Paenibacillus sp. HGH0039	Firmicutes	0	-1.00	3	3272876	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KE150412_1912915_2214180/index.html
Ribonuclease III (EC 3.1.26.3)	CP024614	DEG10180397	3245548	3245971	3239829	3240551	cluster-1	t1pks-nrps	3225445-3319954	4997	Mycobacterium tuberculosis	Bacteria	0	-1.00	1	4411530	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP024614_3095748_3447702/index.html
Hypothetical protein yqgF	CP022657	DEG10180442	1591777	1592202	1583152	1583580	cluster-2	t1pks-nrps	1570714-1634852	8197	Tumebacillus algifaecis	Firmicutes	0	-1.00	7	4516965	True	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP022657_1272110_1754874/index.html
Aromatic-amino-acid aminotransferase (EC 2.6.1.57)	JPJU01000092	DEG10180581	24366	24783	13653	17015	cluster-1	t1pks	4298-52572	7351	Pseudogymnoascus sp. VKM F-4246	Fungi	0	-1.00	1	65649	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/JPJU01000092/index.html
3-oxoacyl-[acyl-carrier-protein] synthase I (EC 2.3.1.41)	QFXB01000012	DEG10180363	148615	148952	148565	149743	cluster-1	bacteriocin-t1pks-t3pks-terpene	36592-212318	387	Streptomyces sp. NWU49	Actinobacteria	0	-1.00	1	321987	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/QFXB01000012/index.html
Alanyl-tRNA synthetase (EC 6.1.1.7)	CP001635	DEG10180418	3347838	3348264	3339216	3341840	cluster-1	t1pks-nrps	3327015-3379382	5998	Variovorax paradoxus S110	Proteobacteria	0	-1.00	1	5626353	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP001635_3199478_3713918/index.html
3-oxoacyl-[acyl-carrier-protein] synthase I (EC 2.3.1.41)	JNZH01000029	DEG10180363	69946	70290	69865	71145	cluster-1	t1pks-nrps	57188-107242	425	Streptomyces xanthophaeus	Actinobacteria	0	-1.00	1	107242	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JNZH01000029/index.html
Hypothetical protein yfhC	PDZS01000009	DEG10180393	20988	21401	15478	15972	cluster-1	transatpks	940-52873	5016	Deltaproteobacteria bacterium YD0425bin51 (sediment metagenome)	Proteobacteria	0	-1.00	1	140983	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/PDZS01000009/index.html
Peptidyl-prolyl cis-trans isomerase B (EC 5.2.1.8)	QCYJ01000005	DEG10180098	203081	203514	200826	201323	cluster-1	t1pks	182933-228386	1758	Nocardia sp. SYSU K10002	Actinobacteria	0	-1.00	2	712904	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/QCYJ01000005/index.html
Hypothetical ABC transporter ATP-binding protein ydcT	CP000489	DEG10180246	814587	815015	808868	809902	cluster-2	t1pks	794575-846473	4685	Paracoccus denitrificans PD1222	Proteobacteria	0	-1.00	8	2852282	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP000489_664608_965897/index.html
Undecaprenyl pyrophosphate synthetase (EC 2.5.1.31)	AMLP01000018	DEG10180044	15847	16270	10784	12670	cluster-1	t1pks-terpene	1-43401	3177	Streptomyces viridochromogenes Tue57	Actinobacteria	0	-1.00	1	47328	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/AMLP01000018/index.html
Protein crcB	NPZB01000002	DEG10180107	916911	917338	910308	910694	cluster-1	t1pks-nrps	896283-947846	6217	Lysobacter silvestris	Proteobacteria	0	-1.00	1	1181591	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/NPZB01000002_768161_1181591/index.html
Glutamate aspartate transport system permease protein gltK	NCDY01000034	DEG10180115	12145	12573	5400	6065	cluster-1	t1pks	1-16369	6080	Rhodobacterales bacterium 32-66-9 (mine drainage metagenome)	Proteobacteria	0	-1.00	1	16369	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/NCDY01000034/index.html
1-deoxy-D-xylulose 5-phosphate synthase (EC 4.1.3.37)	LGDQ01000236	DEG10180080	40987	41315	37264	39228	cluster-1	t1pks	27081-74505	1759	Streptomyces sp. XY152	Actinobacteria	0	-1.00	1	83061	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LGDQ01000236/index.html
Dihydrofolate reductase (EC 1.5.1.3)	LOCL01000048	DEG10180010	140843	141087	130401	130943	cluster-1	t1pks-arylpolyene-nrps	120710-216544	9900	Streptomyces silvensis	Actinobacteria	0	-1.00	1	216544	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LOCL01000048/index.html
3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase (EC 4.2.1.60)	CP012332	DEG10180156	2833388	2833809	2833410	2840285	cluster-1	t1pks-otherks	2805486-2860285	399	Vulgatibacter incomptus	Proteobacteria	0	-1.00	2	4350553	True	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CP012332/index.html
S-adenosylmethionine synthetase (EC 2.5.1.6)	LT907844	DEG10180439	1028074	1028478	1025815	1026987	cluster-1	t1pks	1008073-1055713	1087	Cohaesibacter sp. ES.047	Proteobacteria	0	-1.00	1	5110332	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LT907844_878040_1179290/index.html
3-oxoacyl-[acyl-carrier-protein] synthase III (EC 2.3.1.41)	BCMK01000013	DEG10180178	63952	64370	62762	63757	cluster-1	amglyccycl-t1pks-otherks	1-136687	195	Streptomyces acidiscabies	Actinobacteria	0	-1.00	1	136687	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/BCMK01000013/index.html
Malonyl CoA-acyl carrier protein transacylase (EC 2.3.1.39)	AP018449	DEG10180179	3497759	3498185	3491579	3493930	cluster-8	transatpks-nrps	3476274-3573744	3829	Methylomusa anaerophila	Firmicutes	0	-1.00	3	4781198	True	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/AP018449/index.html
Putative deoxyribonuclease yjjV (EC 3.1.21.-)	NNBV01000621	DEG10180608	49365	49791	41057	41863	cluster-1	t1pks-nrps	28550-80935	7502	plant metagenome	metagenomes	0	-1.00	1	109074	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NNBV01000621/index.html
Hypothetical transport protein yfaV	CP003233	DEG10180356	1883172	1883561	1892024	1893355	cluster-2	t3pks-t1pks	1849617-1907434	8463	Mycobacterium tuberculosis RGTB327	Actinobacteria	0	-1.00	1	4380119	True	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP003233_1726930_2028193/index.html
3-oxoacyl-[acyl-carrier-protein] synthase III (EC 2.3.1.41)	KQ949044	DEG10180178	735	1161	8003	9061	cluster-1	butyrolactone-t1pks	1-52532	6842	Streptomyces sp. DSM 15324	Actinobacteria	0	-1.00	1	52532	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KQ949044/index.html
Elongation factor Tu	NZ_JNXR01000047	DEG10180508	46119	46163	50823	52004	cluster-1	t1pks-otherks	41140-72205	4660	Streptomyces durhamensis	Actinobacteria	0	-1.00	0	72205	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NZ_JNXR01000047/index.html
3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100)	KN039946	DEG10180180	22308	22735	29618	30355	cluster-1	transatpks-t1pks	1-47184	6883	Streptomyces luteus	Actinobacteria	0	-1.00	11	3410897	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KN039946_0_173662/index.html
Malonyl CoA-acyl carrier protein transacylase (EC 2.3.1.39)	DQ897668	DEG10180179	46707	47133	41032	46674	cluster-1	t1pks	1-67323	33	Sorangium cellulosum	Proteobacteria	0	-1.00	4	67323	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/DQ897668/index.html
UTP--glucose-1-phosphate uridylyltransferase (EC 2.7.7.9)	LWRP01000113	DEG10180210	34782	35218	30426	31379	cluster-1	t1pks-otherks	14059-65591	3403	Streptomyces sp. FXJ1.172	Actinobacteria	0	-1.00	1	144313	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LWRP01000113/index.html
Undecaprenyl pyrophosphate synthetase (EC 2.5.1.31)	BCML01000057	DEG10180044	12026	12452	7806	8564	cluster-1	transatpks-nrps	1-64064	3462	Streptomyces acidiscabies	Actinobacteria	0	-1.00	1	64064	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/BCML01000057/index.html
Putative electron transfer flavoprotein subunit ydiR	MRTL01000002	DEG10180283	427335	427611	432766	433788	cluster-1	transatpks-otherks	342020-463923	5155	Paenibacillus sp. FSL H8-0259	Firmicutes	0	-1.00	1	568863	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MRTL01000002/index.html
Ribonuclease III (EC 3.1.26.3)	CIEA01000010	DEG10180397	90862	91285	99990	100712	cluster-1	t1pks-nrps	16592-107515	8705	Mycobacterium tuberculosis	Actinobacteria	0	-1.00	1	107515	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CIEA01000010/index.html
Glutamate-1-semialdehyde 2,1-aminomutase (EC 5.4.3.8)	LWTK01000032	DEG10180034	22137	22561	27928	30555	cluster-1	t1pks	1-47217	5367	Nostoc sp. ATCC 43529	Cyanobacteria	0	-1.00	1	232810	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LWTK01000032/index.html
Malonyl CoA-acyl carrier protein transacylase (EC 2.3.1.39)	NJAL01000001	DEG10180179	93576	93905	100082	101242	cluster-1	transatpks-otherks	1221-108264	6177	Candidatus Didemnitutus mandela (symbiont metagenome)	Verrucomicrobia	0	-1.00	1	108264	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/NJAL01000001/index.html
Arginine repressor	NZ_UPHS01000067	DEG10180483	13619	14053	9086	9586	cluster-1	t3pks-t1pks	1-36214	4033	Mycobacterium sp. MK191	Actinobacteria	0	-1.00	0	36214	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NZ_UPHS01000067/index.html
Large-conductance mechanosensitive channel	MQUQ01000005	DEG10180490	392025	392447	384366	384770	cluster-3	t1pks	372015-431637	7255	Amycolatopsis coloradensis	Actinobacteria	0	-1.00	1	844625	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MQUQ01000005/index.html
Hypothetical protein ydgE	LPVE01000022	DEG10180267	41093	41525	34818	35171	cluster-1	transatpks-otherks-nrps	20555-130652	5922	Bacillus halotolerans	Firmicutes	0	-1.00	1	962002	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LPVE01000022/index.html
3-oxoacyl-[acyl-carrier-protein] synthase I (EC 2.3.1.41)	CP023888	DEG10180363	1674957	1675267	1674867	1676090	cluster-1	ladderane-t1pks-nrps	1616984-1696090	400	Raoultella ornithinolytica	Proteobacteria	0	-1.00	4	5633990	True	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP023888_1524921_1826087/index.html
Malonyl CoA-acyl carrier protein transacylase (EC 2.3.1.39)	JWLZ01000199	DEG10180179	43917	44337	48437	49699	cluster-1	transatpks-nrps	6486-52052	4100	Photobacterium gaetbulicola	Proteobacteria	0	-1.00	1	52052	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JWLZ01000199/index.html
Pyrroline-5-carboxylate reductase (EC 1.5.1.2)	CM001488	DEG10180072	3877333	3877794	3871952	3872803	cluster-1	t1pks	3856638-3908076	4530	Desulfobacter postgatei 2ac9	Proteobacteria	0	-1.00	1	3974658	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CM001488_3730169_3974658/index.html
Malonyl CoA-acyl carrier protein transacylase (EC 2.3.1.39)	PSYZ01000012	DEG10180179	209893	210314	217623	218954	cluster-2	t1pks	179373-236719	7309	Nocardia nova	Actinobacteria	0	-1.00	1	275533	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/PSYZ01000012/index.html
Prolyl-tRNA synthetase (EC 6.1.1.15)	FWCN01000002	DEG10180054	877112	877387	867118	868860	cluster-2	t1pks	857112-902928	8252	Mycobacteroides abscessus subsp. massiliense	Actinobacteria	0	-1.00	1	1208835	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FWCN01000002_732910_1033371/index.html
Hypothetical protein ydgE	CP014840	DEG10180267	2159431	2159863	2152908	2153255	cluster-3	transatpks-otherks-nrps	2138893-2249309	6176	Bacillus subtilis subsp. globigii	Firmicutes	0	-1.00	1	4175482	True	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP014840_1780359_2369896/index.html
Glutamate-1-semialdehyde 2,1-aminomutase (EC 5.4.3.8)	NSGD01000020	DEG10180034	59556	59981	56930	58246	cluster-1	t1pks-nrps	26088-73671	1310	Mesorhizobium sp. WSM3864	Proteobacteria	0	-1.00	0	73671	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/NSGD01000020/index.html
N-acetyl-gamma-glutamyl-phosphate reductase (EC 1.2.1.38)	BFCH01000018	DEG10180564	510415	510840	500593	501636	cluster-1	t3pks-t1pks	489172-547491	8779	Mycobacterium montefiorense	Actinobacteria	0	-1.00	1	1249368	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/BFCH01000018_360489_674400/index.html
3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase (EC 4.2.1.60)	DNJC01000006	DEG10180156	123360	123812	116045	123340	cluster-1	t1pks-otherks	96045-150782	20	Geobacter sp. (groundwater metagenome)	Proteobacteria	0	-1.00	2	212415	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/DNJC01000006/index.html
Arginine repressor	CP000854	DEG10180483	2993378	2993805	2988775	2989275	cluster-2	t3pks-t1pks	2972146-3030380	4103	Mycobacterium marinum M	Actinobacteria	0	-1.00	1	6636827	True	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP000854_2665560_3157322/index.html
Glutamate-1-semialdehyde 2,1-aminomutase (EC 5.4.3.8)	NQNB01000067	DEG10180034	19673	20097	19640	33040	cluster-1	t1pks-nrps	1-70416	457	Burkholderia ubonensis	Proteobacteria	0	-1.00	1	243422	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/NQNB01000067/index.html
Succinyl-diaminopimelate desuccinylase (EC 3.5.1.18)	LNXV01000033	DEG10180376	151680	152103	145147	146289	cluster-1	t1pks	131066-178046	5391	Legionella brunensis	Proteobacteria	0	-1.00	1	525402	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LNXV01000033/index.html
Malonyl CoA-acyl carrier protein transacylase (EC 2.3.1.39)	ASXP01000007	DEG10180179	27574	28004	37366	38223	cluster-1	transatpks	4517-57230	9362	Sporomusa ovata DSM 2662	Firmicutes	0	-1.00	1	94571	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/ASXP01000007/index.html
Hypothetical transport protein yeaN	PDDY01000001	DEG10180304	894701	894956	884645	885835	cluster-2	nrps-transatpks-otherks	874541-972512	8866	Burkholderia gladioli	Proteobacteria	0	-1.00	1	3903241	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/PDDY01000001_791487_1092803/index.html
3-oxoacyl-[acyl-carrier-protein] synthase I (EC 2.3.1.41)	PZZX01000004	DEG10180363	210000	210384	209996	211264	cluster-1	t2pks-t1pks	170654-231264	388	Streptomyces sp. VMFN-G11Ma	Actinobacteria	0	-1.00	1	567962	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/PZZX01000004/index.html
Peptidyl-prolyl cis-trans isomerase B (EC 5.2.1.8)	CP022088	DEG10180098	6361669	6362102	6359433	6359930	cluster-2	t1pks	6341530-6386956	1739	Nocardia brasiliensis	Actinobacteria	0	-1.00	3	8934655	True	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP022088_6035707_6800858/index.html
Aspartyl-tRNA synthetase (EC 6.1.1.12)	CP025957	DEG10180315	3609638	3610075	3602737	3604506	cluster-1	transatpks-otherks-nrps	3589008-3686609	5132	Paenibacillus polymyxa	Firmicutes	0	-1.00	2	5745779	True	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP025957_3498335_3799585/index.html
Phenylacetic acid degradation protein paaC	AP017423	DEG10180238	1044122	1044536	1038019	1038780	cluster-1	t1pks-nrps	1022249-1077257	5342	Pseudomonas sp. LAB-08	Proteobacteria	0	-1.00	1	6733957	True	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/AP017423_894149_1195393/index.html
Dihydrolipoamide succinyltransferase component of 2-oxoglutarate dehydrogenase complex (EC 2.3.1.61)	CYHL01000044	DEG10180125	45774	46195	36068	37396	cluster-1	transatpks	25110-93588	8378	Bacillus amyloliquefaciens	Firmicutes	0	-1.00	1	93588	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CYHL01000044/index.html
3-oxoacyl-[acyl-carrier-protein] synthase I (EC 2.3.1.41)	LIPQ01000066	DEG10180363	5860	6187	5784	7001	cluster-1	t1pks	1-28710	403	Streptomyces aureus	Actinobacteria	0	-1.00	1	28710	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LIPQ01000066/index.html
Enoyl-[acyl-carrier-protein] reductase [NADH] (EC 1.3.1.9)	CEUW01048100	DEG10180225	6880	7339	6055	6849	cluster-1	t1pks	1-13841	31	marine metagenome	metagenomes	0	-1.00	1	13841	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CEUW01048100/index.html
DNA pantothenate metabolism flavoprotein	MPOI01000010	DEG10180538	38394	38813	27615	28838	cluster-1	t1pks-nrps	18375-88216	9556	Archangium sp. Cb G35	Proteobacteria	0	-1.00	1	562281	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MPOI01000010/index.html
Glutamate aspartate transport ATP-binding protein gltL	CP017708	DEG10180114	2541886	2542311	2540699	2541373	cluster-1	t3pks-nrps-t1pks-otherks	2497435-2645291	513	Moorea producens JHB	Cyanobacteria	0	-1.00	22	9373345	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CP017708/index.html
Protein crcB	JOMN01000022	DEG10180107	67822	68250	67234	67641	cluster-1	t1pks	47816-90636	181	Acetobacter sp. DmW_043	Proteobacteria	0	-1.00	0	90636	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JOMN01000022/index.html
Oligopeptide transport system permease protein oppC	KQ948768	DEG10180213	34069	34497	28600	29460	cluster-1	t1pks	14034-82736	4609	Streptomyces griseoruber	Actinobacteria	0	-1.00	0	411314	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KQ948768/index.html
3-oxoacyl-[acyl-carrier-protein] synthase I (EC 2.3.1.41)	JOHJ01000045	DEG10180363	50134	50363	48847	50055	cluster-1	phosphonate-t1pks-ladderane	11523-84891	79	Streptomyces sp. NRRL F-5555	Actinobacteria	0	-1.00	2	122448	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JOHJ01000045/index.html
1-deoxy-D-xylulose 5-phosphate synthase (EC 4.1.3.37)	JOIZ01000003	DEG10180080	255139	255468	251452	253386	cluster-1	terpene-t3pks-t1pks-nrps	241264-345243	1753	Streptomyces sp. NRRL S-37	Actinobacteria	0	-1.00	1	345243	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JOIZ01000003/index.html
Phenylacetic acid degradation protein paaC	CP003275	DEG10180238	1513089	1513518	1507166	1508041	cluster-3	t1pks-nrps	1489978-1547401	5048	Streptomyces hygroscopicus subsp. jinggangensis 5008	Actinobacteria	0	-1.00	2	10145833	True	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP003275_1214177_1666842/index.html
3-oxoacyl-[acyl-carrier-protein] synthase I (EC 2.3.1.41)	QVNQ01000010	DEG10180363	233775	234114	233702	234994	cluster-2	t1pks	227218-274885	412	Actinomadura sp. LHW52907	Actinobacteria	0	-1.00	1	303547	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/QVNQ01000010/index.html
Phenylacetic acid degradation protein paaY	NZ_JNWZ01000076	DEG10180240	4832	5252	8967	9530	cluster-1	t1pks	1-27807	3715	Kitasatospora phosalacinea	Actinobacteria	0	-1.00	0	34468	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NZ_JNWZ01000076/index.html
Malonyl CoA-acyl carrier protein transacylase (EC 2.3.1.39)	CP026308	DEG10180179	1398528	1398940	1404768	1406756	cluster-1	transatpks	1356981-1424680	5828	Ralstonia solanacearum	Proteobacteria	0	-1.00	1	1949116	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP026308_1239880_1541151/index.html
3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100)	PHNC01000008	DEG10180180	8990	9126	3233	3997	cluster-1	ladderane-t1pks-nrps	1-87634	4993	Streptomyces orinoci	Actinobacteria	0	-1.00	1	324896	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/PHNC01000008/index.html
L-arabinose transport ATP-binding protein araG	JXSX01000001	DEG10180323	3971801	3972211	3962924	3964468	cluster-1	t1pks	3950520-4015682	7333	Micromonospora carbonacea	Actinobacteria	0	-1.00	5	4042269	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JXSX01000001_3824354_4042269/index.html
Glutamate-1-semialdehyde 2,1-aminomutase (EC 5.4.3.8)	CP006890	DEG10180034	1922778	1923200	1922108	1934056	cluster-3	transatpks-nrps	1878029-2015842	1092	Bacillus velezensis SQR9	Firmicutes	0	-1.00	1	4117023	True	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP006890_1270930_2082049/index.html
3-oxoacyl-[acyl-carrier-protein] synthase III (EC 2.3.1.41)	CP001037	DEG10180178	2514052	2514456	2512911	2513912	cluster-1	t1pks	2503324-2568631	140	Nostoc punctiforme PCC 73102 (Nostoc punctiforme ATCC 29133)	Cyanobacteria	0	-1.00	2	8234322	True	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP001037_2364070_2831690/index.html
Elongation factor Tu	NZ_MLYN01000089	DEG10180508	68450	68494	64126	65304	cluster-1	t1pks-otherks	23689-76178	3146	Streptomyces sp. MUSC 14	Actinobacteria	0	-1.00	0	136014	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NZ_MLYN01000089/index.html
Porphobilinogen deaminase (EC 4.3.1.8)	BBRS01000012	DEG10180552	17996	18411	7516	8451	cluster-1	t1pks-nrps	1-76582	9545	Streptomyces sp. JHA19	Actinobacteria	0	-1.00	1	242794	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/BBRS01000012/index.html
Hypothetical protein ydgE	PQAN01000146	DEG10180267	7504	7931	16905	17240	cluster-1	t1pks	1-32996	8974	Methylocystaceae bacterium (bioreactor metagenome)	Proteobacteria	0	-1.00	1	32996	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/PQAN01000146/index.html
3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100)	CP004388	DEG10180180	3057364	3057709	3056573	3057298	cluster-1	t1pks-arylpolyene-nrps	2980105-3078542	66	Thalassospira xiamenensis M-5 = DSM 17429	Proteobacteria	0	-1.00	19	4576570	True	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CP004388/index.html
Hypothetical protein ydiO	JNXC01000059	DEG10180282	13128	13553	2088	3266	cluster-1	t1pks-nrps	1-24132	9862	Saccharothrix sp. NRRL B-16314	Actinobacteria	0	-1.00	1	24132	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JNXC01000059/index.html
3-oxoacyl-[acyl-carrier-protein] synthase I (EC 2.3.1.41)	QTTT01000001	DEG10180363	3344831	3345219	3344826	3346097	cluster-1	t2pks-t1pks	3323615-3386275	393	Actinomadura umbrina	Actinobacteria	0	-1.00	4	7396071	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/QTTT01000001_3193624_3511418/index.html
Serine hydroxymethyltransferase (EC 2.1.2.1)	CP015726	DEG10180392	7285139	7285570	7279094	7280365	cluster-23	t1pks-otherks	7265112-7381410	4774	Streptomyces sp. RTd22	Actinobacteria	0	-1.00	74	11142275	True	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CP015726/index.html
3-oxoacyl-[acyl-carrier-protein] synthase I (EC 2.3.1.41)	MSIF01000031	DEG10180363	64906	65257	64859	66058	cluster-1	butyrolactone-lantipeptide-t1pks-nrps	1-88314	398	Actinophytocola xinjiangensis	Actinobacteria	0	-1.00	1	89854	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MSIF01000031/index.html
