target_name		gbid	score_final	antismashfile	cluster_num	cluster_type	distance	species	phyla	homologs	homologs_list	pident_list	redundant	target count 	copynum	coevolution score	in pos set	in pos set homologs	in pos set redundnat
Aminodeoxychorismate synthase component 1	sp_P05041_PABB_ECOLI	AJ575648	35	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/AJ575648/index.html	cluster-1	t1pks	1447	Streptomyces thioluteus	Actinobacteria	0	[]	1	[]	69	1	14.68150901	FALSE	FALSE	FALSE
Aminodeoxychorismate synthase component 1	sp_P05041_PABB_ECOLI	CP004350	40	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP004350_2744865_3046130/index.html	cluster-2	t1pks	1888	Corynebacterium casei LMG S-19264	Actinobacteria	0	[]	3	"[u'CP009251', u'CP019705']"	69	1	2.732372777	FALSE	FALSE	FALSE
Aminodeoxychorismate synthase component 1	sp_P05041_PABB_ECOLI	CP031742	60	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP031742_6837366_7220839/index.html	cluster-2	t1pks-nrps	4253	Streptomyces koyangensis	Actinobacteria	7	"[u'BBNN01000039', u'CP019724', u'CP019724', u'FMCM01000285', u'JOFW01000016', u'JOIZ01000015', u'LMTQ02000032']"	27	"[u'AMPN02000002', u'CM002271', u'CP004370', u'CP009802', u'CP014485', u'CP016824', u'CP029338', u'DS999645', u'FMBX01000003', u'FMCF01000008', u'FR873698', u'JHDU01000020', u'JNZI01000016', u'JOGQ01000019', u'JOGU01000015', u'JTCK01000028', u'KB890710', u'KB898240', u'KN549162', u'KV861362', u'KZ195583', u'LAYX01000019', u'LLZL01000002', u'MNPQ01000024', u'NZ_AZYD01000015', u'UHID01000005']"	69	2	7.757554265	FALSE	FALSE	FALSE
Serine--tRNA ligase	sp_P0A8L1_SYS_ECOLI	AP010968	50	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/AP010968_2627580_3213579/index.html	cluster-2	t1pks-otherks	1749	Kitasatospora setae KM-6054	Actinobacteria	14	"[u'BBNN01000050', u'FNIE01000009', u'JOCT01000005', u'JOIZ01000010', u'JOJB01000034', u'JQLN01000002', u'KN039947', u'LBDA02000024', u'MCGQ01000010', u'MTKC01000003', u'NZ_KN039947', u'OAOJ01000001', u'PJMO01000001', u'QLLW01000001']"	1	[]	44	4	11.32190576	FALSE	FALSE	FALSE
Aminodeoxychorismate synthase component 1	sp_P05041_PABB_ECOLI	JOAQ01000015	45	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JOAQ01000015/index.html	cluster-2	t1pks	196	Streptomyces ruber	Actinobacteria	2	"[u'LFXA01000003', u'LJSN01000002']"	3	"[u'JNXT01000038', u'KB889708']"	69	1	16.00739318	FALSE	FALSE	FALSE
Acetylornithine/succinyldiaminopimelate aminotransferase	sp_P18335_ARGD_ECOLI	LPBY01000058	55	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LPBY01000058/index.html	cluster-1	bacteriocin-transatpks-t1pks-nrps	1990	Burkholderia ubonensis	Proteobacteria	3	"[u'CP013392', u'CP013405', u'NKFM01000062']"	55	"[u'ABBE01000764', u'CP009487', u'CP013368', u'CP013442', u'CP013445', u'CP013465', u'JRFO01000005', u'LNJU01000004', u'LOTM01000036', u'LOTO01000012', u'LOVI01000073', u'LOVL01000025', u'LOVP01000079', u'LOVR01000062', u'LOXM01000119', u'LOZJ01000091', u'LPAK01000053', u'LPBH01000001', u'LPBJ01000104', u'LPBW01000066', u'LPCC01000023', u'LPDO01000022', u'LPDY01000079', u'LPEA01000088', u'LPEC01000052', u'LPEH01000089', u'LPEP01000065', u'LPFC01000091', u'LPFE01000058', u'LPFP01000076', u'LPFY01000022', u'LPFZ01000051', u'LPGB01000072', u'LPGN01000004', u'LPHJ01000104', u'LPHR01000070', u'LPIP01000016', u'LPIU01000016', u'LPJF01000052', u'LPJH01000050', u'LPKF01000029', u'LPLF01000054', u'MEAS01000041', u'MEAU01000031', u'MEAX01000018', u'MEBC01000001', u'MEBE01000001', u'MEBF01000045', u'MEBJ01000034', u'MEBK01000023', u'MEBL01000034', u'MECN01000002', u'NQNB01000067', u'NQNC01000002']"	85	1	5.739721611	FALSE	FALSE	FALSE
Elongation factor Tu 1	sp_P0CE47_EFTU1_ECOLI	CP006259	50	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP006259_1474120_1780948/index.html	cluster-3	t1pks-otherks	3385	Streptomyces collinus Tu 365	Actinobacteria	2	"[u'CP015588', u'JODF01000057']"	27	"[u'BA000030', u'BBNN01000050', u'CP016279', u'FKJI03000004', u'FNTD01000004', u'GV586860', u'JOCT01000005', u'JOIZ01000010', u'JOJB01000034', u'KL591194', u'KN039947', u'KQ948030', u'KQ948851', u'LBDA02000024', u'LGDV01000038', u'LGKJ01000215', u'MCGQ01000010', u'MLYN01000035', u'MLYO01000016', u'MQUS01000035', u'MTKC01000003', u'NZ_KN039947', u'PHUI01000001', u'PJMO01000001', u'QLLW01000001', u'QXCZ01000001']"	44	2	10.68055163	FALSE	FALSE	FALSE
UDP-3-O-acyl-N-acetylglucosamine deacetylase	sp_P0A725_LPXC_ECOLI	AP013062	40	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/AP013062/index.html	cluster-1	t1pks	24	Burkholderia sp. RPE64	Proteobacteria	31	"[u'BBJF01000005', u'CP013730', u'CP015033', u'CP015036', u'CP016442', u'CP017562', u'CP023522', u'CP029824', u'FNCJ01000011', u'FUZW01000002', u'JPGM01000008', u'JSZN01000033', u'KI421535', u'KN150849', u'KN150939', u'LAVN01000003', u'LDWR01000005', u'LOWB01000076', u'LOWV01000038', u'LOYC01000030', u'LOYN01000022', u'LPCO01000066', u'LPEQ01000122', u'LPKA01000024', u'LR025742', u'ML058600', u'NBSQ01000002', u'OEOG01000026', u'PVGX01000094', u'PVHJ01000137', u'RAIM01000002']"	2	[u'FXAT01000008']	37	1	16.11052337	FALSE	FALSE	FALSE
Serine--tRNA ligase	sp_P0A8L1_SYS_ECOLI	MLYN01000035	45	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MLYN01000035/index.html	cluster-1	t1pks	2405	Streptomyces sp. MUSC 14	Actinobacteria	3	"[u'CP015588', u'JODF01000057', u'JQLN01000002']"	27	"[u'BA000030', u'BBNN01000050', u'CP006259', u'CP016279', u'FKJI03000004', u'FNTD01000004', u'GV586860', u'JOCT01000005', u'JOIZ01000010', u'JOJB01000034', u'KL591194', u'KN039947', u'KQ948030', u'KQ948851', u'LBDA02000024', u'LGDV01000038', u'LGKJ01000215', u'MCGQ01000010', u'MLYO01000016', u'MQUS01000035', u'MTKC01000003', u'NZ_KN039947', u'PHUI01000001', u'PJMO01000001', u'QLLW01000001', u'QXCZ01000001']"	44	1	12.78735244	FALSE	FALSE	FALSE
Aminodeoxychorismate synthase component 1	sp_P05041_PABB_ECOLI	KV861362	60	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KV861362_0_417699/index.html	cluster-1	lantipeptide-t1pks-nrps	817	Streptomyces sampsonii	Actinobacteria	6	"[u'BBNN01000039', u'CP019724', u'CP019724', u'JOFW01000016', u'JOIZ01000015', u'LMTQ02000032']"	28	"[u'AMPN02000002', u'CM002271', u'CP004370', u'CP009802', u'CP014485', u'CP016824', u'CP029338', u'CP031742', u'DS999645', u'FMBX01000003', u'FMCF01000008', u'FMCM01000285', u'FR873698', u'JHDU01000020', u'JNZI01000016', u'JOGQ01000019', u'JOGU01000015', u'JTCK01000028', u'KB890710', u'KB898240', u'KN549162', u'KZ195583', u'LAYX01000019', u'LLZL01000002', u'MNPQ01000024', u'NZ_AZYD01000015', u'UHID01000005']"	69	2	6.364710898	FALSE	FALSE	FALSE
Pyruvate dehydrogenase [ubiquinone]	sp_P07003_POXB_ECOLI	CP031320	40	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CP031320/index.html	cluster-25	t1pks	4327	Streptomyces armeniacus	Actinobacteria	0	[]	3	[]	103	2	10.11867683	FALSE	FALSE	FALSE
Acetylornithine/succinyldiaminopimelate aminotransferase	sp_P18335_ARGD_ECOLI	LOVP01000079	55	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LOVP01000079/index.html	cluster-1	bacteriocin-transatpks-t1pks-nrps	1990	Burkholderia ubonensis	Proteobacteria	3	"[u'CP013392', u'CP013405', u'NKFM01000062']"	55	"[u'ABBE01000764', u'CP009487', u'CP013368', u'CP013442', u'CP013445', u'CP013465', u'JRFO01000005', u'LNJU01000004', u'LOTM01000036', u'LOTO01000012', u'LOVI01000073', u'LOVL01000025', u'LOVR01000062', u'LOXM01000119', u'LOZJ01000091', u'LPAK01000053', u'LPBH01000001', u'LPBJ01000104', u'LPBW01000066', u'LPBY01000058', u'LPCC01000023', u'LPDO01000022', u'LPDY01000079', u'LPEA01000088', u'LPEC01000052', u'LPEH01000089', u'LPEP01000065', u'LPFC01000091', u'LPFE01000058', u'LPFP01000076', u'LPFY01000022', u'LPFZ01000051', u'LPGB01000072', u'LPGN01000004', u'LPHJ01000104', u'LPHR01000070', u'LPIP01000016', u'LPIU01000016', u'LPJF01000052', u'LPJH01000050', u'LPKF01000029', u'LPLF01000054', u'MEAS01000041', u'MEAU01000031', u'MEAX01000018', u'MEBC01000001', u'MEBE01000001', u'MEBF01000045', u'MEBJ01000034', u'MEBK01000023', u'MEBL01000034', u'MECN01000002', u'NQNB01000067', u'NQNC01000002']"	85	1	5.814015052	FALSE	FALSE	FALSE
3-oxoacyl-[acyl-carrier-protein] reductase FabG	sp_P0AEK2_FABG_ECOLI	MDLC01000001	55	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MDLC01000001/index.html	cluster-1	transatpks-otherks	653	Candidatus Endobugula sertula (Bugula neritina bacterial symbiont)	Proteobacteria	0	[]	1	[]	4	1	4.12410106	FALSE	FALSE	FALSE
Serine--tRNA ligase	sp_P0A8L1_SYS_ECOLI	PHUI01000001	50	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/PHUI01000001_5851793_6162835/index.html	cluster-1	t1pks	1679	Streptomyces sp. 69	Actinobacteria	5	"[u'CP015588', u'FNIE01000009', u'JODF01000057', u'JQLN01000002', u'OAOJ01000001']"	27	"[u'BA000030', u'BBNN01000050', u'CP006259', u'CP016279', u'FKJI03000004', u'FNTD01000004', u'GV586860', u'JOCT01000005', u'JOIZ01000010', u'JOJB01000034', u'KL591194', u'KN039947', u'KQ948030', u'KQ948851', u'LBDA02000024', u'LGDV01000038', u'LGKJ01000215', u'MCGQ01000010', u'MLYN01000035', u'MLYO01000016', u'MQUS01000035', u'MTKC01000003', u'NZ_KN039947', u'PJMO01000001', u'QLLW01000001', u'QXCZ01000001']"	44	2	12.52613637	FALSE	FALSE	FALSE
2-succinylbenzoate--CoA ligase	sp_P37353_MENE_ECOLI	LT629789	35	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LT629789_155108_601077/index.html	cluster-1	t1pks-nrps	390	Amycolatopsis keratiniphila	Actinobacteria	0	[]	6	"[u'CP003410', u'CP008953', u'JPLW01000006', u'LIWC01000007', u'LQMT02000005']"	13	0	21.97894044	FALSE	FALSE	FALSE
Acetylornithine/succinyldiaminopimelate aminotransferase	sp_P18335_ARGD_ECOLI	CP022545	50	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CP022545/index.html	cluster-6	t1pks	2898	Streptomyces sp. 11-1-2	Actinobacteria	2	"[u'BDFA01000009', u'CP018627']"	7	"[u'CP019458', u'CP023992', u'CP025018', u'CP025018', u'LJIW01000002', u'LK022848']"	85	9	12.37858377	FALSE	FALSE	FALSE
ATP-dependent Clp protease proteolytic subunit	sp_P0A6G7_CLPP_ECOLI	LT990689	65	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/LT990689/index.html	cluster-1	t1pks-nrps	1580	Streptomyces caniferus	Actinobacteria	1	[u'QUAC01000116']	1	[]	12	1	9.689001544	FALSE	FALSE	FALSE
Acetylornithine/succinyldiaminopimelate aminotransferase	sp_P18335_ARGD_ECOLI	DIYT01000049	35	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/DIYT01000049/index.html	cluster-1	t1pks-nrps	309	Cyanobacteria bacterium UBA6047 (coral metagenome)	Cyanobacteria	0	[]	2	[u'DIYQ01000012']	85	1	12.90705844	FALSE	FALSE	FALSE
Acetylornithine/succinyldiaminopimelate aminotransferase	sp_P18335_ARGD_ECOLI	LPIU01000016	55	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LPIU01000016/index.html	cluster-1	bacteriocin-t1pks-arylpolyene-nrps	1990	Burkholderia ubonensis	Proteobacteria	1	[u'CP013405']	57	"[u'ABBE01000764', u'CP009487', u'CP013368', u'CP013392', u'CP013442', u'CP013445', u'CP013465', u'JRFO01000005', u'LNJU01000004', u'LOTM01000036', u'LOTO01000012', u'LOVI01000073', u'LOVL01000025', u'LOVP01000079', u'LOVR01000062', u'LOXM01000119', u'LOZJ01000091', u'LPAK01000053', u'LPBH01000001', u'LPBJ01000104', u'LPBW01000066', u'LPBY01000058', u'LPCC01000023', u'LPDO01000022', u'LPDY01000079', u'LPEA01000088', u'LPEC01000052', u'LPEH01000089', u'LPEP01000065', u'LPFC01000091', u'LPFE01000058', u'LPFP01000076', u'LPFY01000022', u'LPFZ01000051', u'LPGB01000072', u'LPGN01000004', u'LPHJ01000104', u'LPHR01000070', u'LPIP01000016', u'LPJF01000052', u'LPJH01000050', u'LPKF01000029', u'LPLF01000054', u'MEAS01000041', u'MEAU01000031', u'MEAX01000018', u'MEBC01000001', u'MEBE01000001', u'MEBF01000045', u'MEBJ01000034', u'MEBK01000023', u'MEBL01000034', u'MECN01000002', u'NKFM01000062', u'NQNB01000067', u'NQNC01000002']"	85	1	5.86832792	FALSE	FALSE	FALSE
Aminodeoxychorismate synthase component 1	sp_P05041_PABB_ECOLI	JOHT01000001	55	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JOHT01000001/index.html	cluster-4	t1pks	696	Streptomyces sp. NRRL F-5053	Actinobacteria	7	"[u'BBNN01000039', u'CP030862', u'JOFW01000016', u'JOIZ01000015', u'KB846722', u'LMTQ02000032', u'MOEP01000024']"	2	[u'MUBL01000293']	69	1	7.947295419	FALSE	FALSE	FALSE
Aminodeoxychorismate synthase component 1	sp_P05041_PABB_ECOLI	CP021748	50	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP021748_7994047_8534799/index.html	cluster-2	t1pks	2379	Streptomyces alboflavus	Actinobacteria	3	"[u'AM778535', u'JOJM01000031', u'PHNC01000011']"	2	[u'JODN01000004']	69	2	15.9859396	FALSE	FALSE	FALSE
"1,4-dihydroxy-2-naphthoyl-CoA synthase"	sp_P0ABU0_MENB_ECOLI	JOGJ01000001	55	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JOGJ01000001/index.html	cluster-2	t3pks-t1pks-nrps	3535	Streptomyces sp. NRRL F-5635	Actinobacteria	0	[]	5	"[u'BBOK01000004', u'BDJC01000003', u'JNLT01000017', u'OLMK01000009']"	9	1	5.932322617	FALSE	FALSE	FALSE
ATP-dependent zinc metalloprotease FtsH	sp_P0AAI3_FTSH_ECOLI	RCHV01000002	55	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/RCHV01000002_3335193_3972010/index.html	cluster-1	t1pks	4785	Streptomyces phytohabitans	Actinobacteria	0	[]	1	[]	7	1	5.440400097	FALSE	FALSE	FALSE
Aminodeoxychorismate synthase component 1	sp_P05041_PABB_ECOLI	MEIA01000001	55	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MEIA01000001/index.html	cluster-1	t1pks	3819	Couchioplanes caeruleus subsp. caeruleus	Actinobacteria	1	[u'KB897476']	1	[]	69	1	8.708070115	FALSE	FALSE	FALSE
3-oxoacyl-[acyl-carrier-protein] reductase FabG	sp_P0AEK2_FABG_ECOLI	DDUX01000020	55	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/DDUX01000020/index.html	cluster-1	t1pks	464	Candidatus Accumulibacter phosphatis (bioreactor sludge metagenome)	Proteobacteria	0	[]	1	[]	4	1	2.575133735	FALSE	FALSE	FALSE
Acetylornithine/succinyldiaminopimelate aminotransferase	sp_P18335_ARGD_ECOLI	CP013392	60	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CP013392/index.html	cluster-3	terpene-t1pks-nrps	1932	Burkholderia lata	Proteobacteria	34	"[u'CP013442', u'CP013445', u'JRFO01000005', u'LNJU01000004', u'LOVI01000073', u'LOVL01000025', u'LOVP01000079', u'LOVR01000062', u'LOZJ01000091', u'LPAK01000053', u'LPBH01000001', u'LPBJ01000104', u'LPBW01000066', u'LPBY01000058', u'LPCC01000023', u'LPEA01000088', u'LPEH01000089', u'LPEP01000065', u'LPFC01000091', u'LPFP01000076', u'LPFZ01000051', u'LPGN01000004', u'LPHJ01000104', u'LPIP01000016', u'LPJH01000050', u'LPKF01000029', u'LPLF01000054', u'MEAS01000041', u'MEAX01000018', u'MEBC01000001', u'MEBE01000001', u'MEBF01000045', u'MEBJ01000034', u'MEBL01000034']"	24	"[u'ABBE01000764', u'CP009487', u'CP013368', u'CP013405', u'CP013465', u'LOTM01000036', u'LOTO01000012', u'LOXM01000119', u'LPDO01000022', u'LPDY01000079', u'LPEC01000052', u'LPFE01000058', u'LPFY01000022', u'LPGB01000072', u'LPHR01000070', u'LPIU01000016', u'LPJF01000052', u'MEAU01000031', u'MEBK01000023', u'MECN01000002', u'NKFM01000062', u'NQNB01000067', u'NQNC01000002']"	85	2	6.988734322	FALSE	FALSE	FALSE
Transcriptional regulatory protein WalR	sp_Q9RDT5_WALR_STAAU	BARF01000097	45	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/BARF01000097/index.html	cluster-1	t1pks-otherks	3458	Streptomyces prunicolor NBRC 13075	Actinobacteria	0	[]	3	"[u'KL574155', u'NZ_BARF01000097']"	52	1	4.736542435	FALSE	FALSE	FALSE
Phospho-N-acetylmuramoyl-pentapeptide-transferase	sp_P0A6W3_MRAY_ECOLI	AQUZ01000004	25	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/AQUZ01000004/index.html	cluster-1	t1pks-nrps	2186	Kribbella catacumbae DSM 19601	Actinobacteria	0	[]	1	[]	1	1	0	FALSE	FALSE	FALSE
Acetylornithine/succinyldiaminopimelate aminotransferase	sp_P18335_ARGD_ECOLI	LPEC01000052	55	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LPEC01000052/index.html	cluster-2	t1pks-nrps	4639	Burkholderia ubonensis	Proteobacteria	2	"[u'CP013405', u'NKFM01000062']"	56	"[u'ABBE01000764', u'CP009487', u'CP013368', u'CP013392', u'CP013442', u'CP013445', u'CP013465', u'JRFO01000005', u'LNJU01000004', u'LOTM01000036', u'LOTO01000012', u'LOVI01000073', u'LOVL01000025', u'LOVP01000079', u'LOVR01000062', u'LOXM01000119', u'LOZJ01000091', u'LPAK01000053', u'LPBH01000001', u'LPBJ01000104', u'LPBW01000066', u'LPBY01000058', u'LPCC01000023', u'LPDO01000022', u'LPDY01000079', u'LPEA01000088', u'LPEH01000089', u'LPEP01000065', u'LPFC01000091', u'LPFE01000058', u'LPFP01000076', u'LPFY01000022', u'LPFZ01000051', u'LPGB01000072', u'LPGN01000004', u'LPHJ01000104', u'LPHR01000070', u'LPIP01000016', u'LPIU01000016', u'LPJF01000052', u'LPJH01000050', u'LPKF01000029', u'LPLF01000054', u'MEAS01000041', u'MEAU01000031', u'MEAX01000018', u'MEBC01000001', u'MEBE01000001', u'MEBF01000045', u'MEBJ01000034', u'MEBK01000023', u'MEBL01000034', u'MECN01000002', u'NQNB01000067', u'NQNC01000002']"	85	1	5.953571541	FALSE	FALSE	FALSE
UDP-3-O-acyl-N-acetylglucosamine deacetylase	sp_P0A725_LPXC_ECOLI	BBJF01000005	55	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/BBJF01000005/index.html	cluster-1	t1pks	5	Paraburkholderia ginsengisoli NBRC 100965	Proteobacteria	30	"[u'AP013062', u'CP013730', u'CP015033', u'CP015036', u'CP016442', u'CP023522', u'CP029824', u'FNCJ01000011', u'FUZW01000002', u'FXAT01000008', u'JPGM01000008', u'JSZN01000033', u'KI421535', u'KN150849', u'KN150939', u'LAVN01000003', u'LDWR01000005', u'LOWB01000076', u'LOWV01000038', u'LOYC01000030', u'LOYN01000022', u'LPCO01000066', u'LPEQ01000122', u'LR025742', u'ML058600', u'NBSQ01000002', u'OEOG01000026', u'PVGX01000094', u'PVHJ01000137', u'QJSQ01000029']"	3	"[u'CP017562', u'RAIM01000002']"	37	1	9.912483088	FALSE	FALSE	FALSE
Aspartate--tRNA ligase	sp_P21889_SYD_ECOLI	HG529702	55	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/HG529702/index.html	cluster-1	t1pks	2357	Melanopsichium pennsylvanicum 4	Fungi	0	[]	1	[]	10	1	8.880373426	FALSE	FALSE	FALSE
Transcriptional regulatory protein WalR	sp_Q9RDT5_WALR_STAAU	LZMF01000132	45	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LZMF01000132/index.html	cluster-1	t1pks-nrps	881	Mycolicibacter sinensis	Actinobacteria	0	[]	12	"[u'AGAQ01000134', u'AUWR01000061', u'CP002329', u'LDPO01000010', u'LQOZ01000036', u'LQPG01000019', u'LQPI01000032', u'LT546166', u'LT906469', u'MVHH01000018', u'PUEV01000102']"	52	1	8.320716784	FALSE	FALSE	FALSE
Transcriptional regulatory protein WalR	sp_Q9RDT5_WALR_STAAU	NZ_BARF01000097	40	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NZ_BARF01000097/index.html	cluster-1	t1pks-otherks	3266	Streptomyces prunicolor NBRC 13075	Actinobacteria	0	[]	3	"[u'BARF01000097', u'KL574155']"	52	0	4.397296257	FALSE	FALSE	FALSE
ATP-dependent Clp protease proteolytic subunit	sp_P0A6G7_CLPP_ECOLI	BCQP01000050	60	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/BCQP01000050/index.html	cluster-1	t1pks	2978	Actinomadura chibensis NBRC 106107	Actinobacteria	0	[]	1	[]	12	2	9.193118726	FALSE	FALSE	FALSE
Transcriptional regulatory protein WalR	sp_Q9RDT5_WALR_STAAU	NZ_QXJM01000014	40	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NZ_QXJM01000014/index.html	cluster-1	t1pks-otherks	3799	Cohnella sp. K2E09-144	Firmicutes	0	[]	1	[]	52	0	4.216547138	FALSE	FALSE	FALSE
Transcription termination factor Rho	sp_P0AG30_RHO_ECOLI	UGNX01000001	45	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/UGNX01000001_0_243918/index.html	cluster-1	t1pks	3167	Legionella cincinnatiensis	Proteobacteria	0	[]	1	[]	4	1	10.36071892	FALSE	FALSE	FALSE
GMP synthase [glutamine-hydrolyzing]	sp_P04079_GUAA_ECOLI	LQOV01000002	25	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LQOV01000002/index.html	cluster-1	t1pks-nrps	3214	Mycobacterium florentinum	Actinobacteria	-1	[]	-1	[]	0	1	-1	FALSE	FALSE	FALSE
Serine--tRNA ligase	sp_P0A8L1_SYS_ECOLI	CP016279	50	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP016279_2066812_2816850/index.html	cluster-4	t1pks	1688	Streptomyces griseochromogenes	Actinobacteria	2	"[u'CP015588', u'JODF01000057']"	27	"[u'BA000030', u'BBNN01000050', u'CP006259', u'FKJI03000004', u'FNTD01000004', u'GV586860', u'JOCT01000005', u'JOIZ01000010', u'JOJB01000034', u'KL591194', u'KN039947', u'KQ948030', u'KQ948851', u'LBDA02000024', u'LGDV01000038', u'LGKJ01000215', u'MCGQ01000010', u'MLYN01000035', u'MLYO01000016', u'MQUS01000035', u'MTKC01000003', u'NZ_KN039947', u'PHUI01000001', u'PJMO01000001', u'QLLW01000001', u'QXCZ01000001']"	44	3	10.72666672	FALSE	FALSE	FALSE
UDP-3-O-acyl-N-acetylglucosamine deacetylase	sp_P0A725_LPXC_ECOLI	LOWV01000038	60	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LOWV01000038/index.html	cluster-1	t1pks	1	Burkholderia cenocepacia	Proteobacteria	18	"[u'AP013062', u'BBJF01000005', u'CP017562', u'CP023522', u'FNCJ01000011', u'FUZW01000002', u'FXAT01000008', u'JSZN01000033', u'KN150849', u'LAVN01000003', u'LOWB01000076', u'LPCO01000066', u'LPEQ01000122', u'LPKA01000024', u'ML058600', u'NBSQ01000002', u'QJSQ01000029', u'RAIM01000002']"	16	"[u'CP013730', u'CP015033', u'CP015036', u'CP016442', u'CP029824', u'JPGM01000008', u'KI421535', u'KN150939', u'LDWR01000005', u'LOYC01000030', u'LOYN01000022', u'LR025742', u'OEOG01000026', u'PVGX01000094', u'PVHJ01000137']"	37	2	5.12485538	FALSE	FALSE	FALSE
Serine--tRNA ligase	sp_P0A8L1_SYS_ECOLI	JQLN01000002	45	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JQLN01000002/index.html	cluster-1	t1pks	2522	Kitasatospora mediocidica KCTC 9733	Actinobacteria	23	"[u'AP010968', u'CM003601', u'FNIE01000009', u'KL591194', u'KN039947', u'KQ948030', u'KQ948851', u'LBDA02000024', u'LFNT01000028', u'LGDV01000038', u'LGKJ01000215', u'MCGQ01000010', u'MLYN01000035', u'MLYO01000016', u'MQUS01000035', u'MTKC01000003', u'NZ_KN039947', u'OAOJ01000001', u'PHUI01000001', u'PJME01000010', u'PJMO01000001', u'QLLW01000001', u'QXCZ01000001']"	1	[]	44	1	11.09366454	FALSE	FALSE	FALSE
UDP-3-O-acyl-N-acetylglucosamine deacetylase	sp_P0A725_LPXC_ECOLI	LAVN01000003	60	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LAVN01000003/index.html	cluster-1	t1pks	1235	Burkholderia gladioli	Proteobacteria	32	"[u'AP013062', u'AXAJ01000009', u'BBJF01000005', u'CP013730', u'CP015033', u'CP015036', u'CP016442', u'CP017562', u'CP029824', u'FNCJ01000011', u'FUZW01000002', u'FXAT01000008', u'JPGM01000008', u'JSZN01000033', u'KI421535', u'KN150939', u'LDWR01000005', u'LOWB01000076', u'LOWV01000038', u'LOYC01000030', u'LOYN01000022', u'LPCO01000066', u'LPEQ01000122', u'LPKA01000024', u'LR025742', u'ML058600', u'NBSQ01000002', u'OEOG01000026', u'PVGX01000094', u'PVHJ01000137', u'QJSQ01000029', u'RAIM01000002']"	3	"[u'CP023522', u'KN150849']"	37	2	8.041026908	FALSE	FALSE	FALSE
"1,4-dihydroxy-2-naphthoyl-CoA synthase"	sp_P0ABU0_MENB_ECOLI	BBOK01000004	55	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/BBOK01000004/index.html	cluster-1	t3pks-t1pks-nrps	139	Streptomyces sp. NBRC 110030	Actinobacteria	0	[]	5	"[u'BDJC01000003', u'JNLT01000017', u'JOGJ01000001', u'OLMK01000009']"	9	1	6.43462811	FALSE	FALSE	FALSE
