target_name	target id	gbid	score_final	distance	homologs	homologs list	target ubiquity	copy number	Spearman correlation	p value	coevolution coefficient	antismashfile	cluster_num	cluster_type	gene_name	species	phyla	true positive	true positives homologs	score distance	score homologs	score target ubiquity	score copy number	score coevolution
Dihydrolipoyl dehydrogenase	sp_P99084_DLDH_STAAN	JTHL01000001	3	5769	1	[u'LBMU01000140']	20	3	0.18	0.23	22.106985719	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JTHL01000001_5366810_5694411/index.html	cluster-1	t1pks	ctg1_142	Streptomyces sp. 150FB	Actinobacteria	False	False	0	1	1	1	0
ATP-dependent Clp protease ATP-binding subunit ClpX	sp_P0A6H1_CLPX_ECOLI	NOKB01000002	1	6219	0	None	5	1	0.0	1.0	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/NOKB01000002_1927909_2233863/index.html	cluster-1	t1pks-nrps	ctg1_141	Bacillus cytotoxicus	Firmicutes	False	False	0	0	1	0	0
Aspartyl-tRNA synthetase	DEG10180315	KB906725	2	9934	0	None	10	1	0.63	0.04	-1000.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KB906725_797708_1098979/index.html	cluster-1	hserlactone-t1pks-nrps	ctg1_88	Oxalobacteraceae bacterium AB_14	Proteobacteria	False	False	0	0	1	0	1
2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase	sp_P17109_MEND_ECOLI	FOQU01000006	1	5720	0	None	2	1	-1000.0	-1000.0	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FOQU01000006/index.html	cluster-1	hserlactone-nrps-t1pks-otherks	SAMN05192543_10696	Paraburkholderia megapolitana	Proteobacteria	False	False	0	0	1	0	0
Alanyl-tRNA synthetase	DEG10180418	LSIF01000034	4	4318	1	[u'AWZR01000003']	10	1	0.88	0.0	4.91422167297	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LSIF01000034/index.html	cluster-1	t1pks-nrps	ctg1_20	Pseudoxanthomonas mexicana	Proteobacteria	False	False	1	1	1	0	1
Adenosylmethionine-8-amino-7-oxononanoate aminotransferase	sp_P12995_BIOA_ECOLI	LPMZ01000141	2	2656	1	[u'KN323042']	29	1	0.49	0.0	4.5427573437	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LPMZ01000141/index.html	cluster-1	transatpks-t1pks-nrps	WM31_19765	Burkholderia ubonensis	Proteobacteria	False	False	1	1	0	0	0
Elongation factor Tu 1	sp_P0CE47_EFTU1_ECOLI	QTUG01000001	3	9527	3	[u'CP022433', u'JOCB01000044', u'NZ_LBDA02000011']	14	2	0.5	0.08	3.22385408239	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/QTUG01000001_8461176_8762543/index.html	cluster-1	t1pks-otherks	ctg1_92	Streptomyces sp. Ag82_O1-9	Actinobacteria	False	False	0	1	1	1	0
DNA polymerase III subunit epsilon	sp_P03007_DPO3E_ECOLI	JQHM01000009	2	4743	0	None	6	1	1.0	nan	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JQHM01000009/index.html	cluster-1	t1pks-nrps	KP22_16045	Pectobacterium betavasculorum	Proteobacteria	False	False	1	0	1	0	0
Transcriptional regulatory protein WalR	sp_Q9RDT5_WALR_STAAU	CP009283	1	7405	0	None	72	46	0.39	0.0	5.55069819529	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP009283_3682541_4048084/index.html	cluster-1	transatpks-otherks	ctg1_118	Paenibacillus sp. FSL R7-0273	Firmicutes	False	False	0	0	0	1	0
Acetylornithine/succinyldiaminopimelate aminotransferase	sp_P18335_ARGD_ECOLI	CP019913	2	8913	0	None	56	2	0.63	0.0	3.4032705196	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CP019913/index.html	cluster-1	t1pks-otherks	ctg1_135	Desulfococcus multivorans	Proteobacteria	False	False	0	0	0	1	1
D-alanine-D-alanine ligase A	sp_P0A6J8_DDLA_ECOLI	PGZO01000001	0	9197	0	None	1	1	-1000.0	-1000.0	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/PGZO01000001/index.html	cluster-2	transatpks	CVV02_00410	Firmicutes bacterium HGW-Firmicutes-7 (groundwater metagenome)	Firmicutes	False	False	0	0	0	0	0
Glycyl-tRNA synthetase beta chain	DEG10180529	CP020892	1	9083	0	None	4	1	nan	nan	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP020892_0_173556/index.html	cluster-1	t1pks	ctg1_19	Pseudomonas sp. M30-35	Proteobacteria	False	False	0	0	1	0	0
Acetylornithine/succinyldiaminopimelate aminotransferase	sp_P18335_ARGD_ECOLI	LQPJ01000141	2	5533	14	[u'CP022927', u'LQOK01000037', u'LQPF01000100', u'LZKE01000216', u'LZKS01000106', u'LZLE01000041', u'LZLX01000136', u'MBEU01000059', u'MIHB01000001', u'MVIK01000003', u'NAVI01000034', u'NCXP01000008', u'NZ_UPHU01000001', u'PEDE01000109']	56	1	0.63	0.0	9.69997559738	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LQPJ01000141/index.html	cluster-1	t3pks-t1pks	AWC19_19750	Mycobacterium palustre	Actinobacteria	False	False	0	1	0	0	1
UDP-N-acetylenolpyruvoylglucosamine reductase MurB	sp_P08373_MURB_ECOLI	JOBV01000014	1	8447	0	None	4	1	0.4	0.6	9.36600529607	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JOBV01000014/index.html	cluster-1	t1pks-lassopeptide-nrps	ctg1_36	Streptomyces rimosus subsp. rimosus	Actinobacteria	False	False	0	0	1	0	0
Histidinol-phosphate aminotransferase	sp_P06986_HIS8_ECOLI	AP018288	2	3732	0	None	4	1	-1000.0	-1000.0	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/AP018288_3933473_4234759/index.html	cluster-2	t1pks-nrps	ctg1_124	Nostoc sp. NIES-4103	Cyanobacteria	False	False	1	0	1	0	0
Beta-lactamase (Fragment)	tr_A0A3G5FN01_A0A3G5FN01_ECOLX	FMCJ01000028	2	9854	1	[u'KB890916']	19	1	-0.08	0.71	15.3769658277	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FMCJ01000028/index.html	cluster-4	thiopeptide-t1pks-nrps	GA0115243_1033220	Streptomyces sp. ScaeMP-e83	Actinobacteria	False	False	0	1	1	0	0
Dihydrolipoyl dehydrogenase	sp_P99084_DLDH_STAAN	LBMU01000140	4	2127	1	[u'JTHL01000001']	20	3	0.18	0.23	17.7732578872	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LBMU01000140/index.html	cluster-1	t1pks	AAW13_35585	Streptomyces humi	Actinobacteria	False	False	1	1	1	1	0
2-succinylbenzoate--CoA ligase	sp_P37353_MENE_ECOLI	FMDI01000368	1	6990	0	None	15	0	0.33	0.05	-1000.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FMDI01000368/index.html	cluster-1	t1pks-arylpolyene-ladderane	GA0115256_14364	Streptomyces sp. DconLS	Actinobacteria	False	False	0	0	1	0	0
Beta-lactamase (Fragment)	tr_A0A3G5FN01_A0A3G5FN01_ECOLX	JODQ01000006	2	3975	0	None	19	1	-0.08	0.71	21.7536008138	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JODQ01000006_721860_1023053/index.html	cluster-1	t1pks-nrps	ctg1_141	Herbidospora cretacea	Actinobacteria	False	False	1	0	1	0	0
Dihydrolipoyl dehydrogenase	sp_P99084_DLDH_STAAN	AZQN01000005	2	3187	0	None	20	1	0.18	0.23	8.96642527977	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/AZQN01000005/index.html	cluster-1	transatpks	ctg1_166	Dyadobacter tibetensis Y620-1	Bacteroidetes	False	False	1	0	1	0	0
Elongation factor G	sp_P0A6M8_EFG_ECOLI	CP029711	2	7188	0	None	12	3	0.45	0.19	4.77359781122	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP029711_7646772_8158891/index.html	cluster-2	t1pks	ctg1_115	Streptosporangium sp. 'caverna'	Actinobacteria	False	False	0	0	1	1	0
UDP-N-acetylglucosamine 1-carboxyvinyltransferase MurA	sp_P0A749_MURA_ECOLI	CPHM01000007	2	3886	0	None	6	1	0.32	0.68	0.185380473997	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CPHM01000007/index.html	cluster-1	t1pks-nrps	ERS181338_01239	Mycobacterium tuberculosis	Actinobacteria	False	False	1	0	1	0	0
Tyrosyl-tRNA synthetase	DEG10180273	PFVX01000026	1	5209	0	None	5	1	0.5	0.67	2.22636203142	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/PFVX01000026/index.html	cluster-1	t3pks-t1pks	CO151_04020	bacterium CG_4_9_14_3_um_filter_65_15 (groundwater metagenome)	None	False	False	0	0	1	0	0
Transcriptional regulatory protein WalR	sp_Q9RDT5_WALR_STAAU	LT549889	1	7550	0	None	72	10	0.39	0.0	7.8696055304	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LT549889_5138968_5444868/index.html	cluster-1	t1pks-nrps	ctg1_128	Mycobacterium aurum	Actinobacteria	False	False	0	0	0	1	0
2-succinylbenzoate--CoA ligase	sp_P37353_MENE_ECOLI	CP000667	2	3338	0	None	15	0	0.33	0.05	-1000.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP000667_2365836_3648274/index.html	cluster-8	t1pks-arylpolyene-nrps	ctg1_708	Salinispora tropica CNB-440	Actinobacteria	True	False	1	0	1	0	0
Pyruvate dehydrogenase E1 component subunit beta	sp_P99063_ODPB_STAAN	PEFQ01000001	2	2990	0	None	40	2	0.33	0.0	5.87376108482	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/PEFQ01000001_6573543_6942134/index.html	cluster-1	t1pks-arylpolyene-nrps	ctg1_125	Streptomyces sp. 1	Actinobacteria	False	False	1	0	0	1	0
Tyrosyl-tRNA synthetase	DEG10180273	NKQX01000001	2	3058	0	None	5	1	0.5	0.67	-1000.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/NKQX01000001_6128157_6461859/index.html	cluster-1	t3pks-t1pks	ctg1_145	Mycobacterium kansasii	Actinobacteria	False	False	1	0	1	0	0
ATP-dependent Clp protease proteolytic subunit	sp_P0A6G7_CLPP_ECOLI	BCQR01000142	1	9856	0	None	23	2	0.35	0.0	7.4771668799	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/BCQR01000142/index.html	cluster-1	t1pks-nrps	ctg1_21	Actinomadura kijaniata NBRC 14229	Actinobacteria	False	False	0	0	0	1	0
Adenosylmethionine-8-amino-7-oxononanoate aminotransferase	sp_P12995_BIOA_ECOLI	NZ_QTJU01000005	1	3458	0	None	29	0	0.49	0.0	2.79350966396	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NZ_QTJU01000005/index.html	cluster-1	t1pks-otherks	DXN05_RS14400	Chitinophagaceae bacterium K23C18032701	Bacteroidetes	False	False	1	0	0	0	0
Glutamyl-tRNA synthetase	DEG10180366	LC066377	3	6649	1	[u'FQZC01000001']	11	2	0.01	0.99	11.837328999	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/LC066377/index.html	cluster-1	t1pks	BAT28238.1	Aureimonas frigidaquae	Proteobacteria	False	False	0	1	1	1	0
Beta-lactamase (Fragment)	tr_A0A3G5FN01_A0A3G5FN01_ECOLX	HK492619	1	8537	0	None	19	1	-0.08	0.71	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/HK492619/index.html	cluster-1	t1pks	ctg1_5	Unknown	None	False	False	0	0	1	0	0
Adenosylmethionine-8-amino-7-oxononanoate aminotransferase	sp_P12995_BIOA_ECOLI	RBAM01000001	1	3209	0	None	29	1	0.49	0.0	13.5297832807	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/RBAM01000001/index.html	cluster-7	transatpks-t1pks-nrps	D7231_02290	Streptomyces klenkii	Actinobacteria	False	False	1	0	0	0	0
Alanyl-tRNA synthetase	DEG10180418	LMCQ01000023	2	9819	0	None	10	1	0.88	0.0	5.8144957046	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LMCQ01000023/index.html	cluster-1	t1pks-nrps	ASC78_13115	Variovorax sp. Root318D1	Proteobacteria	False	False	0	0	1	0	1
Elongation factor G	sp_P0A6M8_EFG_ECOLI	FNVT01000023	1	7513	0	None	12	1	0.45	0.19	0.665305763275	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FNVT01000023/index.html	cluster-1	bacteriocin-lantipeptide-t1pks	SAMN05444920_12381	Nonomuraea solani	Actinobacteria	False	False	0	0	1	0	0
ECF RNA polymerase sigma-E factor	sp_P0AGB6_RPOE_ECOLI	PPHG01000074	3	4527	1	[u'MF990204']	9	1	0.08	0.81	18.9686975089	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/PPHG01000074/index.html	cluster-1	t1pks-nrps	ctg1_67	Amycolatopsis sp. CA-128772	Actinobacteria	False	False	1	1	1	0	0
Dihydrolipoyl dehydrogenase	sp_P99084_DLDH_STAAN	QKMR01000027	1	6060	0	None	20	1	0.18	0.23	8.44521094967	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/QKMR01000027/index.html	cluster-1	transatpks-nrps	LY28_03411	Ruminiclostridium sufflavum DSM 19573	Firmicutes	False	False	0	0	1	0	0
Cytochrome bd-II ubiquinol oxidase subunit 1	sp_P26459_APPC_ECOLI	LWHC01000092	1	9066	0	None	2	1	-1000.0	-1000.0	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LWHC01000092/index.html	cluster-1	t1pks	A5482_04370	Cyanobacterium sp. IPPAS B-1200	Cyanobacteria	False	False	0	0	1	0	0
Adenosylmethionine-8-amino-7-oxononanoate aminotransferase	sp_P12995_BIOA_ECOLI	CP009745	2	1580	1	[u'CP000085']	29	1	0.49	0.0	7.93110336998	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP009745_701709_1425858/index.html	cluster-3	transatpks-t1pks-nrps	ctg1_470	Burkholderia contaminans	Proteobacteria	False	False	1	1	0	0	0
Histidyl-tRNA synthetase	DEG10180381	BDBE01000025	1	5984	0	None	2	1	-1000.0	-1000.0	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/BDBE01000025/index.html	cluster-2	t1pks	ctg1_353	Nocardia caishijiensis NBRC 108228	Actinobacteria	False	False	0	0	1	0	0
30S ribosomal protein S14	DEG10180498	NPFZ01000005	1	9180	0	None	13	1	-0.03	0.9	18.2826575887	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/NPFZ01000005/index.html	cluster-1	t1pks	CH292_02985	Rhodococcus sp. 14-2470-1a	Actinobacteria	False	False	0	0	1	0	0
Glutamine--fructose-6-phosphate aminotransferase [isomerizing]	sp_P17169_GLMS_ECOLI	NZ_CAHS01000023	1	7255	0	None	12	0	0.71	0.07	5.24110663898	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NZ_CAHS01000023/index.html	cluster-1	t1pks-nrps	EPIR_RS17770	Erwinia piriflorinigrans CFBP 5888	Proteobacteria	False	False	0	0	1	0	0
Inosine-5'-monophosphate dehydrogenase	sp_P0ADG7_IMDH_ECOLI	CP000113	1	9067	0	None	8	1	0.8	0.2	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP000113_3884032_5795359/index.html	cluster-4	t1pks-nrps	ctg1_426	Myxococcus xanthus DK 1622	Proteobacteria	False	False	0	0	1	0	0
2-succinylbenzoate--CoA ligase	sp_P37353_MENE_ECOLI	FNBE01000022	2	1300	0	None	15	0	0.33	0.05	39.8236285627	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FNBE01000022/index.html	cluster-1	t1pks	SAMN05216377_12233	Pseudonocardia oroxyli	Actinobacteria	False	False	1	0	1	0	0
ATP-dependent Clp protease proteolytic subunit	sp_P0A6G7_CLPP_ECOLI	CP007035	2	3804	0	None	23	2	0.35	0.0	4.31398387341	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CP007035/index.html	cluster-1	t1pks-nrps	NIASO_00950	Niabella soli DSM 19437	Bacteroidetes	False	False	1	0	0	1	0
Glutamyl-tRNA synthetase	DEG10180366	LCZH01000013	1	9840	0	None	11	1	0.01	0.99	13.4830014899	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LCZH01000013/index.html	cluster-1	t1pks-nrps	AA671_12370	Delftia tsuruhatensis	Proteobacteria	False	False	0	0	1	0	0
Pyruvate dehydrogenase E1 component subunit beta	sp_P99063_ODPB_STAAN	ATMT01000104	2	9972	2	[u'AUFO01000036', u'KK366027']	40	2	0.33	0.0	5.23764362811	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/ATMT01000104/index.html	cluster-3	t1pks-nrps	PAALTS15_29201	Paenibacillus alvei TS-15	Firmicutes	False	False	0	1	0	1	0
Chaperone protein HtpG	sp_P0A6Z3_HTPG_ECOLI	KI912468	1	7443	0	None	21	1	0.82	0.0	5.21610324968	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KI912468/index.html	cluster-1	t1pks	ctg1_107	Curvibacter gracilis ATCC BAA-807	Proteobacteria	False	False	0	0	0	0	1
ATP-dependent Clp protease proteolytic subunit	sp_P0A6G7_CLPP_ECOLI	QAGK01000006	0	9381	0	None	23	1	0.35	0.0	6.55533390744	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/QAGK01000006/index.html	cluster-1	t1pks	ctg1_118	Oceaniovalibus sp. YLY08	Proteobacteria	False	False	0	0	0	0	0
Aminodeoxychorismate synthase component 2	sp_P00903_PABA_ECOLI	KV411304	1	7864	0	None	24	2	0.42	0.0	9.33699357899	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KV411304_3074082_3713622/index.html	cluster-2	t2pks-transatpks-t1pks-nrps	ctg1_203	Nocardia terpenica	Actinobacteria	False	False	0	0	0	1	0
Glutamine synthetase	sp_P9WN39_GLN1B_MYCTU	JOFV01000020	1	6343	0	None	8	1	0.8	0.2	5.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JOFV01000020/index.html	cluster-1	t1pks	ctg1_44	Oerskovia turbata	Actinobacteria	False	False	0	0	1	0	0
Lon protease	sp_P0A9M0_LON_ECOLI	UBWZ01000010	2	7203	2	[u'CP025512', u'UCFP01000016']	7	1	0.2	0.8	7.72657450077	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/UBWZ01000010/index.html	cluster-1	t1pks	ctg1_214	Rhizobiales bacterium	Proteobacteria	False	False	0	1	1	0	0
Pyruvate dehydrogenase E1 component subunit beta	sp_P99063_ODPB_STAAN	QRGB01000001	2	2490	0	None	40	2	0.33	0.0	19.7477572105	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/QRGB01000001_2887555_3260940/index.html	cluster-1	t1pks-nrps	ctg1_138	Pedobacter sp. SM1810	Bacteroidetes	False	False	1	0	0	1	0
D-alanine-D-alanine ligase B	sp_P07862_DDLB_ECOLI	AP018288	1	5804	0	None	7	1	-0.6	0.4	12.2117860768	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/AP018288_2047725_2361776/index.html	cluster-1	t1pks-nrps	ctg1_124	Nostoc sp. NIES-4103	Cyanobacteria	False	False	0	0	1	0	0
Prolyl-tRNA synthetase	DEG10180054	KB235922	2	2041	0	None	9	1	-0.57	0.18	11.8838412009	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KB235922_5830865_6217705/index.html	cluster-2	t1pks	ctg1_117	Pleurocapsa sp. PCC 7319	Cyanobacteria	False	False	1	0	1	0	0
Aminodeoxychorismate synthase component 2	sp_P00903_PABA_ECOLI	QEIO01000038	0	6837	0	None	24	1	0.42	0.0	8.78867071194	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/QEIO01000038/index.html	cluster-1	t1pks	DEF28_09850	Marinateneraspora sediminis	Actinobacteria	False	False	0	0	0	0	0
ATP-dependent Clp protease proteolytic subunit	sp_P0A6G7_CLPP_ECOLI	MTQO01000044	0	6946	0	None	23	1	0.35	0.0	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MTQO01000044/index.html	cluster-1	otherks-t1pks-resorcinol-nrps	ALI144C_19415	Actinosynnema sp. ALI-1.44	Actinobacteria	False	False	0	0	0	0	0
D-alanyl-D-alanine dipeptidase	sp_P77790_DDPX_ECOLI	LT629758	1	9752	0	None	5	1	0.8	0.2	11.7272053373	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LT629758_6470419_6787358/index.html	cluster-1	t1pks-nrps	ctg1_130	Actinoplanes derwentensis	Actinobacteria	False	False	0	0	1	0	0
Aspartyl-tRNA synthetase	DEG10180315	FN667742	3	8180	2	[u'MKGR01000017', u'MUBK01000017']	10	1	0.63	0.04	5.75102009392	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FN667742_1917596_2218855/index.html	cluster-2	t1pks-nrps	ctg1_98	Xenorhabdus nematophila ATCC 19061	Proteobacteria	False	False	0	1	1	0	1
Adenosylmethionine-8-amino-7-oxononanoate aminotransferase	sp_P12995_BIOA_ECOLI	FYDV01000001	1	2304	0	None	29	1	0.49	0.0	3.50812763395	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FYDV01000001/index.html	cluster-1	t1pks-nrps	ctg1_268	Pseudomonas sp. Irchel s3a18	Proteobacteria	False	False	1	0	0	0	0
D-alanyl-D-alanine dipeptidase	sp_P77790_DDPX_ECOLI	LZLW01000158	2	5194	1	[u'LZLE01000158']	5	1	0.8	0.2	9.07480653641	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LZLW01000158/index.html	cluster-1	t1pks	A5657_26010	Mycobacterium kubicae	Actinobacteria	False	False	0	1	1	0	0
Cysteinyl-tRNA synthetase	DEG10180099	LSRW01000045	2	3646	0	None	8	1	nan	nan	3.07908962517	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LSRW01000045/index.html	cluster-1	hserlactone-transatpks-otherks	ctg1_25	Sinobacteraceae bacterium 35Y	Proteobacteria	False	False	1	0	1	0	0
Prolyl-tRNA synthetase	DEG10180054	FPIX01000017	1	7542	0	None	9	1	-0.57	0.18	6.24477249902	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FPIX01000017/index.html	cluster-1	t1pks-nrps	SAMN05660640_03148	Pseudomonas sp. NFACC16-2	Proteobacteria	False	False	0	0	1	0	0
Pyruvate dehydrogenase E1 component subunit alpha	sp_P60089_ODPA_STAAM	AM420293	3	4957	0	None	17	1	0.56	0.0	1.92093810445	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/AM420293/index.html	cluster-2	t1pks	SACE_5542	Saccharopolyspora erythraea NRRL 2338	Actinobacteria	False	False	1	0	1	0	1
Transcription termination factor Rho	sp_P0AG30_RHO_ECOLI	PLPD01000129	3	2131	1	[u'PMHA01000332']	7	1	0.09	0.87	15.5667249417	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/PLPD01000129/index.html	cluster-1	t1pks	ctg1_18	Acidobacteriaceae bacterium (peat metagenome)	Acidobacteria	False	False	1	1	1	0	0
Pyruvate dehydrogenase E1 component subunit beta	sp_P99063_ODPB_STAAN	CP010833	2	9481	1	[u'DS999644']	40	3	0.33	0.0	13.0006800323	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP010833_6863858_7198461/index.html	cluster-2	t1pks-nucleoside	ctg1_141	Streptomyces sp. Tue 6075	Actinobacteria	False	False	0	1	0	1	0
Beta-lactamase (Fragment)	tr_A0A3G5FN01_A0A3G5FN01_ECOLX	HK492615	1	7630	0	None	19	1	-0.08	0.71	30.4245283019	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/HK492615/index.html	cluster-1	t1pks	ctg1_4	Unknown	None	False	False	0	0	1	0	0
Protein translocase subunit SecA	sp_P10408_SECA_ECOLI	FOGE01000027	1	7218	0	None	4	1	nan	nan	8.85371489105	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FOGE01000027/index.html	cluster-1	t1pks	SAMN05518866_1276	Sphingobium sp. YR768	Proteobacteria	False	False	0	0	1	0	0
Chaperone protein HtpG	sp_P0A6Z3_HTPG_ECOLI	MVDH01000001	2	4785	0	None	21	1	0.82	0.0	2.90991137563	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MVDH01000001_1080834_1717571/index.html	cluster-2	t1pks-nrps	ctg1_200	Cellvibrio sp. 79 (rhizosphere metagenome)	Proteobacteria	False	False	1	0	0	0	1
Biosynthetic peptidoglycan transglycosylase	sp_P46022_MTGA_ECOLI	JRMK01000050	2	9858	1	[u'PUEV01000049']	2	0	nan	nan	1.28003712843	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JRMK01000050/index.html	cluster-1	t1pks	ctg1_5	Mycobacterium sp. UM_Kg1	Actinobacteria	False	False	0	1	1	0	0
Acetylornithine/succinyldiaminopimelate aminotransferase	sp_P18335_ARGD_ECOLI	NZ_RBAL01000003	2	2829	0	None	56	0	0.63	0.0	16.1546738932	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NZ_RBAL01000003/index.html	cluster-1	t1pks-nrps	D7294_RS07220	Streptomyces hoynatensis	Actinobacteria	False	False	1	0	0	0	1
Alanyl-tRNA synthetase	DEG10180418	AWZR01000003	3	8571	1	[u'LSIF01000034']	10	1	0.88	0.0	3.8479638009	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/AWZR01000003/index.html	cluster-1	t1pks-nrps	ctg1_302	Luteimonas sp. J29	Proteobacteria	False	False	0	1	1	0	1
Acetylornithine/succinyldiaminopimelate aminotransferase	sp_P18335_ARGD_ECOLI	ATLU01000003	3	460	0	None	56	2	0.63	0.0	39.5423653088	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/ATLU01000003/index.html	cluster-1	t1pks	ctg1_96	bioreactor metagenome	metagenomes	False	False	1	0	0	1	1
Glutamine synthetase	sp_P9WN39_GLN1B_MYCTU	KI547046	1	8633	0	None	8	1	0.8	0.2	13.4276684038	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KI547046/index.html	cluster-1	t1pks	N566_17905	Streptomycetaceae bacterium MP113-05	Actinobacteria	False	False	0	0	1	0	0
Dihydrolipoyl dehydrogenase	sp_P99084_DLDH_STAAN	OESG01000013	3	4484	0	None	20	3	0.18	0.23	6.61077983033	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/OESG01000013_1720543_2243448/index.html	cluster-3	t1pks	ctg1_356	Mycobacterium sp. 3519A	Actinobacteria	False	False	1	0	1	1	0
